,,"Purpose of This Spreadsheet is to Outline the Methodology of System 30
Branches Traded in 2025 OOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EZA,8d RSI EZA LT38 - L EZA,6.3 %,18.3 %,3151,9162,10.0 %,20.6 %,62.7 %,88.8 %,-1.4 %,-4.6 %,5,13,0.4,1.1,60.0 %,76.9 %,1.5,4.3,630,655,1.3 %,1.3 %,3.2,2.3,1,1,2,6,1,1,2,8,1,0,2,7,1.5,3.3,3,10,2.2,14.4,0.9,3.8,-3743,-421,-3.7 %,-0.8 %,-3743,-165,-3.7 %,-0.3 %,-3743,0,-3.7 %,0.0 %,60.0 %,76.9 %,60.0 %,76.9 %,60.0 %,83.3 %,1904,915,-1280,-211,60.0 %,100.0 %
EZU,6d RSI EZU LT23 - L EZU,7.5 %,5.0 %,3735,2492,4.8 %,7.5 %,156.9 %,66.1 %,0.0 %,-1.0 %,2,4,0.2,0.3,100.0 %,100.0 %,,,1868,613,3.7 %,1.2 %,3,3.8,0,0,2,4,0,0,2,4,0,0,2,4,,,2,4,,,5.6,4,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1868,613,0,0,100.0 %,100.0 %
FALN,4d RSI FALN LT10 - L FALN,2.0 %,1.6 %,998,801,5.1 %,5.2 %,39.4 %,31.0 %,0.0 %,-0.4 %,2,3,0.2,0.2,100.0 %,100.0 %,,,499,266,1.0 %,0.5 %,2.5,3.3,0,0,2,3,0,0,2,3,0,0,2,3,,,2,3,,,4.4,3.3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,499,266,0,0,100.0 %,100.0 %
FAS,21d RSI FAS LT43 - L FAS,17.3 %,20.9 %,8673,10448,18.4 %,5.6 %,94.2 %,376.1 %,-11.2 %,-2.6 %,9,4,0.8,0.3,66.7 %,100.0 %,1.2,,964,2446,1.9 %,4.9 %,3.6,2.5,2,0,4,4,3,0,4,4,2,0,2,4,2,,6,4,2.4,,1.2,3.7,-11881,0,-11.9 %,0.0 %,-8145,0,-8.1 %,0.0 %,-8145,0,-8.1 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,62.5 %,100.0 %,2506,2446,-2121,0,60.0 %,100.0 %
FBND,5d RSI FBND LT18 - L FBND,1.0 %,0.9 %,475,435,100.0 %,5.6 %,1.0 %,15.7 %,0.0 %,-0.6 %,1,4,0.1,0.3,100.0 %,100.0 %,,,475,109,1.0 %,0.2 %,2,2.5,0,0,1,4,0,0,1,4,0,0,1,3,,,1,4,,,0,2.5,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,475,109,0,0,100.0 %,100.0 %
FBT,4d RSI FBT LT13 - L FBT,4.4 %,1.9 %,2184,961,100.0 %,6.0 %,4.4 %,32.3 %,0.0 %,-3.0 %,1,4,0.1,0.3,100.0 %,75.0 %,,0.9,2184,242,4.4 %,0.5 %,3,2.8,0,1,1,2,0,1,1,2,0,1,1,2,,3,1,3,,2.6,0,0.8,0,-623,0.0 %,-1.2 %,0,-623,0.0 %,-1.2 %,0,-623,0.0 %,-1.2 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,2184,531,0,-623,100.0 %,75.0 %
FCG,4d RSI FCG LT12 - L FCG,11.7 %,9.4 %,5851,4694,6.1 %,8.3 %,191.4 %,112.7 %,0.0 %,-2.8 %,4,5,0.3,0.4,100.0 %,80.0 %,,8.7,1463,911,2.9 %,1.8 %,2.5,3.2,0,1,4,3,0,1,4,3,0,1,4,3,,4,4,4,,34.8,3.8,2.7,0,-135,0.0 %,-0.3 %,0,-135,0.0 %,-0.3 %,0,-135,0.0 %,-0.3 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,80.0 %,1463,1172,0,-135,100.0 %,80.0 %
FCOM,14d RSI FCOM LT42 - L FCOM,7.6 %,16.8 %,3794,8379,27.2 %,8.7 %,27.9 %,191.9 %,-3.1 %,-1.4 %,12,7,1,0.6,75.0 %,100.0 %,0.7,,316,1121,0.6 %,2.2 %,3.3,2.1,2,0,6,7,2,0,6,5,0,0,4,5,3,,9,7,2.2,,1.2,6.7,-3665,0,-3.7 %,0.0 %,-2354,0,-2.4 %,0.0 %,0,0,0.0 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,72.7 %,100.0 %,761,1121,-1018,0,100.0 %,100.0 %
FDD,5d RSI FDD LT20 - L FDD,8.1 %,9.2 %,4031,4591,4.8 %,9.9 %,169.3 %,92.5 %,0.0 %,-0.8 %,2,10,0.2,0.8,100.0 %,100.0 %,,,2016,442,4.0 %,0.9 %,3,1.5,0,0,2,10,0,0,2,9,0,0,2,7,,,2,10,,,6,7.3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,2016,442,0,0,100.0 %,100.0 %
FDIS,3d RSI FDIS LT12 - L FDIS,1.4 %,11.0 %,697,5500,15.7 %,10.3 %,8.9 %,106.6 %,0.0 %,-1.7 %,5,7,0.4,0.6,80.0 %,100.0 %,0.3,,139,752,0.3 %,1.5 %,5.2,2.7,1,0,4,7,1,0,4,7,1,0,4,5,4,,4,7,1.1,,0.1,5.5,-10758,0,-10.8 %,0.0 %,-10758,0,-10.8 %,0.0 %,-10758,0,-10.8 %,0.0 %,80.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,1519,752,-5379,0,80.0 %,100.0 %
FDL,13d RSI FDL LT36 - L FDL,7.4 %,1.6 %,3698,802,6.6 %,5.2 %,112.6 %,31.1 %,0.0 %,-3.2 %,4,4,0.3,0.3,100.0 %,75.0 %,,0.6,924,205,1.8 %,0.4 %,2.2,2.2,0,1,4,2,0,1,4,2,0,1,3,1,,3,4,3,,1.9,6.5,0.6,0,-874,0.0 %,-1.8 %,0,-874,0.0 %,-1.8 %,0,-376,0.0 %,-0.8 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,924,564,0,-874,100.0 %,50.0 %
FDN,4d RSI FDN LT18 - L FDN,13.9 %,15.0 %,6962,7502,14.8 %,10.3 %,94.0 %,145.4 %,-0.9 %,-2.1 %,7,7,0.6,0.6,71.4 %,100.0 %,2.8,,995,1010,2.0 %,2.0 %,3.6,2.7,1,0,4,7,1,0,4,7,1,0,4,6,2.5,,5,7,6.9,,1.4,6.8,-1312,0,-1.3 %,0.0 %,-1312,0,-1.3 %,0.0 %,-1312,0,-1.3 %,0.0 %,71.4 %,100.0 %,71.4 %,100.0 %,71.4 %,100.0 %,1628,1010,-588,0,80.0 %,100.0 %
FDT,6d RSI FDT LT20 - L FDT,4.8 %,3.9 %,2381,1936,100.0 %,5.2 %,4.8 %,75.1 %,0.0 %,-0.8 %,1,3,0.1,0.2,100.0 %,100.0 %,,,2381,638,4.8 %,1.3 %,3,3.3,0,0,1,3,0,0,1,3,0,0,1,3,,,1,3,,,0,6.8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,2381,638,0,0,100.0 %,100.0 %
FDVV,21d RSI FDVV LT45 - L FDVV,4.5 %,5.3 %,2226,2658,14.5 %,6.8 %,30.6 %,78.8 %,-1.6 %,-0.7 %,8,4,0.7,0.3,62.5 %,100.0 %,1.7,,278,653,0.6 %,1.3 %,3,2.8,1,0,2,4,1,0,2,4,0,0,4,3,1.7,,5,4,2.8,,1.3,3.9,-1688,0,-1.7 %,0.0 %,-541,0,-0.5 %,0.0 %,0,0,0.0 %,0.0 %,62.5 %,100.0 %,62.5 %,100.0 %,71.4 %,100.0 %,699,653,-423,0,100.0 %,100.0 %
FEMB,15d RSI FEMB LT33 - L FEMB,4.1 %,4.6 %,2040,2304,100.0 %,9.1 %,4.1 %,50.5 %,0.0 %,-2.8 %,1,5,0.1,0.4,100.0 %,80.0 %,,4.3,2040,454,4.1 %,0.9 %,4,3.4,0,1,1,2,0,0,1,4,0,0,1,4,,4,1,4,,17.4,0,2.7,0,-139,0.0 %,-0.3 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,100.0 %,2040,602,0,-139,100.0 %,100.0 %
FENY,14d RSI FENY LT35 - L FENY,12.4 %,2.6 %,6197,1288,40.6 %,8.3 %,30.5 %,30.9 %,0.0 %,-4.8 %,3,5,0.2,0.4,100.0 %,80.0 %,,0.5,2066,265,4.1 %,0.5 %,3.3,3.2,0,1,3,3,0,1,3,3,0,1,2,3,,4,3,4,,1.9,3.8,0.6,0,-1425,0.0 %,-2.9 %,0,-1425,0.0 %,-2.9 %,0,-764,0.0 %,-1.5 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,80.0 %,2066,687,0,-1425,100.0 %,75.0 %
FEZ,6d RSI FEZ LT23 - L FEZ,8.4 %,4.1 %,4210,2051,6.0 %,5.6 %,141.4 %,73.8 %,0.0 %,-0.8 %,3,3,0.2,0.2,100.0 %,100.0 %,,,1403,676,2.8 %,1.4 %,2.3,3.7,0,0,3,3,0,0,3,3,0,0,3,3,,,3,3,,,3.6,3.3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1403,676,0,0,100.0 %,100.0 %
FFTY,3d RSI FFTY LT11 - L FFTY,10.7 %,20.6 %,5328,10319,10.2 %,11.1 %,104.6 %,185.8 %,0.0 %,-6.6 %,5,7,0.4,0.6,80.0 %,100.0 %,1.6,,1066,1364,2.1 %,2.7 %,3.4,3,1,0,4,7,1,0,4,7,1,0,4,6,4,,4,7,6.3,,1.8,4.6,-2020,0,-2.0 %,0.0 %,-2020,0,-2.0 %,0.0 %,-2020,0,-2.0 %,0.0 %,80.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,1585,1364,-1010,0,80.0 %,100.0 %
FGD,20d RSI FGD LT40 - L FGD,2.7 %,2.6 %,1354,1306,10.9 %,8.3 %,24.8 %,31.4 %,0.0 %,-2.9 %,2,6,0.2,0.5,100.0 %,83.3 %,,0.6,677,217,1.4 %,0.4 %,2.5,1.7,0,1,2,5,0,1,2,4,0,1,2,4,,5,2,5,,2.8,13.6,1.3,0,-709,0.0 %,-1.4 %,0,-709,0.0 %,-1.4 %,0,-709,0.0 %,-1.4 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,80.0 %,677,402,0,-709,100.0 %,80.0 %
FHLC,8d RSI FHLC LT22 - L FHLC,2.3 %,0.6 %,1172,320,100.0 %,6.8 %,2.3 %,9.5 %,0.0 %,-2.7 %,1,4,0.1,0.3,100.0 %,75.0 %,,0.5,1172,82,2.3 %,0.2 %,6,3.2,0,1,1,3,0,1,1,3,0,1,1,2,,3,1,3,,1.5,0,0.4,0,-631,0.0 %,-1.3 %,0,-631,0.0 %,-1.3 %,0,-631,0.0 %,-1.3 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,1172,319,0,-631,100.0 %,66.7 %
FIDU,11d RSI FIDU LT33 - L FIDU,1.4 %,0.3 %,693,134,12.7 %,5.2 %,10.9 %,5.2 %,0.0 %,-3.8 %,4,2,0.3,0.2,75.0 %,50.0 %,0.7,1.2,173,77,0.3 %,0.1 %,5.2,4,1,1,3,1,1,1,3,1,1,1,2,1,3,1,3,1,2.2,1.2,0.8,0.1,-1170,-921,-1.2 %,-1.8 %,-1170,-921,-1.2 %,-1.8 %,-278,-921,-0.3 %,-1.8 %,75.0 %,50.0 %,75.0 %,50.0 %,75.0 %,50.0 %,426,1074,-585,-921,66.7 %,50.0 %
FLCH,5d RSI FLCH LT22 - L FLCH,3.5 %,8.2 %,1770,4086,10.4 %,5.2 %,33.9 %,158.4 %,-0.9 %,-0.2 %,6,6,0.5,0.5,50.0 %,100.0 %,2.4,,295,662,0.6 %,1.3 %,3.2,1.2,2,0,2,6,2,0,2,6,2,0,2,5,1,,3,6,2.4,,1,2.9,-1685,0,-1.7 %,0.0 %,-1685,0,-1.7 %,0.0 %,-1685,0,-1.7 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,1015,662,-425,0,50.0 %,100.0 %
FLCO,18d RSI FLCO LT36 - L FLCO,2.0 %,1.5 %,1001,755,13.4 %,5.2 %,14.9 %,29.2 %,0.0 %,-0.6 %,2,4,0.2,0.3,100.0 %,100.0 %,,,501,188,1.0 %,0.4 %,3,2.2,0,0,2,4,0,0,2,4,0,0,2,4,,,2,4,,,2.8,2.7,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,501,188,0,0,100.0 %,100.0 %
FLGB,10d RSI FLGB LT33 - L FLGB,4.9 %,5.3 %,2466,2635,5.7 %,7.5 %,86.5 %,69.9 %,0.0 %,-1.1 %,3,6,0.2,0.5,100.0 %,100.0 %,,,822,430,1.6 %,0.9 %,3.3,2.2,0,0,3,6,0,0,3,6,0,0,3,5,,,3,6,,,6.3,5.2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,822,430,0,0,100.0 %,100.0 %
FLJP,3d RSI FLJP LT10 - L FLJP,1.1 %,4.7 %,541,2345,6.6 %,6.3 %,16.4 %,73.9 %,-3.2 %,-1.1 %,3,5,0.2,0.4,66.7 %,100.0 %,0.7,,180,461,0.4 %,0.9 %,4,2.2,1,0,1,5,1,0,1,5,1,0,1,5,2,,2,5,1.3,,0.2,4.1,-3258,0,-3.3 %,0.0 %,-3258,0,-3.3 %,0.0 %,-3258,0,-3.3 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,1085,461,-1629,0,66.7 %,100.0 %
FLKR,10d RSI FLKR LT25 - L FLKR,4.6 %,14.9 %,2315,7440,100.0 %,6.0 %,4.6 %,250.0 %,0.0 %,-0.2 %,1,6,0.1,0.5,100.0 %,100.0 %,,,2315,1172,4.6 %,2.3 %,2,1.5,0,0,1,6,0,0,1,6,0,0,1,5,,,1,6,,,0,5.6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,2315,1172,0,0,100.0 %,100.0 %
FLMI,10d RSI FLMI LT36 - L FLMI,0.9 %,2.1 %,453,1072,10.9 %,7.9 %,8.3 %,27.0 %,-0.0 %,-0.6 %,4,5,0.3,0.4,75.0 %,100.0 %,7.4,,113,213,0.2 %,0.4 %,2.8,1.4,1,0,3,5,1,0,3,4,1,0,3,4,3,,3,5,22.2,,2.8,3.3,-43,0,-0.0 %,0.0 %,-43,0,-0.0 %,0.0 %,-43,0,-0.0 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,158,213,-21,0,75.0 %,100.0 %
FLOT,3d RSI FLOT LT69 - L FLOT,1.3 %,1.7 %,643,848,28.6 %,21.4 %,4.5 %,7.9 %,-0.6 %,-0.9 %,19,15,1.6,1.2,94.7 %,100.0 %,0.2,,34,56,0.1 %,0.1 %,2.6,2.6,1,0,13,15,1,0,12,14,1,0,5,8,18,,18,15,3.2,,1.9,10,-575,0,-0.6 %,0.0 %,-575,0,-0.6 %,0.0 %,-328,0,-0.3 %,0.0 %,94.7 %,100.0 %,94.7 %,100.0 %,94.4 %,100.0 %,52,56,-288,0,88.9 %,100.0 %
FLQM,12d RSI FLQM LT32 - L FLQM,7.9 %,1.3 %,3953,659,9.3 %,5.2 %,84.9 %,25.6 %,-0.2 %,-1.4 %,4,2,0.3,0.2,75.0 %,50.0 %,17.3,9.1,988,330,2.0 %,0.7 %,2.8,4.5,1,1,2,1,1,1,2,1,0,1,3,1,3,1,3,1,51.9,9.1,2.3,1.1,-155,-82,-0.2 %,-0.2 %,-155,-82,-0.2 %,-0.2 %,0,-82,0.0 %,-0.2 %,75.0 %,50.0 %,75.0 %,50.0 %,75.0 %,50.0 %,1344,742,-78,-82,100.0 %,50.0 %
FLRN,21d RSI FLRN LT69 - L FLRN,1.1 %,1.1 %,551,548,38.7 %,7.5 %,2.9 %,14.5 %,0.0 %,-0.1 %,16,6,1.3,0.5,93.8 %,100.0 %,0.2,,34,91,0.1 %,0.2 %,3.1,2.2,1,0,15,6,1,0,10,5,1,0,4,2,15,,15,6,3.3,,1.9,4.4,-476,0,-0.5 %,0.0 %,-374,0,-0.4 %,0.0 %,-102,0,-0.1 %,0.0 %,93.8 %,100.0 %,93.8 %,100.0 %,90.9 %,100.0 %,53,91,-238,0,80.0 %,100.0 %
FLTR,8d RSI FLTR LT70 - L FLTR,1.0 %,1.7 %,507,858,36.5 %,21.0 %,2.8 %,8.2 %,-1.0 %,-1.1 %,17,13,1.4,1.1,94.1 %,92.3 %,0.1,3.4,30,66,0.1 %,0.1 %,3.6,3.1,1,1,9,8,1,1,8,7,1,0,5,7,16,12,16,12,2,40.7,0.9,6.6,-1028,-21,-1.0 %,-0.0 %,-987,-21,-1.0 %,-0.0 %,-863,0,-0.9 %,0.0 %,94.1 %,92.3 %,94.1 %,92.3 %,93.3 %,91.7 %,64,73,-514,-21,88.9 %,100.0 %
FLTW,8d RSI FLTW LT26 - L FLTW,-2.8 %,6.6 %,-1386,3283,88.9 %,6.0 %,-3.1 %,110.3 %,-3.2 %,-2.1 %,2,5,0.2,0.4,50.0 %,100.0 %,0.1,,-693,641,-1.4 %,1.3 %,3,2,1,0,1,5,1,0,1,5,1,0,0,4,1,,1,5,0.1,,-1.1,4.8,-3219,0,-3.2 %,0.0 %,-3219,0,-3.2 %,0.0 %,-2773,0,-2.8 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,223,641,-1609,0,0.0 %,100.0 %
FMB,5d RSI FMB LT10 - L FMB,0.4 %,1.4 %,176,700,6.0 %,5.2 %,5.9 %,27.1 %,0.0 %,-0.2 %,2,3,0.2,0.2,100.0 %,100.0 %,,,88,232,0.2 %,0.5 %,1.5,3.3,0,0,2,3,0,0,2,3,0,0,2,3,,,2,3,,,4.7,3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,88,232,0,0,100.0 %,100.0 %
FMHI,14d RSI FMHI LT34 - L FMHI,0.9 %,2.1 %,465,1061,19.9 %,5.2 %,4.7 %,41.1 %,-0.3 %,-0.5 %,5,3,0.4,0.2,80.0 %,100.0 %,1,,93,352,0.2 %,0.7 %,4.4,3.3,1,0,2,3,1,0,2,3,1,0,2,3,4,,4,3,4,,1.4,3.6,-311,0,-0.3 %,0.0 %,-311,0,-0.3 %,0.0 %,-311,0,-0.3 %,0.0 %,80.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,155,352,-155,0,75.0 %,100.0 %
FNCL,20d RSI FNCL LT44 - L FNCL,11.2 %,7.0 %,5587,3507,20.2 %,5.6 %,55.4 %,126.3 %,-3.1 %,-0.9 %,10,4,0.8,0.3,80.0 %,100.0 %,1,,559,857,1.1 %,1.7 %,3.5,2.5,1,0,6,4,1,0,6,4,1,0,3,4,4,,8,4,4,,2.1,3.9,-3148,0,-3.1 %,0.0 %,-3148,0,-3.1 %,0.0 %,-2212,0,-2.2 %,0.0 %,80.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,928,857,-917,0,80.0 %,100.0 %
FNDA,4d RSI FNDA LT13 - L FNDA,7.4 %,5.3 %,3696,2663,11.4 %,6.3 %,64.8 %,83.9 %,0.0 %,-1.6 %,4,3,0.3,0.2,75.0 %,100.0 %,0.9,,924,873,1.8 %,1.8 %,4.5,4.3,1,0,3,3,1,0,3,3,1,0,3,3,3,,3,3,2.6,,1,6.8,-4677,0,-4.7 %,0.0 %,-4677,0,-4.7 %,0.0 %,-4677,0,-4.7 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,2011,873,-2338,0,75.0 %,100.0 %
FNDB,20d RSI FNDB LT41 - L FNDB,3.4 %,6.1 %,1688,3057,32.9 %,6.3 %,10.3 %,96.3 %,-1.7 %,-0.9 %,6,4,0.5,0.3,66.7 %,100.0 %,1.5,,281,748,0.6 %,1.5 %,2.8,2.5,2,0,2,4,2,0,2,3,0,0,3,3,2,,4,4,3,,1.2,7.6,-1676,0,-1.7 %,0.0 %,-1676,0,-1.7 %,0.0 %,0,0,0.0 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,631,748,-419,0,100.0 %,100.0 %
FNDC,18d RSI FNDC LT37 - L FNDC,6.5 %,3.4 %,3229,1714,4.4 %,5.2 %,146.6 %,66.5 %,0.0 %,-0.7 %,3,3,0.2,0.2,100.0 %,100.0 %,,,1076,566,2.2 %,1.1 %,2.3,3.3,0,0,3,3,0,0,3,3,0,0,3,3,,,3,3,,,2.4,2.6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1076,566,0,0,100.0 %,100.0 %
FNDE,8d RSI FNDE LT30 - L FNDE,-0.6 %,5.4 %,-292,2686,6.1 %,7.5 %,-9.6 %,71.2 %,-6.2 %,-1.1 %,4,6,0.3,0.5,75.0 %,100.0 %,0.3,,-73,439,-0.1 %,0.9 %,2.8,2.2,1,0,2,6,1,0,2,6,1,0,2,6,3,,3,6,0.9,,-0.1,4.6,-6269,0,-6.3 %,0.0 %,-6269,0,-6.3 %,0.0 %,-6269,0,-6.3 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,948,439,-3135,0,75.0 %,100.0 %
FNDF,6d RSI FNDF LT25 - L FNDF,0.9 %,5.6 %,434,2808,6.5 %,8.3 %,13.3 %,67.4 %,0.0 %,-1.4 %,3,6,0.2,0.5,66.7 %,100.0 %,0.7,,145,458,0.3 %,0.9 %,2.7,2.5,1,0,2,6,1,0,2,6,1,0,2,6,2,,2,6,1.3,,0.3,5.6,-2509,0,-2.5 %,0.0 %,-2509,0,-2.5 %,0.0 %,-2509,0,-2.5 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,844,458,-1255,0,66.7 %,100.0 %
FNDX,9d RSI FNDX LT25 - L FNDX,7.1 %,6.3 %,3530,3137,30.0 %,5.6 %,23.5 %,112.9 %,0.0 %,-0.7 %,2,3,0.2,0.2,100.0 %,100.0 %,,,1765,1025,3.5 %,2.0 %,2,3.7,0,0,2,3,0,0,2,3,0,0,2,3,,,2,3,,,2.9,6.1,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1765,1025,0,0,100.0 %,100.0 %
FPE,21d RSI FPE LT48 - L FPE,1.0 %,1.9 %,518,956,15.6 %,10.3 %,6.6 %,18.5 %,-1.8 %,-0.5 %,8,5,0.7,0.4,87.5 %,100.0 %,0.2,,65,190,0.1 %,0.4 %,3.4,3,1,0,5,5,1,0,4,5,1,0,2,4,7,,7,5,1.6,,0.5,4.1,-1808,0,-1.8 %,0.0 %,-1808,0,-1.8 %,0.0 %,-198,0,-0.2 %,0.0 %,87.5 %,100.0 %,87.5 %,100.0 %,85.7 %,100.0 %,203,190,-904,0,80.0 %,100.0 %
FPEI,5d RSI FPEI LT13 - L FPEI,0.1 %,2.2 %,29,1108,100.0 %,6.8 %,0.1 %,32.8 %,0.0 %,-0.1 %,1,3,0.1,0.2,100.0 %,100.0 %,,,29,367,0.1 %,0.7 %,3,4.7,0,0,1,3,0,0,1,3,0,0,1,3,,,1,3,,,0,11.5,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,29,367,0,0,100.0 %,100.0 %
FREL,15d RSI FREL LT35 - L FREL,4.0 %,2.4 %,1989,1197,5.1 %,5.2 %,78.8 %,46.4 %,0.0 %,-1.6 %,3,3,0.2,0.2,100.0 %,100.0 %,,,663,396,1.3 %,0.8 %,2.3,3.3,0,0,3,3,0,0,3,3,0,0,3,2,,,3,3,,,3.5,3.1,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,663,396,0,0,100.0 %,100.0 %
FSTA,15d RSI FSTA LT39 - L FSTA,5.7 %,1.8 %,2854,922,17.4 %,6.3 %,32.8 %,29.1 %,-0.6 %,-1.5 %,10,4,0.8,0.3,80.0 %,75.0 %,1.3,4.8,285,230,0.6 %,0.5 %,2.9,2.5,1,1,5,3,1,1,5,3,1,1,5,3,4,3,8,3,5.3,14.3,1.9,1.8,-710,-69,-0.7 %,-0.1 %,-710,-69,-0.7 %,-0.1 %,-710,-69,-0.7 %,-0.1 %,80.0 %,75.0 %,80.0 %,75.0 %,77.8 %,75.0 %,440,329,-333,-69,83.3 %,75.0 %
FTCS,21d RSI FTCS LT40 - L FTCS,6.2 %,3.1 %,3081,1565,7.8 %,6.3 %,79.1 %,49.3 %,0.0 %,-0.8 %,5,3,0.4,0.2,80.0 %,100.0 %,6,,616,517,1.2 %,1.0 %,2.4,3.7,1,0,4,3,1,0,4,3,1,0,3,3,4,,4,3,24.2,,2.7,4.8,-266,0,-0.3 %,0.0 %,-266,0,-0.3 %,0.0 %,-266,0,-0.3 %,0.0 %,80.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,803,517,-133,0,75.0 %,100.0 %
FTEC,6d RSI FTEC LT22 - L FTEC,6.8 %,12.3 %,3408,6137,10.8 %,5.6 %,62.8 %,220.9 %,0.0 %,-1.4 %,4,4,0.3,0.3,75.0 %,100.0 %,0.9,,852,1469,1.7 %,2.9 %,4.8,2.5,1,0,3,4,1,0,3,4,1,0,3,4,3,,3,4,2.6,,1,11.3,-4287,0,-4.3 %,0.0 %,-4287,0,-4.3 %,0.0 %,-4287,0,-4.3 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,1850,1469,-2143,0,75.0 %,100.0 %
FTGC,8d RSI FTGC LT25 - L FTGC,-0.0 %,1.3 %,-25,645,100.0 %,6.0 %,-0.0 %,21.7 %,0.0 %,-2.9 %,1,3,0.1,0.2,0.0 %,66.7 %,0,3,-25,215,-0.0 %,0.4 %,3,4,1,1,0,1,1,1,0,1,1,1,0,1,0,2,0,2,0,5.9,0,1.3,-50,-131,-0.0 %,-0.3 %,-50,-131,-0.0 %,-0.3 %,-50,-131,-0.0 %,-0.3 %,0.0 %,66.7 %,0.0 %,66.7 %,0.0 %,66.7 %,0,388,-25,-131,0.0 %,66.7 %
