,,"Purpose of This Spreadsheet is to Outline the Methodology of System 30
Branches Traded in 2020 OOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker (684),Condition (684),Profit %,IS Profit %,Profit $ Per Year,IS Profit $ Per Year,Time in market%,IS Time in market%,TIMAR%,IS TIMAR%,Max DD%,IS Max DD%,Total Trades,IS Total Trades,AVG Trades Per Month,IS AVG Trades Per Month,Win %,IS Win %,Risk to Reward Ratio,IS Risk to Reward Ratio,Avg P&L $,IS Avg P&L $,Avg P&L %,IS Avg P&L %,AVG Hold Period (days),IS AVG Hold Period (days),Max Consec. Losing Days,IS Max Consec. Losing Days,Max Consec. Winning Days,IS Max Consec. Winning Days,Max Consec. Losing Weeks,IS Max Consec. Losing Weeks,Max Consec. Winning Weeks,IS Max Consec. Winning Weeks,Max Consec. Losing Months,IS Max Consec. Losing Months,Max Consec. Winning Months,IS Max Consec. Winning Months,Win to Loss Ratio,IS Win to Loss Ratio,Total Profitable Trades,IS Total Profitable Trades,Profit Factor,IS Profit Factor,Sharpe Ratio,IS Sharpe Ratio,Losing Days Streak $ Loss,IS Losing Days Streak $ Loss,Losing Days Streak % Loss,IS Losing Days Streak % Loss,Losing Weeks Streak $ Loss,IS Losing Weeks Streak $ Loss,Losing Weeks Streak % Loss,IS Losing Weeks Streak % Loss,Losing Months Streak $ Loss,IS Losing Months Streak $ Loss,Losing Months Streak % Loss,IS Losing Months Streak % Loss,Winning Trades%,IS Winning Trades%,Winning Days%,IS Winning Days%,Winning Weeks%,IS Winning Weeks%,Avg Win Trade $,IS Avg Win Trade $,Avg Losing Trade $,IS Avg Losing Trade $,Winning Months%,IS Winning Months%
KIE,15d RSI KIE LT41 - L KIE,-4.4 %,10.8 %,-2176,5423,20.6 %,5.2 %,-21.2 %,210.2 %,-17.4 %,-1.0 %,7,5,0.6,0.4,71.4 %,100.0 %,0.3,,-311,1041,-0.6 %,2.1 %,4.3,1.6,2,0,5,5,2,0,4,5,1,0,3,3,2.5,,5,5,0.8,,-0.2,8.4,-20837,0,-20.8 %,0.0 %,-20837,0,-20.8 %,0.0 %,-14044,0,-14.0 %,0.0 %,71.4 %,100.0 %,71.4 %,100.0 %,66.7 %,100.0 %,1648,1041,-5209,0,75.0 %,100.0 %
KOLD,4d RSI KOLD LT15 - L KOLD,9.5 %,20.4 %,4731,10192,33.3 %,9.9 %,28.4 %,205.5 %,0.0 %,-12.2 %,2,7,0.2,0.6,100.0 %,85.7 %,,0.6,2365,1397,4.7 %,2.8 %,1,2.6,0,1,2,3,0,1,2,3,0,1,1,3,,6,2,6,,3.5,5,1.6,0,-3859,0.0 %,-7.7 %,0,-3859,0.0 %,-7.7 %,0,-1259,0.0 %,-2.5 %,100.0 %,85.7 %,100.0 %,85.7 %,100.0 %,85.7 %,2365,2274,0,-3859,100.0 %,83.3 %
KORU,20d RSI KORU LT30 - L KORU,27.5 %,22.3 %,13749,11161,88.9 %,6.0 %,30.9 %,375.0 %,-24.4 %,-6.4 %,3,5,0.2,0.4,66.7 %,100.0 %,1,,4583,2062,9.2 %,4.1 %,1.7,2,1,0,1,5,1,0,1,4,0,0,1,2,2,,2,5,1.9,,0.6,5.6,-29623,0,-29.6 %,0.0 %,-29623,0,-29.6 %,0.0 %,0,0,0.0 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,14280,2062,-14812,0,100.0 %,100.0 %
KRE,21d RSI KRE LT39 - L KRE,-7.0 %,13.2 %,-3499,6591,21.5 %,5.2 %,-32.5 %,255.5 %,-24.8 %,-1.0 %,8,5,0.7,0.4,62.5 %,100.0 %,0.5,,-437,1256,-0.9 %,2.5 %,3.6,1.6,2,0,3,5,2,0,2,5,2,0,1,4,1.7,,5,5,0.8,,-0.3,6.3,-25167,0,-25.2 %,0.0 %,-25167,0,-25.2 %,0.0 %,-11640,0,-11.6 %,0.0 %,62.5 %,100.0 %,62.5 %,100.0 %,57.1 %,100.0 %,2221,1256,-4868,0,50.0 %,100.0 %
KSA,11d RSI KSA LT27 - L KSA,-6.4 %,6.4 %,-3193,3201,10.5 %,6.8 %,-60.7 %,94.9 %,-7.4 %,-1.5 %,4,6,0.3,0.5,25.0 %,83.3 %,0.4,2.1,-798,522,-1.6 %,1.0 %,3.8,1.8,3,1,1,5,3,1,1,5,2,1,1,3,0.3,5,1,5,0.1,10.6,-1.2,2.5,-7463,-328,-7.5 %,-0.7 %,-7463,-328,-7.5 %,-0.7 %,-7463,-328,-7.5 %,-0.7 %,25.0 %,83.3 %,25.0 %,83.3 %,25.0 %,83.3 %,538,692,-1244,-328,33.3 %,75.0 %
KWEB,15d RSI KWEB LT31 - L KWEB,10.1 %,11.8 %,5052,5892,100.0 %,7.5 %,10.1 %,156.3 %,0.0 %,-2.5 %,1,5,0.1,0.4,100.0 %,100.0 %,,,5052,1130,10.1 %,2.3 %,6,2.8,0,0,1,5,0,0,1,4,0,0,1,3,,,1,5,,,0,4,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,5052,1130,0,0,100.0 %,100.0 %
LABD,19d RSI LABD LT27 - L LABD,-2.1 %,7.3 %,-1037,3631,100.0 %,6.8 %,-2.1 %,107.7 %,0.0 %,-11.2 %,1,3,0.1,0.2,0.0 %,66.7 %,0,1.5,-1037,1241,-2.1 %,2.5 %,9,4.7,1,1,0,1,1,1,0,1,1,0,0,1,0,2,0,2,0,2.9,0,0.9,-2074,-1940,-2.1 %,-3.9 %,-2074,-1940,-2.1 %,-3.9 %,-2074,0,-2.1 %,0.0 %,0.0 %,66.7 %,0.0 %,66.7 %,0.0 %,66.7 %,0,2832,-1037,-1940,0.0 %,100.0 %
LEMB,12d RSI LEMB LT27 - L LEMB,-10.5 %,2.2 %,-5265,1113,78.9 %,5.6 %,-13.3 %,40.1 %,-13.7 %,-0.3 %,3,4,0.2,0.3,66.7 %,100.0 %,0.1,,-1755,276,-3.5 %,0.6 %,4,2.5,1,0,1,4,1,0,1,4,1,0,0,2,2,,2,4,0.2,,-0.8,3.6,-13699,0,-13.7 %,0.0 %,-13699,0,-13.7 %,0.0 %,-10530,0,-10.5 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,792,276,-6850,0,0.0 %,100.0 %
LIT,7d RSI LIT LT19 - L LIT,-7.7 %,5.9 %,-3866,2966,100.0 %,5.2 %,-7.7 %,115.0 %,0.0 %,-1.5 %,1,5,0.1,0.4,0.0 %,80.0 %,0,5.1,-3866,581,-7.7 %,1.2 %,8,1.6,1,1,0,2,1,1,0,2,1,0,0,3,0,4,0,4,0,20.3,0,3.3,-7731,-150,-7.7 %,-0.3 %,-7731,-150,-7.7 %,-0.3 %,-7731,0,-7.7 %,0.0 %,0.0 %,80.0 %,0.0 %,80.0 %,0.0 %,80.0 %,0,764,-3866,-150,0.0 %,100.0 %
LMBS,19d RSI LMBS LT49 - L LMBS,0.2 %,0.9 %,116,439,31.0 %,7.1 %,0.7 %,12.3 %,0.0 %,-0.1 %,6,5,0.5,0.4,83.3 %,100.0 %,0.2,,19,88,0.0 %,0.2 %,9,2.6,1,0,5,5,1,0,5,4,1,0,3,4,5,,5,5,1.2,,0.1,6.4,-1308,0,-1.3 %,0.0 %,-1308,0,-1.3 %,0.0 %,-1308,0,-1.3 %,0.0 %,83.3 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,154,88,-654,0,75.0 %,100.0 %
LQD,20d RSI LQD LT48 - L LQD,0.2 %,1.0 %,76,502,31.4 %,5.2 %,0.5 %,19.5 %,-0.1 %,-0.9 %,12,4,1,0.3,75.0 %,75.0 %,0.3,2.7,6,125,0.0 %,0.2 %,3.4,2.2,1,1,4,3,1,1,3,3,1,1,6,2,3,3,9,3,1,8.2,0,1.9,-10500,-70,-10.5 %,-0.1 %,-5715,-70,-5.7 %,-0.1 %,-5715,-70,-5.7 %,-0.1 %,75.0 %,75.0 %,75.0 %,75.0 %,70.0 %,75.0 %,600,190,-1776,-70,85.7 %,66.7 %
LRGF,15d RSI LRGF LT36 - L LRGF,-7.3 %,10.5 %,-3673,5251,100.0 %,6.8 %,-7.3 %,155.7 %,-6.7 %,-1.5 %,4,5,0.3,0.4,25.0 %,100.0 %,0.5,,-918,1010,-1.8 %,2.0 %,4.2,2.4,3,0,1,5,2,0,1,5,1,0,0,4,0.3,,1,5,0.2,,-1.9,7.3,-8714,0,-8.7 %,0.0 %,-8714,0,-8.7 %,0.0 %,-7347,0,-7.3 %,0.0 %,25.0 %,100.0 %,25.0 %,100.0 %,33.3 %,100.0 %,683,1010,-1452,0,0.0 %,100.0 %
LVHI,6d RSI LVHI LT22 - L LVHI,-2.4 %,1.8 %,-1184,877,11.6 %,5.2 %,-20.4 %,34.0 %,-7.2 %,-1.5 %,6,3,0.5,0.2,66.7 %,66.7 %,0.4,3.6,-197,292,-0.4 %,0.6 %,2.5,3.3,1,1,3,2,2,1,3,2,1,1,2,1,2,2,4,2,0.8,7.2,-0.2,1.5,-7010,-142,-7.0 %,-0.3 %,-9531,-142,-9.5 %,-0.3 %,-4762,-142,-4.8 %,-0.3 %,66.7 %,66.7 %,66.7 %,66.7 %,60.0 %,66.7 %,1222,509,-3035,-142,66.7 %,50.0 %
MBB,11d RSI MBB LT46 - L MBB,0.6 %,1.3 %,308,650,28.4 %,6.3 %,2.2 %,20.5 %,0.0 %,-0.1 %,9,6,0.8,0.5,88.9 %,100.0 %,1.9,,34,108,0.1 %,0.2 %,4.6,1.7,1,0,8,6,1,0,7,6,1,0,5,5,8,,8,6,15.1,,4,5.5,-44,0,-0.0 %,0.0 %,-44,0,-0.0 %,0.0 %,-44,0,-0.0 %,0.0 %,88.9 %,100.0 %,88.9 %,100.0 %,87.5 %,100.0 %,41,108,-22,0,83.3 %,100.0 %
MCHI,20d RSI MCHI LT34 - L MCHI,10.2 %,9.1 %,5124,4528,100.0 %,7.1 %,10.2 %,126.8 %,0.0 %,-1.1 %,2,5,0.2,0.4,100.0 %,100.0 %,,,2562,877,5.1 %,1.8 %,1,2.6,0,0,2,5,0,0,2,4,0,0,1,3,,,2,5,,,45.5,4.2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,2562,877,0,0,100.0 %,100.0 %
MDY,7d RSI MDY LT30 - L MDY,-15.0 %,7.0 %,-7487,3473,20.4 %,7.9 %,-73.4 %,87.5 %,-23.9 %,-1.6 %,9,6,0.8,0.5,66.7 %,83.3 %,0.2,2.9,-832,564,-1.7 %,1.1 %,3.6,2.3,3,1,4,3,3,1,3,3,1,1,2,2,2,5,6,5,0.4,14.4,-0.9,3.6,-24742,-252,-24.7 %,-0.5 %,-24742,-252,-24.7 %,-0.5 %,-24742,-252,-24.7 %,-0.5 %,66.7 %,83.3 %,66.7 %,83.3 %,62.5 %,83.3 %,814,728,-4124,-252,80.0 %,80.0 %
MEAR,21d RSI MEAR LT51 - L MEAR,1.7 %,0.6 %,872,295,47.8 %,13.5 %,3.7 %,4.4 %,-1.4 %,-0.2 %,14,2,1.2,0.2,92.9 %,100.0 %,0.2,,62,147,0.1 %,0.3 %,5.9,16,1,0,11,2,1,0,10,2,1,0,5,2,13,,13,2,2.3,,1,18.2,-1394,0,-1.4 %,0.0 %,-1394,0,-1.4 %,0.0 %,-1394,0,-1.4 %,0.0 %,92.9 %,100.0 %,92.9 %,100.0 %,92.3 %,100.0 %,121,147,-697,0,85.7 %,100.0 %
MGC,17d RSI MGC LT40 - L MGC,0.1 %,12.6 %,26,6289,14.4 %,7.5 %,0.4 %,166.8 %,-4.6 %,-2.4 %,5,6,0.4,0.5,40.0 %,100.0 %,1.5,,5,1000,0.0 %,2.0 %,4.2,2.2,3,0,2,6,2,0,2,6,1,0,1,5,0.7,,2,6,1,,0,4.4,-5469,0,-5.5 %,0.0 %,-5469,0,-5.5 %,0.0 %,-2509,0,-2.5 %,0.0 %,40.0 %,100.0 %,40.0 %,100.0 %,50.0 %,100.0 %,1380,1000,-912,0,50.0 %,100.0 %
MGK,13d RSI MGK LT38 - L MGK,5.4 %,12.3 %,2707,6139,14.4 %,6.3 %,37.7 %,193.4 %,-3.9 %,-2.3 %,6,6,0.5,0.5,50.0 %,100.0 %,2.4,,451,978,0.9 %,2.0 %,3.3,1.7,3,0,2,6,2,0,2,6,0,0,2,5,1,,3,6,2.4,,0.7,4,-3948,0,-3.9 %,0.0 %,-3948,0,-3.9 %,0.0 %,0,0,0.0 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,60.0 %,100.0 %,1561,978,-658,0,100.0 %,100.0 %
MGV,19d RSI MGV LT43 - L MGV,16.1 %,15.7 %,8041,7852,20.3 %,12.3 %,79.2 %,127.7 %,-7.9 %,-2.2 %,12,9,1,0.8,66.7 %,88.9 %,1.1,1.9,670,820,1.3 %,1.6 %,2.3,2.4,3,1,6,6,2,1,5,5,0,1,5,2,2,8,8,8,2.3,15.1,1.3,4.6,-7400,-524,-7.4 %,-1.1 %,-7024,-524,-7.0 %,-1.1 %,0,-524,0.0 %,-1.1 %,66.7 %,88.9 %,66.7 %,88.9 %,75.0 %,87.5 %,1793,988,-1577,-524,100.0 %,80.0 %
MINT,3d RSI MINT LT66 - L MINT,-2.1 %,0.6 %,-1038,283,41.4 %,18.2 %,-5.0 %,3.1 %,-2.7 %,-0.0 %,17,12,1.4,1,88.2 %,100.0 %,0,,-61,24,-0.1 %,0.1 %,4.2,2.8,2,0,14,12,2,0,13,12,1,0,7,8,7.5,,15,12,0.2,,-0.8,10.4,-2724,0,-2.7 %,0.0 %,-2724,0,-2.7 %,0.0 %,-2724,0,-2.7 %,0.0 %,88.2 %,100.0 %,88.2 %,100.0 %,87.5 %,100.0 %,22,24,-681,0,88.9 %,100.0 %
MLN,18d RSI MLN LT43 - L MLN,-10.2 %,1.5 %,-5109,730,19.3 %,6.0 %,-53.0 %,24.5 %,0.0 %,-0.4 %,2,3,0.2,0.2,50.0 %,66.7 %,0.1,,-2555,242,-5.1 %,0.5 %,15.5,4,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,2,0.1,,-1.2,2.4,-11002,0,-11.0 %,0.0 %,-11002,0,-11.0 %,0.0 %,-11002,0,-11.0 %,0.0 %,50.0 %,66.7 %,50.0 %,66.7 %,50.0 %,66.7 %,392,364,-5501,0,50.0 %,66.7 %
MLPA,18d RSI MLPA LT32 - L MLPA,-59.6 %,7.1 %,-29822,3572,19.9 %,8.7 %,-300.1 %,81.8 %,-59.5 %,-2.0 %,5,5,0.4,0.4,40.0 %,80.0 %,0.1,11.7,-5964,698,-11.9 %,1.4 %,5.2,3.4,3,1,2,2,3,1,2,2,1,0,1,3,0.7,4,2,4,0.1,46.7,-1.3,2.5,-63013,-76,-63.0 %,-0.1 %,-63013,-76,-63.0 %,-0.1 %,-61387,0,-61.4 %,0.0 %,40.0 %,80.0 %,40.0 %,80.0 %,40.0 %,75.0 %,843,892,-10502,-76,50.0 %,100.0 %
MLPX,21d RSI MLPX LT36 - L MLPX,-15.5 %,7.9 %,-7754,3952,21.9 %,7.5 %,-70.9 %,104.8 %,-39.6 %,-2.5 %,8,6,0.7,0.5,62.5 %,100.0 %,0.4,,-969,640,-1.9 %,1.3 %,3.4,2.2,3,0,5,6,3,0,4,5,1,0,3,3,1.7,,5,6,0.6,,-0.4,3.8,-41737,0,-41.7 %,0.0 %,-41737,0,-41.7 %,0.0 %,-27952,0,-28.0 %,0.0 %,62.5 %,100.0 %,62.5 %,100.0 %,57.1 %,100.0 %,2623,640,-6956,0,75.0 %,100.0 %
MMIT,21d RSI MMIT LT46 - L MMIT,1.1 %,0.9 %,543,468,24.0 %,5.6 %,4.5 %,16.9 %,-3.5 %,-0.2 %,8,4,0.7,0.3,62.5 %,100.0 %,0.8,,68,117,0.1 %,0.2 %,4,2.5,2,0,3,4,2,0,2,3,1,0,3,3,1.7,,5,4,1.3,,0.2,5.4,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,-553,0,-0.6 %,0.0 %,62.5 %,100.0 %,62.5 %,100.0 %,57.1 %,100.0 %,459,117,-584,0,75.0 %,100.0 %
MOAT,4d RSI MOAT LT17 - L MOAT,12.0 %,9.8 %,6008,4882,10.4 %,9.5 %,115.0 %,102.5 %,-3.9 %,-2.0 %,7,6,0.6,0.5,85.7 %,100.0 %,0.7,,858,783,1.7 %,1.6 %,2,3,1,0,5,6,1,0,3,5,0,0,4,6,6,,6,6,4.1,,1.4,6.1,-3929,0,-3.9 %,0.0 %,-3929,0,-3.9 %,0.0 %,0,0,0.0 %,0.0 %,85.7 %,100.0 %,85.7 %,100.0 %,80.0 %,100.0 %,1329,783,-1965,0,100.0 %,100.0 %
MOO,10d RSI MOO LT33 - L MOO,-7.2 %,8.2 %,-3616,4118,16.0 %,6.3 %,-45.2 %,129.7 %,-14.9 %,-0.8 %,8,6,0.7,0.5,50.0 %,100.0 %,0.6,,-452,665,-0.9 %,1.3 %,3,1.7,3,0,3,6,2,0,3,6,1,0,1,5,1,,4,6,0.6,,-0.7,5.4,-14749,0,-14.7 %,0.0 %,-14749,0,-14.7 %,0.0 %,-7849,0,-7.8 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,57.1 %,100.0 %,1143,665,-2047,0,50.0 %,100.0 %
MORT,3d RSI MORT LT12 - L MORT,-52.4 %,5.9 %,-26182,2935,13.6 %,6.3 %,-384.0 %,92.4 %,-54.1 %,-1.2 %,3,5,0.2,0.4,33.3 %,100.0 %,0.1,,-8727,574,-17.5 %,1.1 %,6,2.2,2,0,1,5,2,0,1,5,1,0,1,4,0.5,,1,5,0.1,,-1.2,4.4,-55127,0,-55.1 %,0.0 %,-55127,0,-55.1 %,0.0 %,-55127,0,-55.1 %,0.0 %,33.3 %,100.0 %,33.3 %,100.0 %,33.3 %,100.0 %,1381,574,-13782,0,50.0 %,100.0 %
MTUM,15d RSI MTUM LT42 - L MTUM,14.5 %,16.1 %,7264,8066,18.2 %,6.8 %,79.7 %,239.1 %,-6.6 %,-0.8 %,9,7,0.8,0.6,55.6 %,100.0 %,2.3,,807,1081,1.6 %,2.2 %,2.7,1.4,3,0,4,7,1,0,4,6,0,0,4,4,1.2,,5,7,2.8,,1.3,9.4,-6814,0,-6.8 %,0.0 %,-4594,0,-4.6 %,0.0 %,0,0,0.0 %,0.0 %,55.6 %,100.0 %,55.6 %,100.0 %,83.3 %,100.0 %,2253,1081,-1000,0,100.0 %,100.0 %
MUB,21d RSI MUB LT50 - L MUB,-0.4 %,0.3 %,-193,150,43.3 %,11.9 %,-0.9 %,2.5 %,-0.4 %,-0.6 %,13,6,1.1,0.5,76.9 %,66.7 %,0.3,0.9,-15,25,-0.0 %,0.1 %,4.6,4,1,1,4,3,1,2,3,3,1,2,4,1,3.3,2,10,4,0.9,1.8,0,0.6,-6927,-150,-6.9 %,-0.3 %,-3498,-98,-3.5 %,-0.2 %,-3498,-98,-3.5 %,-0.2 %,76.9 %,66.7 %,76.9 %,66.7 %,66.7 %,60.0 %,350,84,-1231,-93,71.4 %,33.3 %
MUNI,21d RSI MUNI LT44 - L MUNI,-6.6 %,0.7 %,-3312,367,14.1 %,6.8 %,-47.0 %,10.9 %,0.0 %,-0.2 %,2,3,0.2,0.2,50.0 %,100.0 %,0,,-1656,122,-3.3 %,0.2 %,10.5,4.7,1,0,1,3,1,0,1,3,1,0,1,3,1,,1,3,0,,-1.4,3.5,-6708,0,-6.7 %,0.0 %,-6708,0,-6.7 %,0.0 %,-6708,0,-6.7 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,41,122,-3354,0,50.0 %,100.0 %
NAIL,3d RSI NAIL LT13 - L NAIL,-41.0 %,39.6 %,-20509,19824,14.3 %,5.2 %,-287.1 %,768.6 %,-69.8 %,-3.4 %,6,5,0.5,0.4,50.0 %,100.0 %,0.5,,-3418,3461,-6.8 %,6.9 %,3.8,1.6,2,0,2,5,2,0,2,5,1,0,2,5,1,,3,5,0.5,,-0.6,8.4,-74009,0,-74.0 %,0.0 %,-74009,0,-74.0 %,0.0 %,-74009,0,-74.0 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,7174,3461,-14010,0,60.0 %,100.0 %
NEAR,12d RSI NEAR LT69 - L NEAR,-1.4 %,0.5 %,-723,232,53.0 %,9.9 %,-2.7 %,4.7 %,0.0 %,-0.0 %,12,7,1,0.6,91.7 %,100.0 %,0.1,,-60,33,-0.1 %,0.1 %,7,2.6,1,0,11,7,1,0,9,6,1,0,4,4,11,,11,7,0.7,,-0.3,6.3,-4724,0,-4.7 %,0.0 %,-4724,0,-4.7 %,0.0 %,-3975,0,-4.0 %,0.0 %,91.7 %,100.0 %,91.7 %,100.0 %,90.0 %,100.0 %,149,33,-2362,0,80.0 %,100.0 %
NLR,5d RSI NLR LT19 - L NLR,-5.1 %,4.2 %,-2540,2107,11.1 %,5.2 %,-45.7 %,81.7 %,-2.3 %,-0.4 %,5,5,0.4,0.4,40.0 %,80.0 %,0.4,,-508,415,-1.0 %,0.8 %,3,1.6,2,1,1,2,2,1,1,2,1,1,1,2,0.7,4,2,4,0.2,,-1.1,3.7,-6572,0,-6.6 %,0.0 %,-6572,0,-6.6 %,0.0 %,-6572,0,-6.6 %,0.0 %,40.0 %,80.0 %,40.0 %,80.0 %,40.0 %,80.0 %,405,519,-1117,0,50.0 %,75.0 %
NOBL,21d RSI NOBL LT45 - L NOBL,17.6 %,12.3 %,8792,6128,21.3 %,8.7 %,82.5 %,140.4 %,-7.2 %,-1.8 %,13,8,1.1,0.7,61.5 %,87.5 %,1.3,47.4,676,729,1.4 %,1.5 %,2.2,1.8,2,1,3,5,2,1,6,4,0,0,5,5,1.6,7,8,7,2,332,1.2,5.8,-6193,-18,-6.2 %,-0.0 %,-7365,-18,-7.4 %,-0.0 %,0,0,0.0 %,0.0 %,61.5 %,87.5 %,61.5 %,87.5 %,77.8 %,85.7 %,2183,836,-1734,-18,100.0 %,100.0 %
NUGT,20d RSI NUGT LT38 - L NUGT,5.1 %,16.4 %,2556,8179,14.7 %,5.2 %,34.7 %,317.1 %,-24.2 %,-5.6 %,8,4,0.7,0.3,62.5 %,100.0 %,0.7,,320,1947,0.6 %,3.9 %,2.6,2.2,1,0,2,4,1,0,2,3,1,0,2,2,1.7,,5,4,1.1,,0.1,3,-27382,0,-27.4 %,0.0 %,-27382,0,-27.4 %,0.0 %,-5266,0,-5.3 %,0.0 %,62.5 %,100.0 %,62.5 %,100.0 %,62.5 %,100.0 %,5111,1947,-7666,0,75.0 %,100.0 %
NULG,8d RSI NULG LT31 - L NULG,-1.4 %,13.1 %,-676,6527,13.3 %,5.2 %,-10.2 %,253.1 %,-9.7 %,-1.3 %,5,6,0.4,0.5,60.0 %,100.0 %,0.6,,-135,1035,-0.3 %,2.1 %,3.8,1.2,1,0,2,6,1,0,2,6,1,0,2,5,1.5,,3,6,0.9,,-0.1,5.5,-10070,0,-10.1 %,0.0 %,-10070,0,-10.1 %,0.0 %,-6561,0,-6.6 %,0.0 %,60.0 %,100.0 %,60.0 %,100.0 %,60.0 %,100.0 %,1655,1035,-2821,0,66.7 %,100.0 %
NULV,18d RSI NULV LT41 - L NULV,8.7 %,9.7 %,4349,4869,18.8 %,8.3 %,46.3 %,116.8 %,-9.9 %,-1.8 %,10,7,0.8,0.6,70.0 %,85.7 %,0.7,3.1,435,671,0.9 %,1.3 %,2.7,2,2,1,5,4,2,1,4,3,1,1,3,2,2.3,6,7,6,1.6,18.7,0.7,3.2,-8075,-265,-8.1 %,-0.5 %,-10094,-265,-10.1 %,-0.5 %,-1117,-265,-1.1 %,-0.5 %,70.0 %,85.7 %,70.0 %,85.7 %,71.4 %,83.3 %,1606,827,-2297,-265,80.0 %,75.0 %
NUSC,8d RSI NUSC LT30 - L NUSC,-31.2 %,10.9 %,-15596,5467,65.8 %,6.0 %,-47.4 %,183.7 %,-32.8 %,-1.2 %,3,6,0.2,0.5,33.3 %,100.0 %,0.1,,-5199,875,-10.4 %,1.8 %,7.3,1.5,2,0,1,6,2,0,1,6,1,0,1,6,0.5,,1,6,0.1,,-1.4,4.1,-33641,0,-33.6 %,0.0 %,-33641,0,-33.6 %,0.0 %,-33641,0,-33.6 %,0.0 %,33.3 %,100.0 %,33.3 %,100.0 %,33.3 %,100.0 %,1224,875,-8410,0,50.0 %,100.0 %
NYF,18d RSI NYF LT39 - L NYF,-7.8 %,0.7 %,-3920,369,14.2 %,5.6 %,-55.2 %,13.3 %,-0.3 %,-0.2 %,4,3,0.3,0.2,50.0 %,100.0 %,0,,-980,123,-2.0 %,0.2 %,4.8,3.7,2,0,2,3,2,0,1,3,2,0,0,3,1,,2,3,0,,-1.2,5.9,-8079,0,-8.1 %,0.0 %,-7979,0,-8.0 %,0.0 %,-7839,0,-7.8 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,33.3 %,100.0 %,60,123,-2020,0,0.0 %,100.0 %
OEF,5d RSI OEF LT18 - L OEF,-1.4 %,9.1 %,-675,4547,6.0 %,5.2 %,-22.4 %,176.3 %,0.0 %,-2.1 %,2,4,0.2,0.3,50.0 %,100.0 %,0.6,,-338,1101,-0.7 %,2.2 %,4.5,2.2,1,0,1,4,1,0,1,4,1,0,1,4,1,,1,4,0.6,,-0.3,6,-3525,0,-3.5 %,0.0 %,-3525,0,-3.5 %,0.0 %,-3525,0,-3.5 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,1087,1101,-1762,0,50.0 %,100.0 %
OIH,5d RSI OIH LT11 - L OIH,-44.6 %,8.8 %,-22305,4402,11.9 %,6.3 %,-376.0 %,138.7 %,-45.9 %,-4.6 %,4,5,0.3,0.4,25.0 %,60.0 %,0.2,8.3,-5576,859,-11.2 %,1.7 %,4.2,2.2,3,1,1,2,3,1,1,2,2,1,1,1,0.3,1.5,1,3,0.1,12.5,-1.3,2.1,-48507,-226,-48.5 %,-0.5 %,-48507,-226,-48.5 %,-0.5 %,-48507,-226,-48.5 %,-0.5 %,25.0 %,60.0 %,25.0 %,60.0 %,25.0 %,60.0 %,1949,1557,-8084,-187,33.3 %,50.0 %
OILK,5d RSI OILK LT17 - L OILK,-5.0 %,2.3 %,-2515,1166,23.7 %,5.2 %,-21.2 %,45.2 %,-26.2 %,-4.5 %,9,4,0.8,0.3,44.4 %,75.0 %,1.1,4.3,-279,290,-0.6 %,0.6 %,3.4,2.2,2,1,2,2,2,1,2,2,3,0,1,3,0.8,3,4,3,0.9,13,-0.2,1.6,-8359,-96,-8.4 %,-0.2 %,-8359,-96,-8.4 %,-0.2 %,-17876,0,-17.9 %,0.0 %,44.4 %,75.0 %,44.4 %,75.0 %,44.4 %,75.0 %,3872,419,-3601,-96,20.0 %,100.0 %
ONEQ,16d RSI ONEQ LT38 - L ONEQ,1.9 %,8.1 %,926,4071,100.0 %,5.2 %,1.9 %,157.8 %,-5.0 %,-3.7 %,4,4,0.3,0.3,25.0 %,75.0 %,4.1,12.7,232,994,0.5 %,2.0 %,4.2,2.2,3,1,1,2,2,1,1,2,0,1,1,2,0.3,3,1,3,1.4,38,0.2,2.6,-5210,-108,-5.2 %,-0.2 %,-5210,-108,-5.2 %,-0.2 %,0,-108,0.0 %,-0.2 %,25.0 %,75.0 %,25.0 %,75.0 %,33.3 %,75.0 %,3531,1361,-868,-108,100.0 %,75.0 %
