,,"Purpose of This Spreadsheet is to Outline the Methodology of System 30
Branches Traded in 2024 OOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDN,12d RSI FDN LT37 - L FDN,5.9 %,12.4 %,2934,6261,26.5 %,10.0 %,22.1 %,125.2 %,-1.4 %,-2.6 %,5,7,0.4,0.6,80.0 %,100.0 %,1.3,,587,847,1.2 %,1.7 %,3.4,2.6,1,0,3,7,0,0,4,7,0,0,4,5,4,,4,7,5,,1.6,3.6,-1453,0,-1.5 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,80.0 %,100.0 %,80.0 %,100.0 %,100.0 %,100.0 %,915,847,-726,0,100.0 %,100.0 %
FDT,6d RSI FDT LT21 - L FDT,3.8 %,1.9 %,1913,951,7.2 %,5.2 %,53.3 %,36.6 %,0.0 %,-2.0 %,3,4,0.2,0.3,100.0 %,50.0 %,,4,638,236,1.3 %,0.5 %,3.3,2.2,0,1,3,1,0,1,3,1,0,1,3,1,,1,3,2,,4,6.8,1.2,0,-192,0.0 %,-0.4 %,0,-192,0.0 %,-0.4 %,0,-192,0.0 %,-0.4 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,638,630,0,-159,100.0 %,50.0 %
FDVV,8d RSI FDVV LT23 - L FDVV,1.0 %,5.7 %,506,2874,100.0 %,6.0 %,1.0 %,95.8 %,0.0 %,-0.9 %,1,5,0.1,0.4,100.0 %,100.0 %,,,506,558,1.0 %,1.1 %,2,2,0,0,1,5,0,0,1,5,0,0,1,4,,,1,5,,,0,7.8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,506,558,0,0,100.0 %,100.0 %
FEMB,7d RSI FEMB LT21 - L FEMB,2.6 %,3.9 %,1286,1946,11.2 %,5.2 %,23.0 %,74.8 %,-0.3 %,-2.1 %,4,3,0.3,0.2,75.0 %,100.0 %,3.4,,322,637,0.6 %,1.3 %,4,3.3,1,0,2,3,1,0,2,3,1,0,2,3,3,,3,3,10.3,,2.2,3.2,-277,0,-0.3 %,0.0 %,-277,0,-0.3 %,0.0 %,-277,0,-0.3 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,475,637,-139,0,75.0 %,100.0 %
FENY,21d RSI FENY LT38 - L FENY,1.9 %,7.8 %,928,3924,17.8 %,6.0 %,10.5 %,130.8 %,-2.8 %,-2.7 %,4,4,0.3,0.3,75.0 %,100.0 %,0.6,,232,948,0.5 %,1.9 %,3.5,2.8,1,0,2,4,1,0,2,4,1,0,2,3,3,,3,4,1.7,,0.4,3.9,-2851,0,-2.9 %,0.0 %,-2851,0,-2.9 %,0.0 %,-1527,0,-1.5 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,785,948,-1425,0,66.7 %,100.0 %
FEZ,6d RSI FEZ LT24 - L FEZ,5.3 %,2.2 %,2627,1127,11.6 %,5.2 %,45.2 %,43.3 %,0.0 %,-2.5 %,4,4,0.3,0.3,100.0 %,75.0 %,,1.9,657,279,1.3 %,0.6 %,3.5,2.2,0,1,4,2,0,1,4,2,0,1,4,2,,3,4,3,,5.7,4.2,1.3,0,-240,0.0 %,-0.5 %,0,-240,0.0 %,-0.5 %,0,-240,0.0 %,-0.5 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,657,452,0,-240,100.0 %,75.0 %
FFTY,19d RSI FFTY LT35 - L FFTY,3.8 %,7.7 %,1894,3890,100.0 %,6.8 %,3.8 %,114.4 %,0.0 %,-2.0 %,2,5,0.2,0.4,100.0 %,100.0 %,,,947,750,1.9 %,1.5 %,2,2.4,0,0,2,5,0,0,1,4,0,0,1,4,,,2,5,,,1.7,5.8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,947,750,0,0,100.0 %,100.0 %
FGD,11d RSI FGD LT25 - L FGD,0.8 %,3.0 %,387,1517,100.0 %,5.2 %,0.8 %,58.3 %,0.0 %,-1.0 %,1,4,0.1,0.3,100.0 %,100.0 %,,,387,372,0.8 %,0.7 %,3,2.2,0,0,1,4,0,0,1,4,0,0,1,3,,,1,4,,,0,4.4,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,387,372,0,0,100.0 %,100.0 %
FHLC,7d RSI FHLC LT20 - L FHLC,-0.3 %,7.0 %,-132,3518,10.0 %,5.6 %,-2.6 %,125.6 %,-2.1 %,-1.4 %,4,4,0.3,0.3,75.0 %,100.0 %,0.3,,-33,852,-0.1 %,1.7 %,3.5,2.5,1,0,3,4,1,0,3,4,1,0,2,3,3,,3,4,0.9,,-0.1,4.7,-2179,0,-2.2 %,0.0 %,-2179,0,-2.2 %,0.0 %,-2179,0,-2.2 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,319,852,-1089,0,66.7 %,100.0 %
FIDU,7d RSI FIDU LT26 - L FIDU,0.5 %,6.8 %,257,3435,10.0 %,8.8 %,5.1 %,78.1 %,-3.1 %,-1.5 %,3,6,0.2,0.5,66.7 %,100.0 %,0.6,,86,553,0.2 %,1.1 %,5,2.7,1,0,2,6,1,0,2,6,1,0,2,5,2,,2,6,1.2,,0.1,4.5,-3192,0,-3.2 %,0.0 %,-3192,0,-3.2 %,0.0 %,-3192,0,-3.2 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,927,553,-1596,0,66.7 %,100.0 %
FIXD,3d RSI FIXD LT10 - L FIXD,0.9 %,2.0 %,458,1021,12.0 %,8.4 %,7.6 %,24.3 %,-0.7 %,-1.2 %,6,6,0.5,0.5,83.3 %,83.3 %,0.4,4.1,76,168,0.2 %,0.3 %,3,2.5,1,1,5,4,1,1,5,4,1,1,4,4,5,5,5,5,2.2,20.7,0.9,2.6,-757,-51,-0.8 %,-0.1 %,-757,-51,-0.8 %,-0.1 %,-757,-51,-0.8 %,-0.1 %,83.3 %,83.3 %,83.3 %,83.3 %,83.3 %,83.3 %,167,211,-379,-51,80.0 %,83.3 %
FLBR,10d RSI FLBR LT29 - L FLBR,15.4 %,5.2 %,7681,2619,14.6 %,5.2 %,105.3 %,100.7 %,-0.4 %,-2.6 %,9,3,0.8,0.2,77.8 %,100.0 %,11.7,,853,856,1.7 %,1.7 %,2.8,3.3,2,0,5,3,2,0,5,3,0,0,6,3,3.5,,7,3,40.9,,3.8,2.3,-385,0,-0.4 %,0.0 %,-385,0,-0.4 %,0.0 %,0,0,0.0 %,0.0 %,77.8 %,100.0 %,77.8 %,100.0 %,77.8 %,100.0 %,1125,856,-96,0,100.0 %,100.0 %
FLCH,11d RSI FLCH LT31 - L FLCH,4.4 %,15.6 %,2185,7846,5.9 %,6.4 %,74.3 %,245.2 %,0.0 %,-1.0 %,3,7,0.2,0.6,100.0 %,100.0 %,,,728,1046,1.5 %,2.1 %,1.3,1.3,0,0,3,7,0,0,3,6,0,0,2,6,,,3,7,,,2,5.9,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,728,1046,0,0,100.0 %,100.0 %
FLCO,4d RSI FLCO LT13 - L FLCO,1.2 %,1.2 %,606,613,9.3 %,6.0 %,13.0 %,20.4 %,-0.1 %,-1.2 %,3,4,0.2,0.3,66.7 %,75.0 %,6.6,7.8,202,151,0.4 %,0.3 %,2.7,2.8,1,1,2,3,1,1,2,3,1,1,2,3,2,3,2,3,13.1,23.4,1.8,2.9,-100,-27,-0.1 %,-0.1 %,-100,-27,-0.1 %,-0.1 %,-100,-27,-0.1 %,-0.1 %,66.7 %,75.0 %,66.7 %,75.0 %,66.7 %,75.0 %,328,211,-50,-27,66.7 %,75.0 %
FLGB,11d RSI FLGB LT30 - L FLGB,1.2 %,3.6 %,598,1817,100.0 %,5.2 %,1.2 %,69.9 %,0.0 %,-1.2 %,1,5,0.1,0.4,100.0 %,100.0 %,,,598,356,1.2 %,0.7 %,3,1.6,0,0,1,5,0,0,1,4,0,0,1,3,,,1,5,,,0,3.6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,598,356,0,0,100.0 %,100.0 %
FLJP,16d RSI FLJP LT35 - L FLJP,2.7 %,1.2 %,1328,609,5.2 %,5.2 %,51.2 %,23.4 %,0.0 %,-1.8 %,3,3,0.2,0.2,100.0 %,66.7 %,,2.2,443,201,0.9 %,0.4 %,1.3,3.3,0,1,3,2,0,1,3,2,0,0,3,2,,2,3,2,,4.4,8.5,1.3,0,-176,0.0 %,-0.3 %,0,-176,0.0 %,-0.3 %,0,0,0.0 %,0.0 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,443,390,0,-176,100.0 %,100.0 %
FLKR,20d RSI FLKR LT34 - L FLKR,8.3 %,7.7 %,4169,3879,9.8 %,5.2 %,85.2 %,149.2 %,0.0 %,-1.1 %,3,5,0.2,0.4,100.0 %,100.0 %,,,1390,748,2.8 %,1.5 %,2,1.6,0,0,3,5,0,0,3,4,0,0,3,3,,,3,5,,,3.8,6.5,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1390,748,0,0,100.0 %,100.0 %
FLOT,4d RSI FLOT LT65 - L FLOT,0.7 %,5.2 %,360,2618,13.9 %,33.2 %,5.2 %,15.8 %,0.0 %,-1.9 %,8,18,0.7,1.5,100.0 %,100.0 %,,,45,141,0.1 %,0.3 %,2,3.6,0,0,8,18,0,0,7,17,0,0,6,10,,,8,18,,,8.3,6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,45,141,0,0,100.0 %,100.0 %
FLQM,15d RSI FLQM LT34 - L FLQM,2.5 %,5.9 %,1237,2967,5.0 %,9.6 %,49.5 %,61.8 %,0.0 %,-1.3 %,2,6,0.2,0.5,100.0 %,100.0 %,,,619,479,1.2 %,1.0 %,3.5,3,0,0,2,6,0,0,2,5,0,0,2,4,,,2,6,,,7.1,9.1,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,619,479,0,0,100.0 %,100.0 %
FLRN,13d RSI FLRN LT70 - L FLRN,1.0 %,6.7 %,508,3350,39.3 %,44.8 %,2.6 %,15.0 %,0.0 %,-2.0 %,8,20,0.7,1.7,100.0 %,100.0 %,,,63,161,0.1 %,0.3 %,2,4.6,0,0,8,20,0,0,6,19,0,0,2,8,,,8,20,,,8.4,8.2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,63,161,0,0,100.0 %,100.0 %
FLTR,19d RSI FLTR LT70 - L FLTR,0.8 %,6.3 %,384,3183,96.6 %,37.2 %,0.8 %,17.1 %,0.0 %,-2.5 %,6,16,0.5,1.3,83.3 %,100.0 %,3.8,,64,192,0.1 %,0.4 %,3.7,4.8,1,0,5,16,1,0,3,13,0,0,2,7,5,,5,16,18.9,,3.5,5.6,-43,0,-0.0 %,0.0 %,-43,0,-0.0 %,0.0 %,0,0,0.0 %,0.0 %,83.3 %,100.0 %,83.3 %,100.0 %,75.0 %,100.0 %,81,192,-21,0,100.0 %,100.0 %
FLTW,20d RSI FLTW LT40 - L FLTW,4.0 %,8.1 %,2001,4101,11.5 %,8.0 %,34.7 %,102.5 %,-3.9 %,-0.7 %,4,7,0.3,0.6,75.0 %,100.0 %,0.7,,500,562,1.0 %,1.1 %,2,1.9,1,0,2,7,1,0,1,5,1,0,1,5,3,,3,7,2,,0.7,7.5,-3931,0,-3.9 %,0.0 %,-631,0,-0.6 %,0.0 %,-631,0,-0.6 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,66.7 %,100.0 %,1322,562,-1965,0,66.7 %,100.0 %
FMB,16d RSI FMB LT35 - L FMB,1.7 %,1.4 %,866,685,14.3 %,16.8 %,12.1 %,8.2 %,0.0 %,-1.2 %,4,10,0.3,0.8,75.0 %,60.0 %,,1.4,217,68,0.4 %,0.1 %,5.5,3.2,1,1,2,2,1,1,2,2,1,1,2,3,3,1.5,3,6,,2.1,3.1,1,0,-431,0.0 %,-0.9 %,0,-431,0.0 %,-0.9 %,0,-131,0.0 %,-0.3 %,75.0 %,60.0 %,75.0 %,60.0 %,75.0 %,55.6 %,289,220,0,-160,75.0 %,83.3 %
FMHI,17d RSI FMHI LT36 - L FMHI,2.1 %,1.2 %,1055,597,28.6 %,14.4 %,7.4 %,8.3 %,0.0 %,-2.1 %,3,8,0.2,0.7,100.0 %,75.0 %,,0.6,352,75,0.7 %,0.1 %,3.3,3.5,0,1,3,3,0,1,3,2,0,1,3,3,,3,3,6,,1.8,3.6,0.7,0,-696,0.0 %,-1.4 %,0,-201,0.0 %,-0.4 %,0,-114,0.0 %,-0.2 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,71.4 %,352,218,0,-354,100.0 %,80.0 %
FNCL,12d RSI FNCL LT33 - L FNCL,4.6 %,9.8 %,2276,4931,5.5 %,13.2 %,82.9 %,74.7 %,0.0 %,-7.7 %,2,9,0.2,0.8,100.0 %,77.8 %,,0.9,1138,534,2.3 %,1.1 %,4,2.7,0,1,2,6,0,1,2,5,0,0,2,5,,3.5,2,7,,3.1,3.4,1.4,0,-2163,0.0 %,-4.3 %,0,-1165,0.0 %,-2.3 %,0,0,0.0 %,0.0 %,100.0 %,77.8 %,100.0 %,77.8 %,100.0 %,75.0 %,1138,1015,0,-1150,100.0 %,100.0 %
FNDA,15d RSI FNDA LT33 - L FNDA,1.2 %,8.2 %,582,4135,100.0 %,7.6 %,1.2 %,108.8 %,0.0 %,-3.5 %,1,5,0.1,0.4,100.0 %,100.0 %,,,582,796,1.2 %,1.6 %,4,2.8,0,0,1,5,0,0,1,5,0,0,1,3,,,1,5,,,0,4.7,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,582,796,0,0,100.0 %,100.0 %
FNDB,4d RSI FNDB LT14 - L FNDB,-0.5 %,4.1 %,-250,2067,8.2 %,9.6 %,-6.1 %,43.1 %,-1.1 %,-2.5 %,3,6,0.2,0.5,33.3 %,66.7 %,1.3,5.6,-83,337,-0.2 %,0.7 %,4,3,1,2,1,2,1,2,1,2,1,2,1,2,0.5,2,1,4,0.7,11.3,-0.3,2.2,-1073,-197,-1.1 %,-0.4 %,-1073,-197,-1.1 %,-0.4 %,-1073,-197,-1.1 %,-0.4 %,33.3 %,66.7 %,33.3 %,66.7 %,33.3 %,66.7 %,506,556,-378,-99,33.3 %,60.0 %
FNDC,18d RSI FNDC LT39 - L FNDC,6.4 %,3.1 %,3216,1582,16.0 %,14.0 %,40.1 %,22.6 %,0.0 %,-4.5 %,7,8,0.6,0.7,100.0 %,75.0 %,,0.7,459,197,0.9 %,0.4 %,3.1,3.4,0,1,7,4,0,1,6,4,0,1,5,3,,3,7,6,,2,4.1,0.9,0,-1098,0.0 %,-2.2 %,0,-1098,0.0 %,-2.2 %,0,-811,0.0 %,-1.6 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,459,532,0,-806,100.0 %,75.0 %
FNDE,16d RSI FNDE LT36 - L FNDE,1.0 %,3.9 %,522,1963,100.0 %,5.6 %,1.0 %,70.1 %,0.0 %,-0.9 %,1,5,0.1,0.4,100.0 %,100.0 %,,,522,385,1.0 %,0.8 %,2,1.8,0,0,1,5,0,0,1,5,0,0,1,3,,,1,5,,,0,2.8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,522,385,0,0,100.0 %,100.0 %
FNDF,3d RSI FNDF LT11 - L FNDF,1.3 %,2.7 %,638,1353,6.5 %,7.2 %,19.5 %,37.6 %,-1.6 %,-2.0 %,4,6,0.3,0.5,75.0 %,83.3 %,0.6,0.9,159,222,0.3 %,0.4 %,3,2,1,1,3,3,1,1,3,3,1,1,3,2,3,5,3,5,1.8,4.5,0.5,1.8,-1596,-380,-1.6 %,-0.8 %,-1596,-380,-1.6 %,-0.8 %,-1596,-296,-1.6 %,-0.6 %,75.0 %,83.3 %,75.0 %,83.3 %,75.0 %,83.3 %,478,343,-798,-380,75.0 %,75.0 %
FNDX,5d RSI FNDX LT19 - L FNDX,1.6 %,4.2 %,776,2096,10.4 %,9.6 %,14.9 %,43.7 %,-1.6 %,-2.6 %,3,6,0.2,0.5,66.7 %,66.7 %,1,5.8,259,342,0.5 %,0.7 %,5.3,3,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,4,1.9,11.6,0.5,2.2,-1674,-194,-1.7 %,-0.4 %,-1674,-194,-1.7 %,-0.4 %,-1674,-194,-1.7 %,-0.4 %,66.7 %,66.7 %,66.7 %,66.7 %,66.7 %,66.7 %,807,562,-837,-97,66.7 %,60.0 %
FREL,20d RSI FREL LT33 - L FREL,1.4 %,0.2 %,703,83,100.0 %,6.0 %,1.4 %,2.8 %,0.0 %,-5.6 %,1,3,0.1,0.2,100.0 %,66.7 %,,0.5,703,43,1.4 %,0.1 %,4,4,0,1,1,1,0,1,1,1,0,1,1,1,,2,1,2,,1.1,0,0.1,0,-1659,0.0 %,-3.3 %,0,-1659,0.0 %,-3.3 %,0,-1127,0.0 %,-2.2 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,703,894,0,-1659,100.0 %,50.0 %
FSTA,6d RSI FSTA LT12 - L FSTA,0.8 %,0.9 %,404,450,100.0 %,5.2 %,0.8 %,17.3 %,0.0 %,-4.7 %,1,3,0.1,0.2,100.0 %,33.3 %,,4.1,404,151,0.8 %,0.3 %,1,3.3,0,1,1,1,0,1,1,1,0,1,1,1,,0.5,1,1,,2.1,0,0.5,0,-278,0.0 %,-0.6 %,0,-278,0.0 %,-0.6 %,0,-278,0.0 %,-0.6 %,100.0 %,33.3 %,100.0 %,33.3 %,100.0 %,33.3 %,404,876,0,-211,100.0 %,33.3 %
FTCS,4d RSI FTCS LT15 - L FTCS,-2.4 %,7.6 %,-1177,3841,15.8 %,8.4 %,-14.9 %,91.5 %,-2.7 %,-1.9 %,4,7,0.3,0.6,25.0 %,100.0 %,0.5,,-294,528,-0.6 %,1.1 %,6.2,2,2,0,1,7,2,0,1,7,2,0,1,6,0.3,,1,7,0.2,,-1,6.1,-2679,0,-2.7 %,0.0 %,-2679,0,-2.7 %,0.0 %,-2679,0,-2.7 %,0.0 %,25.0 %,100.0 %,25.0 %,100.0 %,25.0 %,100.0 %,219,528,-465,0,25.0 %,100.0 %
FTEC,8d RSI FTEC LT25 - L FTEC,6.8 %,6.4 %,3391,3210,9.9 %,5.6 %,68.7 %,114.6 %,0.0 %,-1.1 %,2,4,0.2,0.3,100.0 %,100.0 %,,,1696,778,3.4 %,1.6 %,3,2.5,0,0,2,4,0,0,2,4,0,0,2,3,,,2,4,,,14.2,6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1696,778,0,0,100.0 %,100.0 %
FTGC,21d RSI FTGC LT37 - L FTGC,1.2 %,6.1 %,612,3054,90.0 %,10.4 %,1.4 %,58.7 %,0.0 %,-1.4 %,2,6,0.2,0.5,100.0 %,100.0 %,,,306,494,0.6 %,1.0 %,3.5,3.3,0,0,2,6,0,0,2,6,0,0,2,5,,,2,6,,,2.5,3.7,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,306,494,0,0,100.0 %,100.0 %
FTHI,12d RSI FTHI LT30 - L FTHI,3.8 %,6.2 %,1899,3122,8.6 %,5.2 %,44.0 %,120.1 %,0.0 %,-0.8 %,2,5,0.2,0.4,100.0 %,100.0 %,,,950,605,1.9 %,1.2 %,2.5,1.6,0,0,2,5,0,0,2,5,0,0,2,4,,,2,5,,,2.6,7.7,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,950,605,0,0,100.0 %,100.0 %
FTLS,7d RSI FTLS LT31 - L FTLS,4.2 %,3.8 %,2122,1934,18.5 %,5.2 %,22.9 %,74.4 %,0.0 %,-1.7 %,5,4,0.4,0.3,100.0 %,100.0 %,,,424,474,0.8 %,0.9 %,3,2.2,0,0,5,4,0,0,5,4,0,0,4,3,,,5,4,,,4,3.3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,424,474,0,0,100.0 %,100.0 %
FTQI,15d RSI FTQI LT37 - L FTQI,6.4 %,4.5 %,3202,2257,17.1 %,5.2 %,37.5 %,86.8 %,0.0 %,-0.8 %,3,4,0.2,0.3,100.0 %,100.0 %,,,1067,551,2.1 %,1.1 %,3.7,2.2,0,0,3,4,0,0,3,4,0,0,3,3,,,3,4,,,2.9,5.8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1067,551,0,0,100.0 %,100.0 %
FTSL,17d RSI FTSL LT52 - L FTSL,1.4 %,3.2 %,675,1628,50.0 %,16.4 %,2.7 %,19.9 %,0.0 %,-0.9 %,4,8,0.3,0.7,100.0 %,100.0 %,,,169,199,0.3 %,0.4 %,4.2,4.1,0,0,4,8,0,0,3,8,0,0,2,5,,,4,8,,,12.5,5.2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,169,199,0,0,100.0 %,100.0 %
FTSM,4d RSI FTSM LT55 - L FTSM,0.7 %,0.6 %,350,292,12.1 %,6.8 %,5.8 %,8.6 %,0.0 %,-0.0 %,8,6,0.7,0.5,100.0 %,100.0 %,,,44,48,0.1 %,0.1 %,2.4,1.8,0,0,8,6,0,0,7,5,0,0,5,3,,,8,6,,,9.6,8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,44,48,0,0,100.0 %,100.0 %
FTXL,5d RSI FTXL LT18 - L FTXL,5.6 %,10.6 %,2812,5344,5.8 %,6.8 %,96.5 %,157.2 %,0.0 %,-2.4 %,2,4,0.2,0.3,100.0 %,100.0 %,,,1406,1276,2.8 %,2.5 %,2,3.2,0,0,2,4,0,0,2,4,0,0,2,4,,,2,4,,,7.9,21.6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1406,1276,0,0,100.0 %,100.0 %
FTXR,10d RSI FTXR LT27 - L FTXR,3.9 %,0.7 %,1958,364,11.5 %,5.2 %,33.9 %,14.0 %,0.0 %,-3.7 %,2,4,0.2,0.3,100.0 %,50.0 %,,1.3,979,95,2.0 %,0.2 %,2,2.2,0,1,2,1,0,1,2,1,0,1,2,1,,1,2,2,,1.3,4,0.3,0,-1016,0.0 %,-2.0 %,0,-1016,0.0 %,-2.0 %,0,-1016,0.0 %,-2.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,979,753,0,-562,100.0 %,50.0 %
FUTY,14d RSI FUTY LT28 - L FUTY,2.0 %,0.0 %,1017,6,100.0 %,6.0 %,2.0 %,0.2 %,0.0 %,-6.9 %,1,3,0.1,0.2,100.0 %,66.7 %,,0.5,1017,12,2.0 %,0.0 %,2,4,0,1,1,2,0,1,1,2,0,1,1,2,,2,1,2,,1,0,0,0,-1364,0.0 %,-2.7 %,0,-1364,0.0 %,-2.7 %,0,-1364,0.0 %,-2.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,1017,699,0,-1364,100.0 %,66.7 %
FV,17d RSI FV LT34 - L FV,6.4 %,11.5 %,3213,5814,8.8 %,8.8 %,73.5 %,132.2 %,0.0 %,-1.8 %,2,6,0.2,0.5,100.0 %,100.0 %,,,1607,922,3.2 %,1.8 %,2.5,2.7,0,0,2,6,0,0,2,5,0,0,2,3,,,2,6,,,7.9,3.8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1607,922,0,0,100.0 %,100.0 %
FVD,10d RSI FVD LT22 - L FVD,1.3 %,0.1 %,652,46,100.0 %,6.8 %,1.3 %,1.3 %,0.0 %,-2.9 %,1,3,0.1,0.2,100.0 %,66.7 %,,0.5,652,19,1.3 %,0.0 %,4,4.7,0,1,1,1,0,1,1,1,0,1,1,1,,2,1,2,,1.1,0,0.1,0,-821,0.0 %,-1.6 %,0,-518,0.0 %,-1.0 %,0,-518,0.0 %,-1.0 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,50.0 %,652,439,0,-821,100.0 %,50.0 %
FXE,8d RSI FXE LT26 - L FXE,1.0 %,2.2 %,508,1116,13.0 %,5.2 %,7.8 %,42.9 %,-0.6 %,-0.8 %,5,6,0.4,0.5,80.0 %,83.3 %,0.7,7.1,102,183,0.2 %,0.4 %,3.2,1.2,1,1,3,4,1,1,3,4,1,1,1,3,4,5,4,5,2.7,35.4,1,3.3,-583,-32,-0.6 %,-0.1 %,-583,-32,-0.6 %,-0.1 %,-461,-32,-0.5 %,-0.1 %,80.0 %,83.3 %,80.0 %,83.3 %,80.0 %,83.3 %,200,226,-292,-32,66.7 %,80.0 %
FXF,18d RSI FXF LT43 - L FXF,5.1 %,2.4 %,2541,1213,44.4 %,16.8 %,11.4 %,14.4 %,-1.3 %,-3.6 %,29,11,2.4,0.9,65.5 %,72.7 %,1.3,0.7,88,111,0.2 %,0.2 %,2.6,2.8,2,3,4,5,2,2,3,4,2,1,5,3,1.9,2.7,19,8,2.5,1.9,2,0.8,-1386,-1394,-1.4 %,-2.8 %,-781,-1358,-0.8 %,-2.7 %,-646,-1358,-0.6 %,-2.7 %,65.5 %,72.7 %,65.5 %,72.7 %,65.0 %,77.8 %,221,326,-165,-465,75.0 %,83.3 %
FXI,18d RSI FXI LT39 - L FXI,6.3 %,28.6 %,3162,14404,9.2 %,16.0 %,69.1 %,180.1 %,-2.2 %,-3.1 %,5,13,0.4,1.1,80.0 %,92.3 %,1,1.5,632,981,1.3 %,2.0 %,1.8,2.1,1,1,3,9,1,1,3,8,0,0,3,8,4,12,4,12,3.8,18,1.6,5,-2227,-749,-2.2 %,-1.5 %,-2227,-98,-2.2 %,-0.2 %,0,0,0.0 %,0.0 %,80.0 %,92.3 %,80.0 %,92.3 %,80.0 %,90.0 %,1069,1125,-1114,-749,100.0 %,100.0 %
