,,"Purpose of This Spreadsheet is to Outline the Methodology of System 30
Branches Traded in 2023 OOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDM,21d RSI DDM LT35 - L DDM,0.6 %,12.1 %,293,6079,38.1 %,5.2 %,1.5 %,234.7 %,0.0 %,-5.3 %,2,4,0.2,0.3,50.0 %,100.0 %,4,,147,1459,0.3 %,2.9 %,3,2.2,1,0,1,4,1,0,1,4,0,0,1,4,1,,1,4,4,,0.8,3,-195,0,-0.2 %,0.0 %,-195,0,-0.2 %,0.0 %,0,0,0.0 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,391,1459,-98,0,100.0 %,100.0 %
DDWM,5d RSI DDWM LT15 - L DDWM,0.5 %,8.4 %,233,4207,14.3 %,9.2 %,3.3 %,91.8 %,0.0 %,-1.8 %,2,6,0.2,0.5,100.0 %,100.0 %,,,117,677,0.2 %,1.4 %,1.5,2.8,0,0,2,6,0,0,2,6,0,0,2,6,,,2,6,,,2.6,3.9,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,117,677,0,0,100.0 %,100.0 %
DES,12d RSI DES LT29 - L DES,1.7 %,5.0 %,869,2538,100.0 %,5.2 %,1.7 %,98.0 %,0.0 %,-2.8 %,2,4,0.2,0.3,50.0 %,75.0 %,2.2,20.3,434,622,0.9 %,1.2 %,3,2.2,1,1,1,2,1,1,1,2,0,0,1,3,1,3,1,3,2.2,60.9,0.5,3.2,-1440,-42,-1.4 %,-0.1 %,-1440,-42,-1.4 %,-0.1 %,0,0,0.0 %,0.0 %,50.0 %,75.0 %,50.0 %,75.0 %,50.0 %,75.0 %,1589,843,-720,-42,100.0 %,100.0 %
DFEN,14d RSI DFEN LT34 - L DFEN,-16.0 %,49.2 %,-8005,24700,100.0 %,10.8 %,-16.0 %,459.2 %,-5.9 %,-10.3 %,2,8,0.2,0.7,0.0 %,87.5 %,0,15.3,-4002,2598,-8.0 %,5.2 %,9,2.4,2,1,0,6,2,1,0,6,2,1,0,3,0,7,0,7,0,107.2,-4.1,3.9,-16010,-196,-16.0 %,-0.4 %,-16010,-196,-16.0 %,-0.4 %,-16010,-196,-16.0 %,-0.4 %,0.0 %,87.5 %,0.0 %,87.5 %,0.0 %,87.5 %,0,2998,-4002,-196,0.0 %,80.0 %
DGRO,8d RSI DGRO LT19 - L DGRO,0.5 %,2.2 %,272,1083,100.0 %,5.2 %,0.5 %,41.8 %,0.0 %,-3.1 %,1,2,0.1,0.2,100.0 %,100.0 %,,,272,537,0.5 %,1.1 %,3,5.5,0,0,1,2,0,0,1,2,0,0,1,2,,,1,2,,,0,2.6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,272,537,0,0,100.0 %,100.0 %
DGRW,14d RSI DGRW LT30 - L DGRW,3.2 %,3.4 %,1621,1726,36.0 %,5.2 %,9.0 %,66.7 %,0.0 %,-3.2 %,3,3,0.2,0.2,100.0 %,66.7 %,,3.5,540,570,1.1 %,1.1 %,2,3.3,0,1,3,2,0,1,3,2,0,1,2,2,,2,3,2,,7,3.9,1.6,0,-287,0.0 %,-0.6 %,0,-287,0.0 %,-0.6 %,0,-287,0.0 %,-0.6 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,540,999,0,-287,100.0 %,66.7 %
DIA,21d RSI DIA LT35 - L DIA,2.8 %,6.0 %,1402,3039,30.0 %,5.2 %,9.3 %,117.3 %,0.0 %,-2.6 %,2,4,0.2,0.3,100.0 %,100.0 %,,,701,742,1.4 %,1.5 %,2,2.2,0,0,2,4,0,0,2,4,0,0,1,4,,,2,4,,,13,3.1,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,701,742,0,0,100.0 %,100.0 %
DIV,9d RSI DIV LT23 - L DIV,-4.2 %,2.2 %,-2078,1105,9.7 %,5.2 %,-42.7 %,42.7 %,0.0 %,-4.3 %,2,4,0.2,0.3,50.0 %,50.0 %,0.1,2.3,-1039,278,-2.1 %,0.6 %,6.5,2.2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,0.1,2.3,-1.1,0.8,-4833,-881,-4.8 %,-1.8 %,-4833,-881,-4.8 %,-1.8 %,-4833,-881,-4.8 %,-1.8 %,50.0 %,50.0 %,50.0 %,50.0 %,50.0 %,50.0 %,339,997,-2417,-441,50.0 %,50.0 %
DIVB,10d RSI DIVB LT26 - L DIVB,0.3 %,6.9 %,160,3483,6.0 %,6.0 %,5.4 %,116.6 %,0.0 %,-3.2 %,2,4,0.2,0.3,50.0 %,100.0 %,4.6,,80,848,0.2 %,1.7 %,3.5,2.8,1,0,1,4,1,0,1,4,1,0,1,4,1,,1,4,4.6,,0.9,3.8,-90,0,-0.1 %,0.0 %,-90,0,-0.1 %,0.0 %,-90,0,-0.1 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,205,848,-45,0,50.0 %,100.0 %
DIVI,11d RSI DIVI LT26 - L DIVI,0.4 %,5.7 %,211,2842,18.9 %,6.4 %,2.2 %,89.2 %,0.0 %,-3.0 %,2,5,0.2,0.4,50.0 %,80.0 %,2.1,3.8,105,557,0.2 %,1.1 %,2.5,2.2,1,1,1,3,1,1,1,3,1,1,1,2,1,4,1,4,2.1,15.1,0.5,2.3,-388,-197,-0.4 %,-0.4 %,-388,-197,-0.4 %,-0.4 %,-388,-105,-0.4 %,-0.2 %,50.0 %,80.0 %,50.0 %,80.0 %,50.0 %,80.0 %,405,745,-194,-197,50.0 %,75.0 %
DIVO,11d RSI DIVO LT25 - L DIVO,0.3 %,4.3 %,150,2162,100.0 %,5.2 %,0.3 %,83.5 %,0.0 %,-2.4 %,1,3,0.1,0.2,100.0 %,100.0 %,,,150,710,0.3 %,1.4 %,3,3.3,0,0,1,3,0,0,1,3,0,0,1,3,,,1,3,,,0,2.6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,150,710,0,0,100.0 %,100.0 %
DLN,6d RSI DLN LT15 - L DLN,0.6 %,5.7 %,296,2842,100.0 %,6.0 %,0.6 %,95.1 %,0.0 %,-3.1 %,1,3,0.1,0.2,100.0 %,100.0 %,,,296,928,0.6 %,1.9 %,3,4,0,0,1,3,0,0,1,3,0,0,1,3,,,1,3,,,0,4.1,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,296,928,0,0,100.0 %,100.0 %
DOG,20d RSI DOG LT35 - L DOG,-1.3 %,3.3 %,-631,1644,19.4 %,5.2 %,-6.5 %,63.5 %,-2.7 %,-1.1 %,3,3,0.2,0.2,66.7 %,100.0 %,0.3,,-210,541,-0.4 %,1.1 %,6,3.3,1,0,2,3,1,0,2,3,1,0,2,3,2,,2,3,0.5,,-0.4,3.3,-2731,0,-2.7 %,0.0 %,-2731,0,-2.7 %,0.0 %,-2731,0,-2.7 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,367,541,-1366,0,66.7 %,100.0 %
DON,15d RSI DON LT34 - L DON,0.8 %,8.1 %,415,4046,11.3 %,5.2 %,7.4 %,156.2 %,-0.1 %,-2.7 %,4,4,0.3,0.3,50.0 %,100.0 %,1.6,,104,981,0.2 %,2.0 %,3.2,2.2,1,0,2,4,1,0,2,3,1,0,2,3,1,,2,4,1.6,,0.4,3.8,-1360,0,-1.4 %,0.0 %,-1360,0,-1.4 %,0.0 %,-79,0,-0.1 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,567,981,-360,0,66.7 %,100.0 %
DPST,17d RSI DPST LT35 - L DPST,-45.6 %,42.8 %,-22801,21459,33.3 %,6.4 %,-136.8 %,673.3 %,-68.2 %,-6.1 %,11,5,0.9,0.4,54.5 %,100.0 %,0.4,,-2073,3710,-4.1 %,7.4 %,4.1,2.2,3,0,3,5,2,0,3,5,3,0,1,3,1.2,,6,5,0.5,,-0.7,5.5,-36269,0,-36.3 %,0.0 %,-35151,0,-35.2 %,0.0 %,-61224,0,-61.2 %,0.0 %,54.5 %,100.0 %,54.5 %,100.0 %,55.6 %,100.0 %,4358,3710,-9789,0,25.0 %,100.0 %
DRIP,18d RSI DRIP LT31 - L DRIP,4.7 %,36.2 %,2366,18178,100.0 %,6.0 %,4.7 %,608.3 %,0.0 %,-6.8 %,1,4,0.1,0.3,100.0 %,100.0 %,,,2366,4037,4.7 %,8.1 %,4,2.8,0,0,1,4,0,0,1,4,0,0,1,3,,,1,4,,,0,5.4,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,2366,4037,0,0,100.0 %,100.0 %
DRN,18d RSI DRN LT28 - L DRN,6.7 %,19.5 %,3365,9783,87.5 %,5.2 %,7.7 %,377.8 %,0.0 %,-11.6 %,2,3,0.2,0.2,100.0 %,100.0 %,,,1683,3131,3.4 %,6.3 %,2.5,3.3,0,0,2,3,0,0,2,3,0,0,2,2,,,2,3,,,2.5,1.9,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1683,3131,0,0,100.0 %,100.0 %
DRV,5d RSI DRV LT21 - L DRV,-14.6 %,40.9 %,-7293,20551,19.0 %,10.8 %,-76.6 %,382.1 %,-22.4 %,-7.1 %,7,7,0.6,0.6,57.1 %,85.7 %,0.4,6.4,-1042,2539,-2.1 %,5.1 %,5.6,2.9,1,1,1,4,1,1,1,4,1,0,1,5,1.3,6,4,6,0.5,38.4,-0.6,4.1,-23553,-475,-23.6 %,-0.9 %,-23553,-475,-23.6 %,-0.9 %,-20358,0,-20.4 %,0.0 %,57.1 %,85.7 %,57.1 %,85.7 %,57.1 %,85.7 %,1964,3041,-5050,-475,50.0 %,100.0 %
DSI,20d RSI DSI LT36 - L DSI,3.6 %,20.6 %,1776,10353,40.0 %,11.9 %,8.9 %,173.2 %,0.0 %,-4.1 %,3,8,0.2,0.7,100.0 %,87.5 %,,4.2,592,1190,1.2 %,2.4 %,2.3,2.8,0,1,3,5,0,1,3,5,0,1,2,4,,7,3,7,,29.4,2.9,4.9,0,-336,0.0 %,-0.7 %,0,-336,0.0 %,-0.7 %,0,-336,0.0 %,-0.7 %,100.0 %,87.5 %,100.0 %,87.5 %,100.0 %,87.5 %,592,1408,0,-336,100.0 %,83.3 %
DUST,4d RSI DUST LT17 - L DUST,5.1 %,15.1 %,2564,7581,21.1 %,6.4 %,24.3 %,237.8 %,-14.6 %,-14.8 %,9,4,0.8,0.3,77.8 %,75.0 %,0.3,1.3,285,1866,0.6 %,3.7 %,4.2,3,1,1,5,2,1,1,5,2,1,1,4,2,3.5,3,7,3,1.2,4,0.2,1.3,-16003,-2529,-16.0 %,-5.1 %,-16003,-2529,-16.0 %,-5.1 %,-16003,-2529,-16.0 %,-5.1 %,77.8 %,75.0 %,77.8 %,75.0 %,77.8 %,75.0 %,2139,3331,-6204,-2529,75.0 %,75.0 %
DVY,21d RSI DVY LT36 - L DVY,8.8 %,3.0 %,4399,1493,17.9 %,5.2 %,49.3 %,57.7 %,-2.1 %,-4.4 %,8,3,0.7,0.2,75.0 %,66.7 %,1.3,1.5,550,500,1.1 %,1.0 %,2.8,3.3,1,1,4,2,1,1,4,1,0,1,4,1,3,2,6,2,3.9,3,1.9,0.9,-2291,-754,-2.3 %,-1.5 %,-2291,-754,-2.3 %,-1.5 %,0,-754,0.0 %,-1.5 %,75.0 %,66.7 %,75.0 %,66.7 %,75.0 %,50.0 %,984,1127,-754,-754,100.0 %,50.0 %
DVYE,5d RSI DVYE LT10 - L DVYE,3.6 %,1.4 %,1791,723,3.2 %,5.6 %,112.8 %,25.9 %,0.0 %,-3.3 %,2,4,0.2,0.3,100.0 %,75.0 %,,1,895,180,1.8 %,0.4 %,1,2.5,0,1,2,3,0,1,2,3,0,1,2,3,,3,2,3,,3,3.2,1,0,-353,0.0 %,-0.7 %,0,-353,0.0 %,-0.7 %,0,-353,0.0 %,-0.7 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,895,358,0,-353,100.0 %,75.0 %
DXD,12d RSI DXD LT30 - L DXD,-9.9 %,10.2 %,-4973,5095,32.4 %,7.2 %,-30.7 %,142.1 %,-10.6 %,-3.0 %,3,4,0.2,0.3,33.3 %,100.0 %,0.3,,-1658,1230,-3.3 %,2.5 %,10.7,3.5,1,0,1,4,1,0,1,4,1,0,1,3,0.5,,1,4,0.2,,-1.1,2.9,-10657,0,-10.7 %,0.0 %,-10657,0,-10.7 %,0.0 %,-10657,0,-10.7 %,0.0 %,33.3 %,100.0 %,33.3 %,100.0 %,33.3 %,100.0 %,890,1230,-2932,0,33.3 %,100.0 %
DXJ,4d RSI DXJ LT12 - L DXJ,1.6 %,8.1 %,809,4054,3.4 %,5.2 %,47.6 %,156.6 %,-0.2 %,-1.1 %,2,5,0.2,0.4,50.0 %,100.0 %,8.6,,404,785,0.8 %,1.6 %,1.5,1.6,1,0,1,5,1,0,1,5,1,0,1,5,1,,1,5,8.6,,1.1,3.6,-213,0,-0.2 %,0.0 %,-213,0,-0.2 %,0.0 %,-213,0,-0.2 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,915,785,-107,0,50.0 %,100.0 %
EBND,13d RSI EBND LT25 - L EBND,0.4 %,6.6 %,206,3323,100.0 %,5.2 %,0.4 %,128.3 %,0.0 %,-0.5 %,2,5,0.2,0.4,50.0 %,100.0 %,8.1,,103,646,0.2 %,1.3 %,4.5,1.6,1,0,1,5,1,0,1,5,1,0,1,4,1,,1,5,8.1,,1.1,4,-58,0,-0.1 %,0.0 %,-58,0,-0.1 %,0.0 %,-58,0,-0.1 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,235,646,-29,0,50.0 %,100.0 %
ECH,12d RSI ECH LT29 - L ECH,1.8 %,23.2 %,885,11666,59.0 %,5.2 %,3.0 %,450.5 %,-1.9 %,-3.4 %,4,5,0.3,0.4,50.0 %,100.0 %,1.9,,221,2145,0.4 %,4.3 %,4.8,1.6,2,0,1,5,2,0,1,4,1,0,1,3,1,,2,5,1.9,,0.6,4.4,-1919,0,-1.9 %,0.0 %,-1919,0,-1.9 %,0.0 %,-1919,0,-1.9 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,922,2145,-480,0,66.7 %,100.0 %
EDC,10d RSI EDC LT25 - L EDC,3.1 %,49.4 %,1547,24813,2.5 %,7.2 %,123.8 %,692.0 %,0.0 %,-10.5 %,2,5,0.2,0.4,100.0 %,80.0 %,,2.4,774,4384,1.5 %,8.8 %,1,2.6,0,1,2,4,0,1,2,4,0,1,2,3,,4,2,4,,9.6,5.9,2.1,0,-2563,0.0 %,-5.1 %,0,-2563,0.0 %,-5.1 %,0,-2563,0.0 %,-5.1 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,80.0 %,774,6121,0,-2563,100.0 %,75.0 %
EDV,6d RSI EDV LT16 - L EDV,1.4 %,1.6 %,690,777,16.7 %,6.4 %,8.3 %,24.4 %,-0.8 %,-4.8 %,2,3,0.2,0.2,50.0 %,33.3 %,2.6,4.3,345,265,0.7 %,0.5 %,3,3.3,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,2.6,2.2,0.6,0.5,-848,-657,-0.8 %,-1.3 %,-848,-657,-0.8 %,-1.3 %,-848,-657,-0.8 %,-1.3 %,50.0 %,33.3 %,50.0 %,33.3 %,50.0 %,33.3 %,1114,1481,-424,-344,50.0 %,33.3 %
EDZ,3d RSI EDZ LT12 - L EDZ,25.0 %,16.8 %,12485,8426,15.9 %,6.0 %,156.9 %,282.0 %,-1.4 %,-3.6 %,9,4,0.8,0.3,77.8 %,100.0 %,2.9,,1387,1980,2.8 %,4.0 %,3.1,2.8,1,0,5,4,1,0,5,4,0,0,7,4,3.5,,7,4,10.3,,3.1,8.4,-1659,0,-1.7 %,0.0 %,-1659,0,-1.7 %,0.0 %,0,0,0.0 %,0.0 %,77.8 %,100.0 %,77.8 %,100.0 %,77.8 %,100.0 %,1976,1980,-675,0,100.0 %,100.0 %
EEM,5d RSI EEM LT11 - L EEM,-0.2 %,3.3 %,-111,1648,100.0 %,5.2 %,-0.2 %,63.6 %,0.0 %,-3.0 %,1,3,0.1,0.2,0.0 %,66.7 %,0,7.2,-111,547,-0.2 %,1.1 %,3,3.3,1,1,0,2,1,1,0,2,1,1,0,2,0,2,0,2,0,14.3,0,1.3,-222,-123,-0.2 %,-0.2 %,-222,-123,-0.2 %,-0.2 %,-222,-123,-0.2 %,-0.2 %,0.0 %,66.7 %,0.0 %,66.7 %,0.0 %,66.7 %,0,881,-111,-123,0.0 %,66.7 %
EEMV,5d RSI EEMV LT14 - L EEMV,2.3 %,9.2 %,1145,4597,6.2 %,10.0 %,36.6 %,92.3 %,0.0 %,-1.5 %,3,7,0.2,0.6,100.0 %,100.0 %,,,382,630,0.8 %,1.3 %,2.3,2.6,0,0,3,7,0,0,3,7,0,0,3,5,,,3,7,,,4.7,6.6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,382,630,0,0,100.0 %,100.0 %
EFA,12d RSI EFA LT28 - L EFA,1.4 %,13.7 %,718,6898,16.7 %,10.4 %,8.6 %,133.2 %,0.0 %,-2.7 %,2,7,0.2,0.6,100.0 %,100.0 %,,,359,934,0.7 %,1.9 %,2,2.7,0,0,2,7,0,0,2,7,0,0,2,6,,,2,7,,,2.9,3.1,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,359,934,0,0,100.0 %,100.0 %
EFAV,6d RSI EFAV LT11 - L EFAV,1.2 %,6.2 %,592,3125,100.0 %,5.6 %,1.2 %,112.1 %,0.0 %,-1.3 %,1,4,0.1,0.3,100.0 %,100.0 %,,,592,761,1.2 %,1.5 %,2,2.5,0,0,1,4,0,0,1,4,0,0,1,3,,,1,4,,,0,16.7,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,592,761,0,0,100.0 %,100.0 %
EFG,18d RSI EFG LT30 - L EFG,-1.0 %,9.6 %,-483,4817,100.0 %,7.2 %,-1.0 %,134.3 %,0.0 %,-4.4 %,1,4,0.1,0.3,0.0 %,75.0 %,0,11.5,-483,1169,-1.0 %,2.3 %,6,3.5,1,1,0,3,1,1,0,3,1,1,0,3,0,3,0,3,0,34.6,0,2.3,-967,-139,-1.0 %,-0.3 %,-967,-139,-1.0 %,-0.3 %,-967,-139,-1.0 %,-0.3 %,0.0 %,75.0 %,0.0 %,75.0 %,0.0 %,75.0 %,0,1605,-483,-139,0.0 %,75.0 %
EIDO,17d RSI EIDO LT35 - L EIDO,-6.6 %,3.5 %,-3315,1738,17.3 %,5.2 %,-38.2 %,67.1 %,-5.4 %,-1.4 %,5,4,0.4,0.3,20.0 %,75.0 %,0.2,4,-663,430,-1.3 %,0.9 %,5,2.2,2,1,1,2,2,0,1,3,3,0,0,2,0.2,3,1,3,0,12.1,-1.8,1.5,-5309,-156,-5.3 %,-0.3 %,-5309,0,-5.3 %,0.0 %,-6630,0,-6.6 %,0.0 %,20.0 %,75.0 %,20.0 %,75.0 %,20.0 %,100.0 %,151,626,-867,-156,0.0 %,100.0 %
EIS,7d RSI EIS LT19 - L EIS,-4.0 %,16.4 %,-1997,8260,100.0 %,8.0 %,-4.0 %,207.3 %,0.0 %,-2.0 %,1,5,0.1,0.4,0.0 %,100.0 %,0,,-1997,1550,-4.0 %,3.1 %,10,3,1,0,0,5,1,0,0,5,1,0,0,5,0,,0,5,0,,0,6.5,-3994,0,-4.0 %,0.0 %,-3994,0,-4.0 %,0.0 %,-3994,0,-4.0 %,0.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0,1550,-1997,0,0.0 %,100.0 %
EMB,7d RSI EMB LT16 - L EMB,-0.2 %,4.8 %,-77,2423,100.0 %,5.6 %,-0.2 %,86.9 %,0.0 %,-1.8 %,1,5,0.1,0.4,0.0 %,80.0 %,0,4.9,-77,477,-0.2 %,0.9 %,5,1.8,1,1,0,4,1,1,0,4,1,1,0,4,0,4,0,4,0,19.4,0,1.9,-154,-129,-0.2 %,-0.3 %,-154,-129,-0.2 %,-0.3 %,-154,-129,-0.2 %,-0.3 %,0.0 %,80.0 %,0.0 %,80.0 %,0.0 %,80.0 %,0,628,-77,-129,0.0 %,80.0 %
EMGF,5d RSI EMGF LT16 - L EMGF,-0.0 %,9.9 %,-3,4965,6.4 %,8.8 %,-0.1 %,113.3 %,-0.9 %,-3.8 %,3,6,0.2,0.5,66.7 %,66.7 %,0.5,1.7,-1,815,-0.0 %,1.6 %,2,2.7,1,1,2,3,1,1,2,3,1,1,2,2,2,2,2,4,1,3.4,0,1.3,-919,-1135,-0.9 %,-2.3 %,-919,-1135,-0.9 %,-2.3 %,-919,-1135,-0.9 %,-2.3 %,66.7 %,66.7 %,66.7 %,66.7 %,66.7 %,66.7 %,228,1724,-459,-1002,66.7 %,60.0 %
EMHY,6d RSI EMHY LT12 - L EMHY,3.0 %,4.2 %,1512,2128,4.8 %,6.4 %,62.4 %,66.8 %,0.0 %,-2.8 %,2,4,0.2,0.3,100.0 %,75.0 %,,,756,524,1.5 %,1.1 %,3,3,0,1,2,3,0,1,2,3,0,1,2,3,,3,2,3,,,3.4,2.2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,756,699,0,0,100.0 %,75.0 %
EMLC,12d RSI EMLC LT24 - L EMLC,0.4 %,4.4 %,199,2216,90.0 %,5.2 %,0.4 %,85.6 %,0.0 %,-1.5 %,2,4,0.2,0.3,50.0 %,75.0 %,,14.9,100,546,0.2 %,1.1 %,3.5,2.2,1,1,1,2,1,1,1,2,1,1,1,2,1,3,1,3,,44.8,1.4,1.9,0,-50,0.0 %,-0.1 %,0,-50,0.0 %,-0.1 %,0,-50,0.0 %,-0.1 %,50.0 %,75.0 %,50.0 %,75.0 %,50.0 %,75.0 %,199,745,0,-50,50.0 %,75.0 %
EMLP,19d RSI EMLP LT37 - L EMLP,4.0 %,8.0 %,1992,4008,6.8 %,6.0 %,59.0 %,134.2 %,0.0 %,-3.5 %,3,5,0.2,0.4,100.0 %,80.0 %,,22.4,664,776,1.3 %,1.6 %,2.3,2,0,1,3,2,0,1,3,2,0,1,2,1,,4,3,4,,89.6,2.2,3.8,0,-44,0.0 %,-0.1 %,0,-44,0.0 %,-0.1 %,0,-44,0.0 %,-0.1 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,75.0 %,664,981,0,-44,100.0 %,66.7 %
EMXC,6d RSI EMXC LT15 - L EMXC,0.4 %,10.9 %,211,5480,100.0 %,6.8 %,0.4 %,161.8 %,0.0 %,-2.7 %,1,5,0.1,0.4,100.0 %,100.0 %,,,211,1050,0.4 %,2.1 %,3,2.4,0,0,1,5,0,0,1,5,0,0,1,5,,,1,5,,,0,4.2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,211,1050,0,0,100.0 %,100.0 %
EPOL,9d RSI EPOL LT21 - L EPOL,2.7 %,13.8 %,1340,6933,23.5 %,6.0 %,11.4 %,232.0 %,0.0 %,-3.1 %,2,5,0.2,0.4,100.0 %,100.0 %,,,670,1317,1.3 %,2.6 %,1,2,0,0,2,5,0,0,2,5,0,0,1,4,,,2,5,,,6.5,3.6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,670,1317,0,0,100.0 %,100.0 %
EPP,9d RSI EPP LT24 - L EPP,-2.0 %,10.8 %,-976,5420,7.7 %,8.0 %,-25.4 %,136.0 %,-1.1 %,-2.3 %,2,7,0.2,0.6,0.0 %,85.7 %,0,58.4,-488,740,-1.0 %,1.5 %,4,1.9,2,1,0,5,2,1,0,5,2,0,0,6,0,6,0,6,0,350.6,-17.1,3.9,-1953,-15,-2.0 %,-0.0 %,-1953,-15,-2.0 %,-0.0 %,-1953,0,-2.0 %,0.0 %,0.0 %,85.7 %,0.0 %,85.7 %,0.0 %,85.7 %,0,866,-488,-15,0.0 %,100.0 %
EQWL,13d RSI EQWL LT29 - L EQWL,1.3 %,6.3 %,665,3155,46.2 %,5.2 %,2.9 %,121.8 %,0.0 %,-2.3 %,2,4,0.2,0.3,50.0 %,100.0 %,2.4,,333,770,0.7 %,1.5 %,5,2.2,1,0,1,4,1,0,1,4,0,0,1,4,1,,1,4,2.4,,0.6,3.3,-947,0,-0.9 %,0.0 %,-947,0,-0.9 %,0.0 %,0,0,0.0 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,1139,770,-474,0,100.0 %,100.0 %
ESGD,5d RSI ESGD LT11 - L ESGD,0.3 %,5.9 %,162,2957,100.0 %,5.2 %,0.3 %,114.2 %,0.0 %,-1.9 %,1,4,0.1,0.3,100.0 %,100.0 %,,,162,721,0.3 %,1.4 %,2,2.2,0,0,1,4,0,0,1,4,0,0,1,3,,,1,4,,,0,5.1,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,162,721,0,0,100.0 %,100.0 %
ESGU,21d RSI ESGU LT36 - L ESGU,2.7 %,14.3 %,1327,7177,35.0 %,9.6 %,7.6 %,150.1 %,0.0 %,-4.0 %,2,7,0.2,0.6,100.0 %,100.0 %,,,664,967,1.3 %,1.9 %,2.5,2.4,0,0,2,7,0,0,2,7,0,0,1,6,,,2,7,,,3.3,4.6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,664,967,0,0,100.0 %,100.0 %
EWA,18d RSI EWA LT33 - L EWA,1.5 %,13.7 %,739,6886,100.0 %,6.4 %,1.5 %,216.0 %,0.0 %,-2.3 %,1,6,0.1,0.5,100.0 %,100.0 %,,,739,1085,1.5 %,2.2 %,4,1.7,0,0,1,6,0,0,1,6,0,0,1,5,,,1,6,,,0,5.9,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,739,1085,0,0,100.0 %,100.0 %
