,,"Purpose of This Spreadsheet is to Outline the Methodology of System 30
Branches Traded in 2022 OOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMB,12d RSI FMB LT20 - L FMB,-9.0 %,0.2 %,-4506,93,43.2 %,7.1 %,-20.8 %,2.6 %,-7.7 %,-0.2 %,7,3,0.6,0.2,14.3 %,66.7 %,0.2,1.7,-644,31,-1.3 %,0.1 %,10.1,5,4,1,1,1,4,1,1,1,4,0,0,2,0.2,2,1,2,0,3.3,-2.5,1,-7209,-40,-7.2 %,-0.1 %,-7209,-40,-7.2 %,-0.1 %,-9012,0,-9.0 %,0.0 %,14.3 %,66.7 %,14.3 %,66.7 %,14.3 %,66.7 %,135,67,-773,-40,0.0 %,100.0 %
FMHI,13d RSI FMHI LT41 - L FMHI,-20.2 %,0.3 %,-10115,176,77.4 %,18.2 %,-26.1 %,1.9 %,-19.1 %,-1.5 %,18,6,1.5,0.5,50.0 %,83.3 %,0.2,0.3,-562,30,-1.1 %,0.1 %,8.1,6.7,2,1,2,4,2,1,2,4,2,1,1,2,1,5,9,5,0.2,1.3,-2.5,0.2,-5471,-571,-5.5 %,-1.1 %,-5471,-571,-5.5 %,-1.1 %,-8072,-571,-8.1 %,-1.1 %,50.0 %,83.3 %,50.0 %,83.3 %,43.8 %,83.3 %,208,150,-1331,-571,37.5 %,75.0 %
FNCL,18d RSI FNCL LT41 - L FNCL,17.8 %,15.2 %,8902,7617,38.9 %,6.3 %,45.7 %,239.9 %,-3.7 %,-2.4 %,18,6,1.5,0.5,72.2 %,100.0 %,1,,495,1196,1.0 %,2.4 %,3,1.7,1,0,3,6,1,0,5,6,1,0,7,4,2.6,,13,6,2.6,,1.8,10.7,-4086,0,-4.1 %,0.0 %,-4086,0,-4.1 %,0.0 %,-1854,0,-1.9 %,0.0 %,72.2 %,100.0 %,72.2 %,100.0 %,76.5 %,100.0 %,1123,1196,-1141,0,88.9 %,100.0 %
FNDA,20d RSI FNDA LT43 - L FNDA,28.3 %,8.9 %,14153,4441,36.8 %,6.0 %,76.8 %,149.2 %,-4.1 %,-3.3 %,23,5,1.9,0.4,87.0 %,100.0 %,0.6,,615,860,1.2 %,1.7 %,2.9,2,1,0,10,5,1,0,9,5,1,0,6,4,6.7,,20,5,3.7,,2.8,4.6,-4927,0,-4.9 %,0.0 %,-4927,0,-4.9 %,0.0 %,-3344,0,-3.3 %,0.0 %,87.0 %,100.0 %,87.0 %,100.0 %,86.4 %,100.0 %,968,860,-1736,0,80.0 %,100.0 %
FNDB,8d RSI FNDB LT30 - L FNDB,7.1 %,8.0 %,3528,3993,17.5 %,5.6 %,40.3 %,143.8 %,-3.2 %,-1.2 %,9,5,0.8,0.4,77.8 %,100.0 %,0.8,,392,775,0.8 %,1.6 %,3.4,1.8,1,0,4,5,1,0,4,5,2,0,4,5,3.5,,7,5,3,,1.5,5.4,-2437,0,-2.4 %,0.0 %,-2437,0,-2.4 %,0.0 %,-3396,0,-3.4 %,0.0 %,77.8 %,100.0 %,77.8 %,100.0 %,77.8 %,100.0 %,760,775,-895,0,75.0 %,100.0 %
FNDC,20d RSI FNDC LT39 - L FNDC,6.0 %,0.6 %,2994,306,35.6 %,5.6 %,16.8 %,11.0 %,-5.7 %,-4.7 %,17,4,1.4,0.3,70.6 %,75.0 %,0.7,0.4,176,80,0.4 %,0.2 %,2.9,2.5,3,1,5,2,3,1,5,2,1,1,4,2,2.4,3,12,3,1.7,1.3,0.8,0.3,-6230,-970,-6.2 %,-1.9 %,-6230,-970,-6.2 %,-1.9 %,-5853,-454,-5.9 %,-0.9 %,70.6 %,75.0 %,70.6 %,75.0 %,68.8 %,75.0 %,583,430,-799,-970,77.8 %,66.7 %
FNDE,16d RSI FNDE LT38 - L FNDE,-1.5 %,7.8 %,-742,3906,36.3 %,6.0 %,-4.1 %,131.2 %,-7.1 %,-0.9 %,14,6,1.2,0.5,57.1 %,100.0 %,0.7,,-53,631,-0.1 %,1.3 %,3.3,1.5,3,0,4,6,3,0,3,6,3,0,1,4,1.3,,8,6,0.9,,-0.2,11.4,-5952,0,-6.0 %,0.0 %,-5952,0,-6.0 %,0.0 %,-6501,0,-6.5 %,0.0 %,57.1 %,100.0 %,57.1 %,100.0 %,53.8 %,100.0 %,842,631,-1247,0,28.6 %,100.0 %
FNDF,9d RSI FNDF LT28 - L FNDF,16.2 %,6.9 %,8094,3440,21.5 %,5.2 %,75.2 %,133.4 %,-0.3 %,-2.0 %,10,4,0.8,0.3,90.0 %,100.0 %,4.6,,809,839,1.6 %,1.7 %,2.2,2.2,1,0,8,4,1,0,8,4,0,0,7,3,9,,9,4,41.7,,4.4,7.1,-398,0,-0.4 %,0.0 %,-398,0,-0.4 %,0.0 %,0,0,0.0 %,0.0 %,90.0 %,100.0 %,90.0 %,100.0 %,90.0 %,100.0 %,921,839,-199,0,100.0 %,100.0 %
FNDX,15d RSI FNDX LT43 - L FNDX,14.3 %,9.6 %,7150,4785,40.4 %,7.1 %,35.4 %,134.0 %,-4.6 %,-1.5 %,21,5,1.8,0.4,76.2 %,100.0 %,0.8,,340,923,0.7 %,1.9 %,3.5,2.6,3,0,9,5,3,0,9,5,1,0,5,5,3.2,,16,5,2.4,,1.6,7.4,-5135,0,-5.1 %,0.0 %,-5135,0,-5.1 %,0.0 %,-5135,0,-5.1 %,0.0 %,76.2 %,100.0 %,76.2 %,100.0 %,75.0 %,100.0 %,764,923,-1014,0,80.0 %,100.0 %
FPE,4d RSI FPE LT10 - L FPE,-2.8 %,0.6 %,-1384,273,26.2 %,7.5 %,-10.6 %,7.2 %,-3.2 %,-0.9 %,7,3,0.6,0.2,28.6 %,33.3 %,0.8,5.5,-198,92,-0.4 %,0.2 %,6.1,5.3,3,2,1,1,3,2,1,1,3,2,1,1,0.4,0.5,2,1,0.3,2.7,-1.3,0.6,-3218,0,-3.2 %,0.0 %,-3218,0,-3.2 %,0.0 %,-2469,0,-2.5 %,0.0 %,28.6 %,33.3 %,28.6 %,33.3 %,28.6 %,33.3 %,356,433,-419,-79,16.7 %,33.3 %
FPEI,3d RSI FPEI LT10 - L FPEI,-4.1 %,1.8 %,-2046,880,34.6 %,5.2 %,-11.8 %,34.1 %,-4.7 %,-0.4 %,9,3,0.8,0.2,33.3 %,100.0 %,0.6,,-227,292,-0.5 %,0.6 %,5.7,3.3,2,0,2,3,2,0,2,3,2,0,2,2,0.5,,3,3,0.3,,-1.3,3.4,-3483,0,-3.5 %,0.0 %,-3483,0,-3.5 %,0.0 %,-3483,0,-3.5 %,0.0 %,33.3 %,100.0 %,33.3 %,100.0 %,33.3 %,100.0 %,279,292,-480,0,50.0 %,100.0 %
FREL,4d RSI FREL LT21 - L FREL,-2.9 %,14.0 %,-1471,7017,26.7 %,8.3 %,-11.0 %,168.4 %,-8.4 %,-2.2 %,11,6,0.9,0.5,72.7 %,100.0 %,0.3,,-134,1110,-0.3 %,2.2 %,4.9,2.5,1,0,3,6,1,0,3,6,1,0,3,6,2.7,,8,6,0.8,,-0.2,4.4,-8638,0,-8.6 %,0.0 %,-8638,0,-8.6 %,0.0 %,-6855,0,-6.9 %,0.0 %,72.7 %,100.0 %,72.7 %,100.0 %,72.7 %,100.0 %,870,1110,-2811,0,66.7 %,100.0 %
FSTA,14d RSI FSTA LT34 - L FSTA,9.6 %,7.2 %,4824,3614,17.7 %,6.8 %,54.6 %,107.1 %,-0.2 %,-1.6 %,7,4,0.6,0.3,85.7 %,100.0 %,7,,689,880,1.4 %,1.8 %,3,3.2,1,0,5,4,1,0,5,4,0,0,6,4,6,,6,4,42,,3.2,8.9,-235,0,-0.2 %,0.0 %,-235,0,-0.2 %,0.0 %,0,0,0.0 %,0.0 %,85.7 %,100.0 %,85.7 %,100.0 %,85.7 %,100.0 %,824,880,-118,0,100.0 %,100.0 %
FTCS,6d RSI FTCS LT22 - L FTCS,2.5 %,8.0 %,1227,4012,17.6 %,5.2 %,14.0 %,155.5 %,-0.4 %,-0.8 %,5,4,0.4,0.3,60.0 %,100.0 %,1.5,,245,975,0.5 %,1.9 %,5,2.2,1,0,3,4,1,0,3,4,1,0,3,4,1.5,,3,4,2.3,,0.7,5.8,-1509,0,-1.5 %,0.0 %,-1509,0,-1.5 %,0.0 %,-1509,0,-1.5 %,0.0 %,60.0 %,100.0 %,60.0 %,100.0 %,60.0 %,100.0 %,727,975,-477,0,75.0 %,100.0 %
FTEC,8d RSI FTEC LT30 - L FTEC,21.3 %,14.3 %,10657,7153,21.0 %,9.1 %,101.7 %,156.7 %,-1.8 %,-3.2 %,11,6,0.9,0.5,81.8 %,100.0 %,1.1,,969,1131,1.9 %,2.3 %,3.5,2.8,1,0,6,6,1,0,6,6,1,0,5,4,4.5,,9,6,5.2,,2.7,4.4,-3039,0,-3.0 %,0.0 %,-3039,0,-3.0 %,0.0 %,-3039,0,-3.0 %,0.0 %,81.8 %,100.0 %,81.8 %,100.0 %,81.8 %,100.0 %,1468,1131,-1278,0,77.8 %,100.0 %
FTGC,3d RSI FTGC LT10 - L FTGC,-6.2 %,6.3 %,-3112,3174,36.4 %,6.3 %,-17.1 %,100.0 %,-2.9 %,-1.9 %,4,4,0.3,0.3,50.0 %,100.0 %,0.1,,-778,775,-1.6 %,1.6 %,5.2,3,2,0,2,4,2,0,2,4,2,0,1,4,1,,2,4,0.1,,-1.5,23.4,-7141,0,-7.1 %,0.0 %,-7141,0,-7.1 %,0.0 %,-7141,0,-7.1 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,229,775,-1785,0,33.3 %,100.0 %
FTHI,3d RSI FTHI LT20 - L FTHI,1.3 %,15.2 %,647,7625,25.4 %,19.1 %,5.1 %,80.1 %,-6.4 %,-2.2 %,12,14,1,1.2,66.7 %,78.6 %,0.6,14.7,54,512,0.1 %,1.0 %,3.9,2.4,2,2,3,6,2,2,3,6,2,1,4,5,2,3.7,8,11,1.1,54.1,0.2,4,-5268,-70,-5.3 %,-0.1 %,-5268,-70,-5.3 %,-0.1 %,-6650,-35,-6.6 %,-0.1 %,66.7 %,78.6 %,66.7 %,78.6 %,66.7 %,78.6 %,651,664,-1139,-45,77.8 %,88.9 %
FTLS,3d RSI FTLS LT11 - L FTLS,1.9 %,5.9 %,943,2968,11.6 %,6.3 %,16.2 %,93.5 %,-0.9 %,-0.5 %,4,5,0.3,0.4,75.0 %,100.0 %,1.1,,236,580,0.5 %,1.2 %,4.2,2.2,1,0,2,5,1,0,2,5,1,0,1,5,3,,3,5,3.2,,1.2,5.9,-868,0,-0.9 %,0.0 %,-868,0,-0.9 %,0.0 %,-868,0,-0.9 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,459,580,-434,0,66.7 %,100.0 %
FTQI,4d RSI FTQI LT14 - L FTQI,7.6 %,9.5 %,3785,4761,10.1 %,7.1 %,75.3 %,133.3 %,0.0 %,-1.3 %,5,5,0.4,0.4,100.0 %,100.0 %,,,757,920,1.5 %,1.8 %,2.4,2.6,0,0,5,5,0,0,5,5,0,0,4,5,,,5,5,,,5.1,5.2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,757,920,0,0,100.0 %,100.0 %
FTSL,8d RSI FTSL LT28 - L FTSL,-1.3 %,1.4 %,-658,694,34.3 %,5.6 %,-3.8 %,25.0 %,-2.3 %,-0.4 %,8,2,0.7,0.2,50.0 %,100.0 %,0.6,,-82,346,-0.2 %,0.7 %,5.9,6,3,0,2,2,3,0,2,2,2,0,2,2,1,,4,2,0.6,,-0.6,9.3,-2276,0,-2.3 %,0.0 %,-2276,0,-2.3 %,0.0 %,-2276,0,-2.3 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,238,346,-403,0,50.0 %,100.0 %
FTSM,4d RSI FTSM LT11 - L FTSM,-0.2 %,0.2 %,-79,88,25.3 %,17.9 %,-0.6 %,1.0 %,-0.1 %,-0.0 %,3,3,0.2,0.2,0.0 %,100.0 %,0,,-26,29,-0.1 %,0.1 %,7,14,3,0,0,3,3,0,0,3,3,0,0,3,0,,0,3,0,,-1.5,6.4,-158,0,-0.2 %,0.0 %,-158,0,-0.2 %,0.0 %,-158,0,-0.2 %,0.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0,29,-26,0,0.0 %,100.0 %
FTXL,6d RSI FTXL LT23 - L FTXL,4.6 %,15.2 %,2302,7584,15.2 %,6.0 %,30.3 %,254.8 %,0.0 %,-1.1 %,6,5,0.5,0.4,83.3 %,100.0 %,0.5,,384,1437,0.8 %,2.9 %,3.5,2,1,0,5,5,1,0,5,5,1,0,4,4,5,,5,5,2.3,,0.9,4.9,-3522,0,-3.5 %,0.0 %,-3522,0,-3.5 %,0.0 %,-3522,0,-3.5 %,0.0 %,83.3 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,813,1437,-1761,0,80.0 %,100.0 %
FTXO,12d RSI FTXO LT33 - L FTXO,18.0 %,12.7 %,8985,6357,19.2 %,8.3 %,93.4 %,152.6 %,-0.2 %,-4.1 %,9,5,0.8,0.4,88.9 %,100.0 %,10.7,,998,1216,2.0 %,2.4 %,3.3,3.2,1,0,6,5,1,0,6,5,1,0,3,3,8,,8,5,85.7,,4,3.9,-212,0,-0.2 %,0.0 %,-212,0,-0.2 %,0.0 %,-212,0,-0.2 %,0.0 %,88.9 %,100.0 %,88.9 %,100.0 %,88.9 %,100.0 %,1136,1216,-106,0,83.3 %,100.0 %
FTXR,4d RSI FTXR LT12 - L FTXR,2.3 %,10.0 %,1126,5005,16.1 %,5.6 %,14.0 %,180.2 %,0.0 %,-2.5 %,4,5,0.3,0.4,50.0 %,100.0 %,2.1,,281,966,0.6 %,1.9 %,5.8,1.8,1,0,1,5,1,0,1,5,1,0,1,4,1,,2,5,2.1,,0.6,4,-2003,0,-2.0 %,0.0 %,-2003,0,-2.0 %,0.0 %,-2003,0,-2.0 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,1064,966,-501,0,50.0 %,100.0 %
FUTY,7d RSI FUTY LT18 - L FUTY,-0.9 %,2.1 %,-435,1039,8.9 %,5.2 %,-9.7 %,40.3 %,-4.5 %,-2.6 %,3,2,0.2,0.2,33.3 %,50.0 %,1.6,5.8,-145,522,-0.3 %,1.0 %,4,5.5,2,1,1,1,2,1,1,1,2,1,1,1,0.5,1,1,1,0.8,5.8,-0.2,1,-4653,-217,-4.7 %,-0.4 %,-4653,-217,-4.7 %,-0.4 %,-4653,-217,-4.7 %,-0.4 %,33.3 %,50.0 %,33.3 %,50.0 %,33.3 %,50.0 %,1891,1262,-1163,-217,33.3 %,50.0 %
FV,10d RSI FV LT32 - L FV,4.3 %,17.0 %,2128,8513,15.6 %,7.9 %,27.2 %,214.5 %,-5.8 %,-2.4 %,6,6,0.5,0.5,66.7 %,100.0 %,0.7,,355,1330,0.7 %,2.7 %,3.5,2.3,1,0,3,6,1,0,3,6,1,0,3,5,2,,4,6,1.5,,0.5,6.6,-6399,0,-6.4 %,0.0 %,-6399,0,-6.4 %,0.0 %,-6399,0,-6.4 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,1609,1330,-2155,0,66.7 %,100.0 %
FVD,5d RSI FVD LT18 - L FVD,0.2 %,7.6 %,100,3781,17.4 %,5.6 %,1.2 %,136.1 %,-1.6 %,-0.5 %,5,4,0.4,0.3,40.0 %,100.0 %,1.6,,20,921,0.0 %,1.8 %,5,2.5,1,0,1,4,1,0,1,4,1,0,1,4,0.7,,2,4,1.1,,0.1,4.5,-1403,0,-1.4 %,0.0 %,-1403,0,-1.4 %,0.0 %,-1403,0,-1.4 %,0.0 %,40.0 %,100.0 %,40.0 %,100.0 %,40.0 %,100.0 %,889,921,-559,0,40.0 %,100.0 %
FXE,7d RSI FXE LT18 - L FXE,1.6 %,1.8 %,781,879,11.4 %,5.6 %,13.7 %,31.6 %,-0.9 %,-0.5 %,4,5,0.3,0.4,50.0 %,100.0 %,2.6,,195,175,0.4 %,0.3 %,3.2,1.8,2,0,1,5,2,0,1,5,2,0,1,5,1,,2,5,2.6,,0.9,5.3,-957,0,-1.0 %,0.0 %,-957,0,-1.0 %,0.0 %,-957,0,-1.0 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,630,175,-239,0,50.0 %,100.0 %
FXF,13d RSI FXF LT30 - L FXF,2.3 %,1.6 %,1152,805,28.2 %,7.5 %,8.2 %,21.3 %,-1.0 %,-2.4 %,5,6,0.4,0.5,60.0 %,83.3 %,1.1,0.4,230,135,0.5 %,0.3 %,5.4,2.2,2,1,3,4,2,1,3,3,1,1,2,3,1.5,5,3,5,1.7,2.1,0.5,0.8,-3269,-720,-3.3 %,-1.4 %,-3269,-413,-3.3 %,-0.8 %,-3269,-413,-3.3 %,-0.8 %,60.0 %,83.3 %,60.0 %,83.3 %,60.0 %,80.0 %,929,306,-817,-720,66.7 %,80.0 %
FXI,17d RSI FXI LT36 - L FXI,-10.5 %,23.2 %,-5234,11606,24.2 %,12.7 %,-43.3 %,182.8 %,-18.0 %,-5.6 %,8,10,0.7,0.8,37.5 %,90.0 %,0.9,9.6,-654,1059,-1.3 %,2.1 %,4.4,2.2,3,1,1,8,2,1,1,8,2,1,1,4,0.6,9,3,9,0.6,86,-0.7,4.9,-17806,-125,-17.8 %,-0.2 %,-13769,-125,-13.8 %,-0.2 %,-13245,-125,-13.2 %,-0.2 %,37.5 %,90.0 %,37.5 %,90.0 %,42.9 %,90.0 %,2287,1191,-2419,-125,40.0 %,83.3 %
FXN,19d RSI FXN LT42 - L FXN,9.7 %,8.8 %,4869,4385,22.2 %,10.3 %,43.8 %,85.0 %,-0.4 %,-7.4 %,7,6,0.6,0.5,85.7 %,66.7 %,4.4,1.6,696,729,1.4 %,1.5 %,3,3.3,1,1,5,2,1,1,5,2,0,1,4,2,6,2,6,4,26.6,3.1,2.4,1.2,-380,-2052,-0.4 %,-4.1 %,-380,-2052,-0.4 %,-4.1 %,0,-1029,0.0 %,-2.1 %,85.7 %,66.7 %,85.7 %,66.7 %,85.7 %,66.7 %,843,1606,-190,-1026,100.0 %,66.7 %
FXO,21d RSI FXO LT42 - L FXO,24.4 %,14.8 %,12177,7407,32.6 %,5.6 %,74.6 %,266.6 %,-3.8 %,-2.4 %,16,5,1.3,0.4,75.0 %,100.0 %,1.3,,761,1401,1.5 %,2.8 %,2.8,1.8,1,0,3,5,1,0,3,5,1,0,5,3,3,,12,5,3.8,,2.5,32.9,-4494,0,-4.5 %,0.0 %,-2570,0,-2.6 %,0.0 %,-2570,0,-2.6 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,73.3 %,100.0 %,1376,1401,-1083,0,77.8 %,100.0 %
FXR,8d RSI FXR LT29 - L FXR,3.2 %,6.0 %,1623,3019,23.2 %,5.2 %,14.0 %,117.0 %,-2.5 %,-1.5 %,7,4,0.6,0.3,57.1 %,100.0 %,1.2,,232,740,0.5 %,1.5 %,4.6,2.2,1,0,3,4,1,0,4,4,1,0,3,4,1.3,,4,4,1.6,,0.5,3.1,-2819,0,-2.8 %,0.0 %,-2819,0,-2.8 %,0.0 %,-2819,0,-2.8 %,0.0 %,57.1 %,100.0 %,57.1 %,100.0 %,66.7 %,100.0 %,1111,740,-940,0,75.0 %,100.0 %
FXU,16d RSI FXU LT34 - L FXU,1.1 %,3.3 %,548,1633,15.3 %,5.2 %,7.2 %,63.3 %,-4.6 %,-2.0 %,4,3,0.3,0.2,50.0 %,66.7 %,1.2,4.2,137,541,0.3 %,1.1 %,5.2,3.3,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1.2,8.3,0.2,1.7,-4730,-222,-4.7 %,-0.4 %,-4730,-222,-4.7 %,-0.4 %,-2570,-222,-2.6 %,-0.4 %,50.0 %,66.7 %,50.0 %,66.7 %,50.0 %,66.7 %,1457,923,-1183,-222,33.3 %,66.7 %
FXY,5d RSI FXY LT15 - L FXY,-7.9 %,0.9 %,-3958,446,22.0 %,9.9 %,-36.0 %,9.0 %,-8.4 %,-1.0 %,7,6,0.6,0.5,28.6 %,83.3 %,0.2,0.5,-565,74,-1.1 %,0.1 %,5.3,2.3,4,1,1,4,4,1,1,4,5,1,1,3,0.4,5,2,5,0.1,2.7,-2.2,1,-4563,-269,-4.6 %,-0.5 %,-4563,-269,-4.6 %,-0.5 %,-8398,-269,-8.4 %,-0.5 %,28.6 %,83.3 %,28.6 %,83.3 %,28.6 %,83.3 %,134,143,-845,-269,16.7 %,80.0 %
GCOW,3d RSI GCOW LT11 - L GCOW,8.1 %,4.6 %,4053,2322,15.8 %,5.2 %,51.3 %,90.0 %,-1.9 %,-0.1 %,8,5,0.7,0.4,87.5 %,100.0 %,0.7,,507,456,1.0 %,0.9 %,3,1.6,1,0,5,5,1,0,5,5,1,0,4,5,7,,7,5,5.2,,2.2,6.3,-1948,0,-1.9 %,0.0 %,-1948,0,-1.9 %,0.0 %,-1948,0,-1.9 %,0.0 %,87.5 %,100.0 %,87.5 %,100.0 %,87.5 %,100.0 %,718,456,-974,0,85.7 %,100.0 %
GDX,19d RSI GDX LT36 - L GDX,0.5 %,18.4 %,256,9178,37.9 %,12.7 %,1.4 %,144.6 %,-8.0 %,-4.2 %,6,8,0.5,0.7,50.0 %,75.0 %,1,3.5,43,1074,0.1 %,2.1 %,5.3,3,2,1,2,3,3,1,2,3,2,1,1,2,1,3,3,6,1,10.4,0,3,-7950,-699,-8.0 %,-1.4 %,-8285,-699,-8.3 %,-1.4 %,-7104,-699,-7.1 %,-1.4 %,50.0 %,75.0 %,50.0 %,75.0 %,40.0 %,75.0 %,1955,1586,-1870,-459,33.3 %,66.7 %
GDXJ,17d RSI GDXJ LT33 - L GDXJ,9.3 %,23.0 %,4626,11483,18.4 %,6.3 %,50.2 %,361.7 %,-2.0 %,-1.0 %,5,6,0.4,0.5,60.0 %,100.0 %,1.8,,925,1757,1.9 %,3.5 %,2.6,1.7,2,0,3,6,2,0,3,6,1,0,2,5,1.5,,3,6,2.8,,1,6.8,-5277,0,-5.3 %,0.0 %,-5277,0,-5.3 %,0.0 %,-3320,0,-3.3 %,0.0 %,60.0 %,100.0 %,60.0 %,100.0 %,60.0 %,100.0 %,2422,1757,-1319,0,66.7 %,100.0 %
GEM,6d RSI GEM LT16 - L GEM,0.5 %,7.3 %,226,3656,9.9 %,5.2 %,4.6 %,141.8 %,-2.0 %,-1.4 %,3,3,0.2,0.2,33.3 %,100.0 %,2.4,,75,1192,0.2 %,2.4 %,4,3.3,2,0,1,3,2,0,1,3,2,0,1,3,0.5,,1,3,1.2,,0.2,4.6,-2062,0,-2.1 %,0.0 %,-2062,0,-2.1 %,0.0 %,-2062,0,-2.1 %,0.0 %,33.3 %,100.0 %,33.3 %,100.0 %,33.3 %,100.0 %,1257,1192,-515,0,33.3 %,100.0 %
GIGB,3d RSI GIGB LT10 - L GIGB,-0.8 %,4.2 %,-401,2098,13.6 %,10.7 %,-5.9 %,39.2 %,-3.1 %,-0.7 %,9,8,0.8,0.7,55.6 %,87.5 %,0.7,2.9,-45,258,-0.1 %,0.5 %,2.7,2.4,2,1,3,7,2,1,3,7,3,1,3,6,1.2,7,5,7,0.8,20,-0.3,3.6,-3081,-109,-3.1 %,-0.2 %,-3081,-109,-3.1 %,-0.2 %,-3206,-109,-3.2 %,-0.2 %,55.6 %,87.5 %,55.6 %,87.5 %,55.6 %,87.5 %,373,310,-566,-109,57.1 %,85.7 %
GLD,5d RSI GLD LT14 - L GLD,-1.8 %,3.1 %,-919,1555,34.1 %,5.2 %,-5.4 %,60.3 %,0.0 %,-2.4 %,2,4,0.2,0.3,50.0 %,75.0 %,0.3,3,-460,386,-0.9 %,0.8 %,6.5,2.2,1,1,1,2,1,1,1,2,1,1,1,2,1,3,1,3,0.3,9,-0.7,1.7,-2719,-194,-2.7 %,-0.4 %,-2719,-194,-2.7 %,-0.4 %,-2719,-194,-2.7 %,-0.4 %,50.0 %,75.0 %,50.0 %,75.0 %,50.0 %,75.0 %,440,580,-1360,-194,50.0 %,75.0 %
GLL,5d RSI GLL LT13 - L GLL,6.2 %,6.4 %,3090,3201,100.0 %,5.2 %,6.2 %,124.1 %,0.0 %,-2.7 %,1,3,0.1,0.2,100.0 %,100.0 %,,,3090,1047,6.2 %,2.1 %,1,3.3,0,0,1,3,0,0,1,3,0,0,1,3,,,1,3,,,0,4.2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,3090,1047,0,0,100.0 %,100.0 %
GNR,6d RSI GNR LT23 - L GNR,5.6 %,10.0 %,2825,4994,20.2 %,6.0 %,28.0 %,167.8 %,-3.5 %,-2.7 %,6,5,0.5,0.4,66.7 %,100.0 %,1,,471,965,0.9 %,1.9 %,2.7,2,2,0,4,5,2,0,4,5,1,0,3,5,2,,4,5,2,,0.8,3.6,-5623,0,-5.6 %,0.0 %,-5623,0,-5.6 %,0.0 %,-2195,0,-2.2 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,1409,965,-1406,0,75.0 %,100.0 %
GOVI,3d RSI GOVI LT11 - L GOVI,-0.2 %,2.2 %,-104,1105,18.7 %,13.9 %,-1.1 %,15.9 %,-5.5 %,-3.7 %,10,8,0.8,0.7,60.0 %,75.0 %,0.6,0.9,-10,138,-0.0 %,0.3 %,3.7,3.4,3,1,5,5,3,1,5,5,3,2,4,4,1.5,3,6,6,1,2.8,0,1.3,-5551,-439,-5.6 %,-0.9 %,-5551,-439,-5.6 %,-0.9 %,-5551,-575,-5.6 %,-1.1 %,60.0 %,75.0 %,60.0 %,75.0 %,60.0 %,75.0 %,458,287,-714,-311,55.6 %,66.7 %
GOVT,19d RSI GOVT LT31 - L GOVT,2.4 %,0.7 %,1203,327,14.1 %,5.2 %,17.0 %,12.7 %,-0.1 %,-1.7 %,8,4,0.7,0.3,62.5 %,75.0 %,5.7,1.1,150,82,0.3 %,0.2 %,2.1,2.2,2,1,3,3,2,1,3,3,0,1,5,1,1.7,3,5,3,9.5,3.2,2.6,1.2,-138,-149,-0.1 %,-0.3 %,-138,-149,-0.1 %,-0.3 %,0,-149,0.0 %,-0.3 %,62.5 %,75.0 %,62.5 %,75.0 %,62.5 %,75.0 %,269,159,-47,-149,100.0 %,50.0 %
GREK,13d RSI GREK LT33 - L GREK,10.8 %,5.1 %,5394,2556,18.1 %,6.0 %,59.7 %,85.9 %,-0.4 %,-4.9 %,7,5,0.6,0.4,71.4 %,80.0 %,3.1,0.8,771,509,1.5 %,1.0 %,2.9,2,1,1,4,3,1,1,4,3,1,1,4,2,2.5,4,5,4,7.8,3.2,2.3,1.3,-1157,-1181,-1.2 %,-2.4 %,-1157,-53,-1.2 %,-0.1 %,-1157,-1181,-1.2 %,-2.4 %,71.4 %,80.0 %,71.4 %,80.0 %,71.4 %,75.0 %,1237,931,-395,-1181,80.0 %,75.0 %
