,,"Purpose of This Spreadsheet is to Outline the Methodology of System 30
Branches Traded in 2021 OOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEFA,9d RSI HEFA LT26 - L HEFA,1.2 %,24.1 %,584,11997,100.0 %,6.7 %,1.2 %,357.1 %,0.0 %,-6.7 %,1,6,0.1,0.5,100.0 %,83.3 %,,1.7,584,1862,1.2 %,3.7 %,6,1.8,0,1,1,5,0,0,1,4,0,0,1,2,,5,1,5,,8.5,0,2.6,0,-1492,0.0 %,-3.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,100.0 %,584,2533,0,-1492,100.0 %,100.0 %
HEWJ,4d RSI HEWJ LT22 - L HEWJ,8.2 %,21.4 %,4091,10669,14.4 %,15.4 %,57.0 %,138.4 %,-1.8 %,-8.1 %,9,12,0.8,1,88.9 %,83.3 %,0.6,0.9,455,837,0.9 %,1.7 %,2.2,2.2,1,1,7,7,1,1,7,5,1,1,6,7,8,5,8,10,5.1,4.7,2.1,2,-1990,-2071,-2.0 %,-4.1 %,-1990,-879,-2.0 %,-1.8 %,-1990,-617,-2.0 %,-1.2 %,88.9 %,83.3 %,88.9 %,83.3 %,88.9 %,80.0 %,636,1273,-995,-1344,87.5 %,87.5 %
HFXI,10d RSI HFXI LT25 - L HFXI,1.2 %,20.6 %,601,10244,100.0 %,6.7 %,1.2 %,304.9 %,0.0 %,-6.0 %,1,6,0.1,0.5,100.0 %,83.3 %,,1.6,601,1608,1.2 %,3.2 %,6,1.8,0,1,1,5,0,0,1,4,0,0,1,2,,5,1,5,,7.8,0,2.5,0,-1410,0.0 %,-2.8 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,100.0 %,601,2212,0,-1410,100.0 %,100.0 %
HTRB,21d RSI HTRB LT53 - L HTRB,2.5 %,3.0 %,1274,1472,74.5 %,27.7 %,3.4 %,10.6 %,-2.6 %,-8.6 %,36,18,3,1.5,61.1 %,83.3 %,0.9,0.4,35,84,0.1 %,0.2 %,4.1,2.9,2,1,7,8,3,1,6,7,2,1,5,6,1.6,5,22,15,1.5,1.8,0.8,0.7,-1271,-1862,-1.3 %,-3.7 %,-1122,-1148,-1.1 %,-2.3 %,-2469,-839,-2.5 %,-1.7 %,61.1 %,83.3 %,61.1 %,83.3 %,56.7 %,84.6 %,184,228,-199,-636,72.7 %,87.5 %
HYEM,5d RSI HYEM LT10 - L HYEM,-0.4 %,9.3 %,-206,4648,55.0 %,6.3 %,-0.7 %,147.0 %,0.0 %,-12.0 %,2,2,0.2,0.2,50.0 %,50.0 %,0.8,3.5,-103,2468,-0.2 %,4.9 %,10,7,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.8,3.5,-0.2,0.8,-1712,-1957,-1.7 %,-3.9 %,-1712,-1957,-1.7 %,-3.9 %,-1712,0,-1.7 %,0.0 %,50.0 %,50.0 %,50.0 %,50.0 %,50.0 %,50.0 %,650,6892,-856,-1957,50.0 %,100.0 %
HYLB,5d RSI HYLB LT16 - L HYLB,0.4 %,8.9 %,214,4453,13.5 %,6.3 %,3.2 %,140.8 %,-0.3 %,-4.1 %,3,6,0.2,0.5,66.7 %,83.3 %,1.2,,71,722,0.1 %,1.4 %,3,1.7,1,1,2,4,1,1,2,3,1,0,2,3,2,5,2,5,2.3,,0.6,3.3,-327,0,-0.3 %,0.0 %,-327,0,-0.3 %,0.0 %,-327,0,-0.3 %,0.0 %,66.7 %,83.3 %,66.7 %,83.3 %,66.7 %,80.0 %,189,866,-164,0,66.7 %,100.0 %
HYS,4d RSI HYS LT12 - L HYS,0.4 %,0.1 %,177,76,11.5 %,7.9 %,3.1 %,1.9 %,-0.3 %,-8.1 %,2,6,0.2,0.5,50.0 %,66.7 %,2.2,0.5,88,19,0.2 %,0.0 %,4,2.3,1,2,1,3,1,2,1,3,1,1,1,2,1,2,1,4,2.2,1.1,0.5,0.1,-295,-1709,-0.3 %,-3.4 %,-295,-1709,-0.3 %,-3.4 %,-295,-611,-0.3 %,-1.2 %,50.0 %,66.7 %,50.0 %,66.7 %,50.0 %,66.7 %,324,455,-148,-854,50.0 %,75.0 %
IAGG,13d RSI IAGG LT56 - L IAGG,-0.3 %,3.6 %,-169,1779,75.6 %,47.8 %,-0.4 %,7.4 %,-2.0 %,-4.6 %,47,33,3.9,2.7,59.6 %,84.8 %,0.6,0.4,-4,54,-0.0 %,0.1 %,3,2.7,5,2,6,8,4,2,6,9,3,1,1,4,1.5,5.6,28,28,0.9,2.3,-0.2,1.5,-414,-208,-0.4 %,-0.4 %,-414,-208,-0.4 %,-0.4 %,-726,-114,-0.7 %,-0.2 %,59.6 %,84.8 %,59.6 %,84.8 %,52.8 %,85.2 %,90,111,-141,-266,36.4 %,81.8 %
IAI,4d RSI IAI LT14 - L IAI,2.6 %,21.3 %,1295,10615,4.7 %,8.3 %,55.7 %,255.8 %,0.0 %,-8.3 %,3,6,0.2,0.5,66.7 %,83.3 %,1.4,2.9,432,1680,0.9 %,3.4 %,1.7,2.5,1,1,2,5,1,1,2,4,1,0,2,3,2,5,2,5,2.8,14.6,0.9,1.9,-1450,-742,-1.4 %,-1.5 %,-1450,-742,-1.4 %,-1.5 %,-1450,0,-1.4 %,0.0 %,66.7 %,83.3 %,66.7 %,83.3 %,66.7 %,80.0 %,1010,2164,-725,-742,66.7 %,100.0 %
IAU,20d RSI IAU LT45 - L IAU,-2.4 %,10.2 %,-1208,5093,36.5 %,13.0 %,-6.6 %,78.1 %,-9.7 %,-5.2 %,21,10,1.8,0.8,57.1 %,90.0 %,0.6,1,-58,493,-0.1 %,1.0 %,3.1,2.3,3,1,3,6,3,1,3,6,3,0,2,4,1.3,9,12,9,0.8,9.2,-0.3,2.4,-6890,-600,-6.9 %,-1.2 %,-6890,-198,-6.9 %,-0.4 %,-10042,0,-10.0 %,0.0 %,57.1 %,90.0 %,57.1 %,90.0 %,56.2 %,88.9 %,432,615,-710,-600,55.6 %,100.0 %
IBB,11d RSI IBB LT33 - L IBB,3.3 %,24.1 %,1659,11999,11.5 %,5.5 %,28.9 %,433.7 %,-3.5 %,-3.3 %,4,6,0.3,0.5,75.0 %,100.0 %,0.6,,415,1850,0.8 %,3.7 %,4.8,1.3,1,0,2,6,1,0,2,6,1,0,1,4,3,,3,6,1.9,,0.6,3.3,-3635,0,-3.6 %,0.0 %,-3635,0,-3.6 %,0.0 %,-1813,0,-1.8 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,1159,1850,-1817,0,66.7 %,100.0 %
IBDR,21d RSI IBDR LT69 - L IBDR,-1.7 %,3.7 %,-848,1862,99.6 %,90.5 %,-1.7 %,4.1 %,-2.5 %,-14.4 %,35,43,2.9,3.6,57.1 %,81.4 %,0.5,0.3,-24,50,-0.0 %,0.1 %,6.1,4.3,5,2,8,15,5,2,6,12,3,1,4,5,1.3,4.4,20,35,0.7,1.4,-0.8,0.4,-2294,0,-2.3 %,0.0 %,-2294,-3940,-2.3 %,-7.9 %,-1894,-3940,-1.9 %,-7.9 %,57.1 %,81.4 %,57.1 %,81.4 %,48.3 %,81.8 %,92,231,-179,-739,54.5 %,83.3 %
ICF,4d RSI ICF LT19 - L ICF,-0.4 %,31.8 %,-182,15817,6.5 %,12.2 %,-5.6 %,258.2 %,0.0 %,-4.9 %,2,8,0.2,0.7,50.0 %,100.0 %,0.4,,-91,1779,-0.2 %,3.6 %,4,2.9,1,0,1,8,1,0,1,8,1,0,1,6,1,,1,8,0.4,,-0.6,3.1,-584,0,-0.6 %,0.0 %,-584,0,-0.6 %,0.0 %,-584,0,-0.6 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,111,1779,-292,0,50.0 %,100.0 %
ICSH,4d RSI ICSH LT11 - L ICSH,0.2 %,1.6 %,82,791,43.0 %,17.0 %,0.4 %,9.3 %,0.0 %,-2.0 %,3,3,0.2,0.2,100.0 %,100.0 %,,,27,264,0.1 %,0.5 %,11,13.3,0,0,3,3,0,0,3,3,0,0,3,2,,,3,3,,,4.3,2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,27,264,0,0,100.0 %,100.0 %
IDMO,3d RSI IDMO LT32 - L IDMO,0.2 %,17.3 %,93,8611,31.6 %,25.7 %,0.6 %,67.0 %,-6.5 %,-5.5 %,22,17,1.8,1.4,59.1 %,82.3 %,0.7,0.9,4,478,0.0 %,1.0 %,2.3,2.8,3,1,4,9,3,1,4,9,3,1,5,8,1.4,4.7,13,14,1,4.4,0,2.4,-6930,-1576,-6.9 %,-3.1 %,-6930,-1576,-6.9 %,-3.1 %,-4290,-355,-4.3 %,-0.7 %,59.1 %,82.3 %,59.1 %,82.3 %,60.0 %,82.3 %,535,749,-763,-789,54.5 %,90.0 %
IDU,4d RSI IDU LT22 - L IDU,-3.3 %,20.7 %,-1634,10290,18.0 %,14.6 %,-18.1 %,140.7 %,-3.2 %,-12.6 %,3,10,0.2,0.8,33.3 %,80.0 %,0.4,1.3,-545,978,-1.1 %,2.0 %,8.7,2.7,1,1,1,4,1,1,1,4,1,1,1,3,0.5,4,1,8,0.2,5.2,-1.2,1.7,-3218,-1719,-3.2 %,-3.4 %,-3218,-1719,-3.2 %,-3.4 %,-3218,-622,-3.2 %,-1.2 %,33.3 %,80.0 %,33.3 %,80.0 %,33.3 %,77.8 %,370,1516,-1002,-1171,33.3 %,83.3 %
IEF,14d RSI IEF LT34 - L IEF,-0.7 %,2.1 %,-369,1061,23.2 %,6.3 %,-3.2 %,33.5 %,-1.8 %,-0.3 %,11,4,0.9,0.3,45.5 %,100.0 %,0.8,,-34,264,-0.1 %,0.5 %,3.3,3,2,0,2,4,2,0,2,4,2,0,2,2,0.8,,5,4,0.7,,-0.5,4.3,-20,0,-0.0 %,0.0 %,-20,0,-0.0 %,0.0 %,-1787,0,-1.8 %,0.0 %,45.5 %,100.0 %,45.5 %,100.0 %,45.5 %,100.0 %,152,264,-188,0,60.0 %,100.0 %
IEFA,6d RSI IEFA LT19 - L IEFA,0.4 %,13.4 %,183,6663,10.7 %,7.1 %,3.4 %,187.3 %,-1.9 %,-7.4 %,3,6,0.2,0.5,66.7 %,83.3 %,0.6,0.9,61,1088,0.1 %,2.2 %,3,2,1,1,2,4,1,1,2,3,1,0,2,3,2,5,2,5,1.2,4.4,0.1,1.5,-1900,-1905,-1.9 %,-3.8 %,-1900,-1905,-1.9 %,-3.8 %,-1900,0,-1.9 %,0.0 %,66.7 %,83.3 %,66.7 %,83.3 %,66.7 %,80.0 %,566,1687,-950,-1905,66.7 %,100.0 %
IEI,11d RSI IEI LT34 - L IEI,0.1 %,0.9 %,60,462,23.7 %,6.7 %,0.5 %,13.8 %,-0.9 %,-0.1 %,13,6,1.1,0.5,53.8 %,100.0 %,0.9,,5,77,0.0 %,0.1 %,3.2,1.8,2,0,3,6,3,0,3,6,2,0,1,4,1.2,,7,6,1.1,,0.1,3.7,-683,0,-0.7 %,0.0 %,-438,0,-0.4 %,0.0 %,-438,0,-0.4 %,0.0 %,53.8 %,100.0 %,53.8 %,100.0 %,50.0 %,100.0 %,125,77,-136,0,50.0 %,100.0 %
IEMG,12d RSI IEMG LT29 - L IEMG,5.2 %,28.0 %,2604,13949,15.6 %,5.5 %,33.3 %,504.2 %,-0.1 %,-4.1 %,3,5,0.2,0.4,66.7 %,100.0 %,20.4,,868,2539,1.7 %,5.1 %,4,1.8,1,0,1,5,1,0,1,4,1,0,1,1,2,,2,5,40.9,,2.3,6.3,-131,0,-0.1 %,0.0 %,-131,0,-0.1 %,0.0 %,-131,0,-0.1 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,1335,2539,-65,0,66.7 %,100.0 %
IEUR,3d RSI IEUR LT10 - L IEUR,-1.5 %,6.8 %,-741,3407,14.8 %,7.1 %,-10.0 %,95.8 %,-3.4 %,-8.2 %,4,5,0.3,0.4,50.0 %,80.0 %,0.6,0.7,-185,694,-0.4 %,1.4 %,3.2,2.6,2,1,2,3,2,1,2,3,2,0,2,4,1,4,2,4,0.6,2.8,-0.5,0.9,-3452,-1978,-3.5 %,-4.0 %,-3452,-1978,-3.5 %,-4.0 %,-3452,0,-3.5 %,0.0 %,50.0 %,80.0 %,50.0 %,80.0 %,50.0 %,80.0 %,493,1361,-863,-1978,50.0 %,100.0 %
IEV,4d RSI IEV LT13 - L IEV,0.7 %,5.8 %,353,2895,11.5 %,7.1 %,6.1 %,81.4 %,-1.9 %,-8.2 %,3,5,0.2,0.4,66.7 %,80.0 %,0.7,0.6,118,595,0.2 %,1.2 %,3.3,2.6,1,1,2,3,1,1,2,3,1,0,2,4,2,4,2,4,1.4,2.4,0.3,0.8,-1984,-2124,-2.0 %,-4.2 %,-1984,-2124,-2.0 %,-4.2 %,-1984,0,-2.0 %,0.0 %,66.7 %,80.0 %,66.7 %,80.0 %,66.7 %,80.0 %,672,1275,-992,-2124,66.7 %,100.0 %
IGM,9d RSI IGM LT30 - L IGM,4.9 %,17.6 %,2444,8740,11.3 %,5.5 %,43.2 %,315.9 %,0.0 %,-8.5 %,3,4,0.2,0.3,100.0 %,100.0 %,,,815,2095,1.6 %,4.2 %,3,2.5,0,0,3,4,0,0,3,3,0,0,3,2,,,3,4,,,2.4,2.3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,815,2095,0,0,100.0 %,100.0 %
IGOV,21d RSI IGOV LT44 - L IGOV,-0.9 %,0.3 %,-427,154,50.8 %,8.3 %,-1.7 %,3.7 %,-2.6 %,-7.5 %,26,5,2.2,0.4,53.8 %,80.0 %,0.8,0.3,-16,32,-0.0 %,0.1 %,3.6,3.2,3,1,4,3,3,1,2,2,1,1,2,2,1.2,4,14,4,0.9,1.2,-0.3,0.2,-2575,-671,-2.6 %,-1.3 %,-2575,-671,-2.6 %,-1.3 %,-2575,-671,-2.6 %,-1.3 %,53.8 %,80.0 %,53.8 %,80.0 %,47.8 %,75.0 %,224,208,-297,-671,62.5 %,75.0 %
IGSB,17d RSI IGSB LT70 - L IGSB,-0.2 %,0.2 %,-116,95,99.2 %,81.4 %,-0.2 %,0.2 %,-1.1 %,-12.7 %,50,44,4.2,3.6,66.0 %,88.6 %,0.5,0.1,-2,6,-0.0 %,0.0 %,4,3.7,4,1,8,14,4,1,5,12,2,1,4,8,1.9,7.8,33,39,0.9,1.1,-0.2,0.1,-512,-3709,-0.5 %,-7.4 %,-512,-2941,-0.5 %,-5.9 %,-1068,-2500,-1.1 %,-5.0 %,66.0 %,88.6 %,66.0 %,88.6 %,59.0 %,87.9 %,35,110,-75,-810,66.7 %,90.9 %
IGV,5d RSI IGV LT20 - L IGV,12.6 %,21.5 %,6286,10693,11.7 %,5.1 %,107.8 %,416.2 %,-0.3 %,-7.7 %,7,4,0.6,0.3,85.7 %,100.0 %,7.1,,898,2521,1.8 %,5.0 %,2.9,2.2,1,0,3,4,1,0,3,3,0,0,5,2,6,,6,4,42.6,,4.5,2.8,-302,0,-0.3 %,0.0 %,-302,0,-0.3 %,0.0 %,0,0,0.0 %,0.0 %,85.7 %,100.0 %,85.7 %,100.0 %,85.7 %,100.0 %,1073,2521,-151,0,100.0 %,100.0 %
IHDG,13d RSI IHDG LT29 - L IHDG,1.2 %,26.4 %,613,13167,100.0 %,5.1 %,1.2 %,512.5 %,0.0 %,-2.8 %,1,6,0.1,0.5,100.0 %,100.0 %,,,613,2010,1.2 %,4.0 %,3,1.2,0,0,1,6,0,0,1,4,0,0,1,2,,,1,6,,,0,3.8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,613,2010,0,0,100.0 %,100.0 %
IHE,14d RSI IHE LT32 - L IHE,4.5 %,17.0 %,2240,8483,5.5 %,6.3 %,81.8 %,268.3 %,0.0 %,-8.2 %,2,6,0.2,0.5,100.0 %,83.3 %,,2.1,1120,1341,2.2 %,2.7 %,3,1.7,0,1,2,5,0,0,2,4,0,0,2,1,,5,2,5,,10.4,4.3,2.9,0,-859,0.0 %,-1.7 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,100.0 %,1120,1781,0,-859,100.0 %,100.0 %
IHF,8d RSI IHF LT28 - L IHF,3.2 %,26.9 %,1584,13378,14.8 %,6.7 %,21.5 %,398.2 %,-0.0 %,-7.4 %,4,6,0.3,0.5,75.0 %,100.0 %,27.4,,396,2046,0.8 %,4.1 %,3.5,1.8,1,0,3,6,1,0,3,6,1,0,3,4,3,,3,6,82.1,,2.1,3.2,-39,0,-0.0 %,0.0 %,-39,0,-0.0 %,0.0 %,-39,0,-0.0 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,535,2046,-20,0,75.0 %,100.0 %
IHI,5d RSI IHI LT20 - L IHI,2.5 %,16.6 %,1232,8281,16.1 %,6.3 %,15.3 %,261.9 %,-1.5 %,-7.9 %,4,5,0.3,0.4,50.0 %,80.0 %,2.6,2.3,308,1603,0.6 %,3.2 %,6.8,2.2,2,1,1,3,2,1,1,3,2,0,1,4,1,4,2,4,2.6,9.1,0.8,1.7,-1503,-984,-1.5 %,-2.0 %,-1503,-984,-1.5 %,-2.0 %,-1503,0,-1.5 %,0.0 %,50.0 %,80.0 %,50.0 %,80.0 %,50.0 %,80.0 %,992,2250,-376,-984,50.0 %,100.0 %
IJK,5d RSI IJK LT21 - L IJK,10.0 %,13.4 %,5018,6694,14.0 %,5.9 %,71.7 %,225.8 %,0.0 %,-8.9 %,6,5,0.5,0.4,100.0 %,80.0 %,,1.3,836,1313,1.7 %,2.6 %,2.5,2,0,1,6,4,0,1,6,3,0,0,6,3,,4,6,4,,5.2,4.1,1.5,0,-1578,0.0 %,-3.2 %,0,-1578,0.0 %,-3.2 %,0,0,0.0 %,0.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,75.0 %,836,2036,0,-1578,100.0 %,100.0 %
ILF,4d RSI ILF LT17 - L ILF,-2.1 %,29.3 %,-1036,14589,13.6 %,10.7 %,-15.3 %,273.4 %,-4.0 %,-9.3 %,5,6,0.4,0.5,20.0 %,83.3 %,2.3,2.2,-207,2251,-0.4 %,4.5 %,4.8,3.5,3,1,1,4,3,1,1,3,3,0,1,4,0.2,5,1,5,0.6,10.9,-0.5,2.1,-4086,-1358,-4.1 %,-2.7 %,-4086,-1358,-4.1 %,-2.7 %,-4086,0,-4.1 %,0.0 %,20.0 %,83.3 %,20.0 %,83.3 %,20.0 %,80.0 %,1390,2973,-606,-1358,25.0 %,100.0 %
IMCG,5d RSI IMCG LT22 - L IMCG,21.5 %,16.2 %,10770,8058,15.1 %,5.5 %,142.5 %,291.2 %,0.0 %,-7.9 %,10,5,0.8,0.4,100.0 %,80.0 %,,3.2,1077,1541,2.2 %,3.1 %,2.4,1.8,0,1,10,4,0,1,10,3,0,0,8,3,,4,10,4,,12.8,6,2.5,0,-654,0.0 %,-1.3 %,0,-654,0.0 %,-1.3 %,0,0,0.0 %,0.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,75.0 %,1077,2090,0,-654,100.0 %,100.0 %
IMTM,8d RSI IMTM LT24 - L IMTM,7.9 %,7.4 %,3964,3701,6.5 %,5.5 %,121.4 %,133.8 %,0.0 %,-7.7 %,4,4,0.3,0.3,100.0 %,75.0 %,,1.1,991,935,2.0 %,1.9 %,2.2,2.5,0,1,4,3,0,1,4,3,0,0,4,2,,3,4,3,,3.4,2.8,1.1,0,-1541,0.0 %,-3.1 %,0,-1541,0.0 %,-3.1 %,0,0,0.0 %,0.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,991,1760,0,-1541,100.0 %,100.0 %
INDA,4d RSI INDA LT10 - L INDA,1.4 %,5.9 %,684,2921,100.0 %,5.5 %,1.4 %,105.6 %,0.0 %,-11.8 %,1,4,0.1,0.3,100.0 %,75.0 %,,0.6,684,804,1.4 %,1.6 %,1,2.5,0,1,1,2,0,0,1,3,0,0,1,3,,3,1,3,,1.9,0,0.5,0,-3599,0.0 %,-7.2 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,100.0 %,684,2272,0,-3599,100.0 %,100.0 %
INDY,6d RSI INDY LT19 - L INDY,0.6 %,14.7 %,302,7327,6.5 %,6.7 %,9.3 %,218.1 %,-0.2 %,-12.2 %,2,5,0.2,0.4,50.0 %,80.0 %,4.6,0.7,151,1491,0.3 %,3.0 %,4,2.4,1,1,1,3,1,0,1,4,1,0,1,3,1,4,1,4,4.6,3,0.9,1,-167,-3769,-0.2 %,-7.5 %,-167,0,-0.2 %,0.0 %,-167,0,-0.2 %,0.0 %,50.0 %,80.0 %,50.0 %,80.0 %,50.0 %,100.0 %,385,2806,-83,-3769,50.0 %,100.0 %
INTF,3d RSI INTF LT10 - L INTF,4.4 %,2.7 %,2219,1357,16.9 %,7.1 %,26.2 %,38.1 %,0.0 %,-8.2 %,6,5,0.5,0.4,83.3 %,80.0 %,2.1,0.4,370,291,0.7 %,0.6 %,2.5,2.6,1,1,5,3,1,1,5,3,1,1,5,2,5,4,5,4,10.5,1.6,2.2,0.4,-466,-2376,-0.5 %,-4.8 %,-466,-2376,-0.5 %,-4.8 %,-466,-400,-0.5 %,-0.8 %,83.3 %,80.0 %,83.3 %,80.0 %,83.3 %,80.0 %,490,958,-233,-2376,83.3 %,75.0 %
IOO,3d RSI IOO LT14 - L IOO,5.4 %,7.6 %,2711,3765,12.1 %,7.1 %,44.7 %,105.8 %,-1.0 %,-10.0 %,6,6,0.5,0.5,83.3 %,83.3 %,1.2,0.7,452,624,0.9 %,1.2 %,3.2,2,1,1,4,4,1,1,4,4,1,0,4,4,5,5,5,5,6.1,3.6,2.3,1.3,-1059,-1419,-1.1 %,-2.8 %,-1059,-1419,-1.1 %,-2.8 %,-1059,0,-1.1 %,0.0 %,83.3 %,83.3 %,83.3 %,83.3 %,83.3 %,83.3 %,648,1033,-530,-1419,83.3 %,100.0 %
IPAC,5d RSI IPAC LT15 - L IPAC,2.1 %,8.9 %,1033,4423,9.9 %,5.1 %,20.8 %,172.2 %,0.0 %,-6.1 %,3,4,0.2,0.3,100.0 %,75.0 %,,1.4,344,1099,0.7 %,2.2 %,3,2.2,0,1,3,2,0,1,3,1,0,0,3,2,,3,3,3,,4.2,3.7,1.4,0,-1388,0.0 %,-2.8 %,0,-1388,0.0 %,-2.8 %,0,0,0.0 %,0.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,66.7 %,344,1928,0,-1388,100.0 %,100.0 %
ISTB,18d RSI ISTB LT47 - L ISTB,0.3 %,1.7 %,148,848,50.5 %,7.1 %,0.6 %,23.8 %,-0.5 %,-4.8 %,18,4,1.5,0.3,61.1 %,100.0 %,0.9,,8,212,0.0 %,0.4 %,5.1,3.5,3,0,4,4,3,0,4,3,2,0,4,2,1.6,,11,4,1.4,,0.5,1.6,-499,0,-0.5 %,0.0 %,-499,0,-0.5 %,0.0 %,-429,0,-0.4 %,0.0 %,61.1 %,100.0 %,61.1 %,100.0 %,58.8 %,100.0 %,50,212,-58,0,71.4 %,100.0 %
ITOT,8d RSI ITOT LT26 - L ITOT,5.0 %,23.7 %,2477,11801,14.0 %,5.9 %,35.3 %,398.1 %,0.0 %,-8.8 %,2,5,0.2,0.4,100.0 %,80.0 %,,3.9,1239,2216,2.5 %,4.4 %,3,2,0,1,2,4,0,1,2,3,0,0,2,2,,4,2,4,,15.6,2.3,2.3,0,-758,0.0 %,-1.5 %,0,-758,0.0 %,-1.5 %,0,0,0.0 %,0.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,75.0 %,1239,2960,0,-758,100.0 %,100.0 %
IUSB,3d RSI IUSB LT11 - L IUSB,0.8 %,5.3 %,421,2632,15.6 %,6.7 %,5.4 %,78.3 %,-0.7 %,-1.4 %,7,5,0.6,0.4,85.7 %,100.0 %,0.4,,60,521,0.1 %,1.0 %,3.4,2.4,1,0,5,5,1,0,5,5,1,0,4,4,6,,6,5,2.3,,0.9,2.1,-658,0,-0.7 %,0.0 %,-658,0,-0.7 %,0.0 %,-658,0,-0.7 %,0.0 %,85.7 %,100.0 %,85.7 %,100.0 %,85.7 %,100.0 %,125,521,-329,0,83.3 %,100.0 %
IUSG,9d RSI IUSG LT30 - L IUSG,10.2 %,29.0 %,5118,14424,13.0 %,6.3 %,78.5 %,456.1 %,0.0 %,-8.4 %,5,5,0.4,0.4,100.0 %,80.0 %,,16.5,1024,2646,2.0 %,5.3 %,3.2,2.2,0,1,5,4,0,1,5,3,0,0,4,2,,4,5,4,,65.9,5,3,0,-204,0.0 %,-0.4 %,0,-204,0.0 %,-0.4 %,0,0,0.0 %,0.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,75.0 %,1024,3359,0,-204,100.0 %,100.0 %
IUSV,3d RSI IUSV LT25 - L IUSV,9.0 %,33.9 %,4493,16862,27.8 %,24.1 %,32.3 %,139.9 %,-1.7 %,-12.1 %,13,17,1.1,1.4,53.8 %,76.5 %,2.1,1.5,346,887,0.7 %,1.8 %,4,2.6,3,2,3,10,3,2,3,9,2,1,3,7,1.2,3.2,7,13,2.5,5,1.5,2.4,-1031,-528,-1.0 %,-1.1 %,-1031,-528,-1.0 %,-1.1 %,-722,-336,-0.7 %,-0.7 %,53.8 %,76.5 %,53.8 %,76.5 %,53.8 %,75.0 %,1071,1448,-500,-934,54.5 %,80.0 %
IVE,3d RSI IVE LT26 - L IVE,6.7 %,41.3 %,3356,20581,29.0 %,26.1 %,23.2 %,157.8 %,-2.0 %,-12.1 %,13,18,1.1,1.5,61.5 %,77.8 %,1.3,1.7,258,992,0.5 %,2.0 %,4.2,2.7,1,1,3,10,1,1,3,9,1,1,3,8,1.6,3.5,8,14,2.1,6,1.2,2.8,-2103,-2689,-2.1 %,-5.4 %,-2103,-2689,-2.1 %,-5.4 %,-2103,-358,-2.1 %,-0.7 %,61.5 %,77.8 %,61.5 %,77.8 %,61.5 %,76.5 %,818,1532,-637,-897,63.6 %,81.8 %
IVV,3d RSI IVV LT20 - L IVV,17.2 %,30.9 %,8619,15367,19.1 %,16.6 %,90.2 %,185.1 %,-1.9 %,-11.5 %,11,13,0.9,1.1,90.9 %,76.9 %,0.9,1.6,784,1073,1.6 %,2.1 %,2.9,2.2,1,1,7,5,1,1,7,6,1,1,6,6,10,3.3,10,10,9,5.2,3.6,2.3,-2150,-2073,-2.2 %,-4.2 %,-2150,-2073,-2.2 %,-4.2 %,-2150,-1214,-2.2 %,-2.4 %,90.9 %,76.9 %,90.9 %,76.9 %,90.9 %,81.8 %,969,1730,-1075,-1114,90.0 %,87.5 %
