,,"Purpose of This Spreadsheet is to Outline the Methodology of System 30
Branches Traded in 2021 OOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUST,6d RSI DUST LT19 - L DUST,-2.1 %,33.0 %,-1025,16414,17.4 %,5.1 %,-11.8 %,638.9 %,-6.7 %,-11.3 %,3,4,0.2,0.3,66.7 %,100.0 %,0.4,,-342,3707,-0.7 %,7.4 %,6.7,2.2,1,0,1,4,1,0,1,4,1,0,1,2,2,,2,4,0.7,,-0.3,5.7,-6838,0,-6.8 %,0.0 %,-6838,0,-6.8 %,0.0 %,-6838,0,-6.8 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,1197,3707,-3419,0,66.7 %,100.0 %
DVY,3d RSI DVY LT17 - L DVY,8.9 %,46.7 %,4441,23270,16.5 %,21.3 %,53.8 %,218.1 %,-0.2 %,-12.9 %,9,15,0.8,1.2,77.8 %,93.3 %,6.1,0.5,493,1328,1.0 %,2.7 %,3.1,2.6,1,1,3,11,1,1,3,10,1,0,2,10,3.5,14,7,14,21.3,7.5,2.9,2.7,-224,-3079,-0.2 %,-6.2 %,-224,-3079,-0.2 %,-6.2 %,-224,0,-0.2 %,0.0 %,77.8 %,93.3 %,77.8 %,93.3 %,77.8 %,92.9 %,666,1643,-109,-3079,75.0 %,100.0 %
DVYE,10d RSI DVYE LT26 - L DVYE,7.1 %,20.2 %,3526,10038,12.1 %,7.5 %,58.0 %,267.3 %,0.0 %,-6.4 %,4,6,0.3,0.5,100.0 %,83.3 %,,1.9,881,1578,1.8 %,3.2 %,2.2,2.2,0,1,4,4,0,1,4,3,0,0,3,3,,5,4,5,,9.7,3.8,2.5,0,-1087,0.0 %,-2.2 %,0,-1087,0.0 %,-2.2 %,0,0,0.0 %,0.0 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,80.0 %,881,2111,0,-1087,100.0 %,100.0 %
DXD,12d RSI DXD LT28 - L DXD,11.1 %,7.2 %,5527,3594,11.9 %,7.9 %,93.0 %,90.9 %,-0.3 %,-3.5 %,5,5,0.4,0.4,60.0 %,80.0 %,25.4,2.3,1105,713,2.2 %,1.4 %,3.4,3,1,1,2,3,1,0,2,4,1,0,2,4,1.5,4,3,4,38.1,9.4,2,1.5,-298,-425,-0.3 %,-0.8 %,-298,0,-0.3 %,0.0 %,-298,0,-0.3 %,0.0 %,60.0 %,80.0 %,60.0 %,80.0 %,60.0 %,100.0 %,1892,997,-74,-425,60.0 %,100.0 %
DXJ,3d RSI DXJ LT16 - L DXJ,16.0 %,27.8 %,8002,13839,14.9 %,14.2 %,107.2 %,194.5 %,-0.6 %,-7.9 %,10,12,0.8,1,90.0 %,91.7 %,2.7,0.8,800,1053,1.6 %,2.1 %,2,2,1,1,6,8,1,1,6,7,1,0,5,8,9,11,9,11,24.3,8.7,5.1,2.5,-686,-1631,-0.7 %,-3.3 %,-686,-1631,-0.7 %,-3.3 %,-686,0,-0.7 %,0.0 %,90.0 %,91.7 %,90.0 %,91.7 %,90.0 %,90.9 %,927,1297,-343,-1631,88.9 %,100.0 %
ECH,5d RSI ECH LT12 - L ECH,0.6 %,0.4 %,280,196,100.0 %,5.1 %,0.6 %,7.6 %,0.0 %,-9.3 %,1,3,0.1,0.2,100.0 %,33.3 %,,2.3,280,78,0.6 %,0.2 %,3,3.3,0,2,1,1,0,2,1,1,0,2,1,1,,0.5,1,1,,1.2,0,0.1,0,-1380,0.0 %,-2.8 %,0,-1380,0.0 %,-2.8 %,0,-1380,0.0 %,-2.8 %,100.0 %,33.3 %,100.0 %,33.3 %,100.0 %,33.3 %,280,1615,0,-690,100.0 %,33.3 %
EDV,18d RSI EDV LT37 - L EDV,-5.4 %,2.9 %,-2689,1427,26.0 %,5.1 %,-20.7 %,55.6 %,-10.0 %,-1.6 %,10,3,0.8,0.2,40.0 %,100.0 %,0.7,,-269,474,-0.5 %,0.9 %,4,3.3,5,0,2,3,4,0,2,3,2,0,1,2,0.7,,4,3,0.5,,-1,3.1,-10200,0,-10.2 %,0.0 %,-10200,0,-10.2 %,0.0 %,-8988,0,-9.0 %,0.0 %,40.0 %,100.0 %,40.0 %,100.0 %,44.4 %,100.0 %,633,474,-870,0,50.0 %,100.0 %
EDZ,8d RSI EDZ LT24 - L EDZ,-2.5 %,46.3 %,-1251,23041,13.9 %,9.9 %,-18.0 %,466.3 %,0.0 %,-3.8 %,3,8,0.2,0.7,66.7 %,100.0 %,0.3,,-417,2456,-0.8 %,4.9 %,4,2.1,1,0,2,8,1,0,2,8,1,0,1,6,2,,2,8,0.7,,-0.3,4.5,-7202,0,-7.2 %,0.0 %,-7202,0,-7.2 %,0.0 %,-5218,0,-5.2 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,1175,2456,-3601,0,50.0 %,100.0 %
EEM,12d RSI EEM LT30 - L EEM,5.1 %,28.8 %,2535,14356,16.5 %,5.5 %,30.7 %,518.9 %,-0.1 %,-3.9 %,4,5,0.3,0.4,75.0 %,100.0 %,13,,634,2606,1.3 %,5.2 %,3.5,1.8,1,0,2,5,1,0,2,4,1,0,1,1,3,,3,5,39,,2.3,6.3,-134,0,-0.1 %,0.0 %,-134,0,-0.1 %,0.0 %,-134,0,-0.1 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,867,2606,-67,0,66.7 %,100.0 %
EEMA,7d RSI EEMA LT25 - L EEMA,12.1 %,17.1 %,6065,8523,11.3 %,6.3 %,107.6 %,269.6 %,0.0 %,-5.1 %,8,6,0.7,0.5,100.0 %,100.0 %,,,758,1353,1.5 %,2.7 %,2,1.7,0,0,8,6,0,0,8,5,0,0,6,4,,,8,6,,,5,2.4,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,758,1353,0,0,100.0 %,100.0 %
EFA,3d RSI EFA LT10 - L EFA,2.3 %,3.8 %,1151,1893,9.4 %,7.1 %,24.5 %,53.2 %,-2.5 %,-7.4 %,5,5,0.4,0.4,80.0 %,80.0 %,0.5,0.5,230,389,0.5 %,0.8 %,2.6,2.6,1,1,4,3,1,1,4,3,1,1,4,2,4,4,4,4,1.9,2,0.6,0.7,-2629,-1855,-2.6 %,-3.7 %,-2629,-1855,-2.6 %,-3.7 %,-2629,-26,-2.6 %,-0.1 %,80.0 %,80.0 %,80.0 %,80.0 %,80.0 %,80.0 %,616,950,-1314,-1855,80.0 %,75.0 %
EFG,12d RSI EFG LT27 - L EFG,0.7 %,20.1 %,339,10003,100.0 %,5.1 %,0.7 %,389.4 %,0.0 %,-5.7 %,1,5,0.1,0.4,100.0 %,80.0 %,,3,339,1889,0.7 %,3.8 %,3,1.6,0,1,1,4,0,0,1,3,0,0,1,1,,4,1,4,,12,0,2.6,0,-862,0.0 %,-1.7 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,100.0 %,339,2577,0,-862,100.0 %,100.0 %
EFV,4d RSI EFV LT11 - L EFV,-0.5 %,5.0 %,-236,2473,11.5 %,7.1 %,-4.1 %,69.5 %,-1.9 %,-7.8 %,2,5,0.2,0.4,50.0 %,80.0 %,0.8,0.5,-118,508,-0.2 %,1.0 %,5.5,2.6,1,1,1,3,1,1,1,3,1,1,1,2,1,4,1,4,0.8,2.1,-0.2,0.8,-1963,-2226,-2.0 %,-4.5 %,-1963,-2226,-2.0 %,-4.5 %,-1963,-179,-2.0 %,-0.4 %,50.0 %,80.0 %,50.0 %,80.0 %,50.0 %,80.0 %,745,1192,-981,-2226,50.0 %,75.0 %
EMGF,14d RSI EMGF LT30 - L EMGF,5.9 %,26.6 %,2960,13238,10.4 %,5.1 %,56.8 %,515.3 %,0.0 %,-4.0 %,2,5,0.2,0.4,100.0 %,100.0 %,,,1480,2420,3.0 %,4.8 %,4,1.6,0,0,2,5,0,0,2,4,0,0,2,1,,,2,5,,,7.8,6.4,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1480,2420,0,0,100.0 %,100.0 %
EMHY,7d RSI EMHY LT19 - L EMHY,0.7 %,5.4 %,360,2676,29.8 %,5.5 %,2.4 %,96.7 %,-0.4 %,-10.8 %,4,4,0.3,0.3,50.0 %,75.0 %,1.8,1.9,90,672,0.2 %,1.3 %,2.5,2.5,2,1,2,2,2,1,2,2,1,0,2,2,1,3,2,3,1.8,5.7,0.6,1.2,-853,-566,-0.9 %,-1.1 %,-853,-566,-0.9 %,-1.1 %,-456,0,-0.5 %,0.0 %,50.0 %,75.0 %,50.0 %,75.0 %,50.0 %,75.0 %,393,1084,-213,-566,66.7 %,100.0 %
EPHE,6d RSI EPHE LT15 - L EPHE,2.2 %,25.7 %,1088,12807,6.3 %,5.1 %,34.6 %,498.5 %,0.0 %,-4.3 %,2,5,0.2,0.4,100.0 %,100.0 %,,,544,2372,1.1 %,4.7 %,3,1.6,0,0,2,5,0,0,2,4,0,0,2,3,,,2,5,,,3.8,2.9,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,544,2372,0,0,100.0 %,100.0 %
EPI,4d RSI EPI LT10 - L EPI,2.7 %,3.1 %,1340,1558,18.2 %,5.9 %,14.7 %,52.6 %,0.0 %,-15.0 %,2,5,0.2,0.4,100.0 %,60.0 %,,0.9,670,403,1.3 %,0.8 %,1,2,0,2,2,2,0,1,2,2,0,1,2,1,,1.5,2,3,,1.4,5.3,0.3,0,-5521,0.0 %,-11.0 %,0,-1902,0.0 %,-3.8 %,0,-52,0.0 %,-0.1 %,100.0 %,60.0 %,100.0 %,60.0 %,100.0 %,75.0 %,670,2512,0,-2761,100.0 %,66.7 %
EPOL,5d RSI EPOL LT10 - L EPOL,-2.4 %,2.0 %,-1221,981,83.3 %,5.5 %,-2.9 %,35.5 %,0.0 %,-10.7 %,2,3,0.2,0.2,50.0 %,66.7 %,0.6,0.7,-611,383,-1.2 %,0.8 %,4,3.7,1,1,1,2,1,1,1,2,1,0,0,2,1,2,1,2,0.6,1.4,-0.4,0.3,-5750,-2555,-5.7 %,-5.1 %,-5750,-2555,-5.7 %,-5.1 %,-2442,0,-2.4 %,0.0 %,50.0 %,66.7 %,50.0 %,66.7 %,50.0 %,66.7 %,1654,1851,-2875,-2555,0.0 %,100.0 %
EPP,3d RSI EPP LT12 - L EPP,2.0 %,6.3 %,1023,3135,16.4 %,7.5 %,12.5 %,83.5 %,-1.3 %,-6.7 %,6,6,0.5,0.5,66.7 %,83.3 %,1.3,0.5,171,534,0.3 %,1.1 %,2.3,2.2,1,1,3,3,1,1,3,3,1,0,3,5,2,5,4,5,2.6,2.6,1,0.9,-1291,-2022,-1.3 %,-4.0 %,-1291,-2022,-1.3 %,-4.0 %,-1291,0,-1.3 %,0.0 %,66.7 %,83.3 %,66.7 %,83.3 %,66.7 %,83.3 %,420,1046,-329,-2022,66.7 %,100.0 %
EQWL,4d RSI EQWL LT15 - L EQWL,3.3 %,9.4 %,1674,4685,8.6 %,7.9 %,39.1 %,118.5 %,-1.5 %,-11.5 %,4,7,0.3,0.6,50.0 %,85.7 %,3.2,0.4,418,691,0.8 %,1.4 %,3.8,1.9,2,1,1,5,2,1,1,5,2,0,1,5,1,6,2,6,3.2,2.4,1,0.9,-1538,-3577,-1.5 %,-7.2 %,-1538,-3577,-1.5 %,-7.2 %,-1538,0,-1.5 %,0.0 %,50.0 %,85.7 %,50.0 %,85.7 %,50.0 %,85.7 %,1221,1403,-384,-3577,50.0 %,100.0 %
ERY,3d RSI ERY LT11 - L ERY,5.2 %,25.5 %,2625,12718,23.2 %,5.1 %,22.6 %,495.0 %,-6.2 %,-10.8 %,9,4,0.8,0.3,55.6 %,75.0 %,1,4.2,292,3049,0.6 %,6.1 %,4.3,2.2,2,1,4,2,2,1,4,2,1,1,4,1,1.2,3,5,3,1.3,12.5,0.3,1.7,-15300,-1057,-15.3 %,-2.1 %,-15300,-1057,-15.3 %,-2.1 %,-9748,-1057,-9.7 %,-2.1 %,55.6 %,75.0 %,55.6 %,75.0 %,55.6 %,75.0 %,2270,4417,-2181,-1057,62.5 %,66.7 %
ESGE,4d RSI ESGE LT14 - L ESGE,8.8 %,6.4 %,4403,3201,12.6 %,5.9 %,69.8 %,108.0 %,-0.7 %,-6.3 %,7,5,0.6,0.4,85.7 %,80.0 %,2.2,1.3,629,637,1.3 %,1.3 %,2.7,2,1,1,5,2,1,1,5,2,0,0,5,4,6,4,6,4,12.9,5.1,3,1.4,-739,-771,-0.7 %,-1.5 %,-739,-771,-0.7 %,-1.5 %,0,0,0.0 %,0.0 %,85.7 %,80.0 %,85.7 %,80.0 %,85.7 %,80.0 %,795,989,-369,-771,100.0 %,100.0 %
ESGU,5d RSI ESGU LT20 - L ESGU,5.0 %,7.7 %,2494,3827,5.6 %,5.1 %,89.8 %,149.0 %,0.0 %,-11.6 %,3,3,0.2,0.2,100.0 %,66.7 %,,1.4,831,1327,1.7 %,2.6 %,1.7,3.3,0,1,3,2,0,1,3,2,0,0,3,2,,2,3,2,,2.8,3.7,0.8,0,-2152,0.0 %,-4.3 %,0,-2152,0.0 %,-4.3 %,0,0,0.0 %,0.0 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,831,3066,0,-2152,100.0 %,100.0 %
EWA,3d RSI EWA LT20 - L EWA,4.4 %,39.5 %,2176,19692,21.0 %,11.5 %,20.7 %,343.6 %,-3.1 %,-9.7 %,12,10,1,0.8,66.7 %,90.0 %,0.9,0.7,181,1758,0.4 %,3.5 %,2.9,1.9,2,1,3,7,2,1,3,6,2,0,2,6,2,9,8,9,1.9,6.7,0.8,2.2,-3340,-3094,-3.3 %,-6.2 %,-3340,-3094,-3.3 %,-6.2 %,-3340,0,-3.3 %,0.0 %,66.7 %,90.0 %,66.7 %,90.0 %,66.7 %,88.9 %,590,2297,-636,-3094,55.6 %,100.0 %
EWD,4d RSI EWD LT23 - L EWD,-1.0 %,28.5 %,-496,14198,14.0 %,10.3 %,-7.1 %,276.3 %,-5.3 %,-7.9 %,8,8,0.7,0.7,50.0 %,87.5 %,0.9,1.2,-62,1620,-0.1 %,3.2 %,2.8,2.2,2,1,1,6,2,1,1,5,2,0,1,5,1,7,4,7,0.9,8.7,-0.1,2.7,-2102,-1692,-2.1 %,-3.4 %,-2102,-1692,-2.1 %,-3.4 %,-2102,0,-2.1 %,0.0 %,50.0 %,87.5 %,50.0 %,87.5 %,50.0 %,85.7 %,978,2094,-1102,-1692,50.0 %,100.0 %
EWH,11d RSI EWH LT30 - L EWH,-1.1 %,37.3 %,-555,18555,17.9 %,9.1 %,-6.2 %,408.2 %,-4.3 %,-1.9 %,6,7,0.5,0.6,66.7 %,100.0 %,0.4,,-93,2333,-0.2 %,4.7 %,2.2,2.3,1,0,2,7,1,0,1,6,1,0,1,4,2,,4,7,0.8,,-0.2,4.3,-4342,0,-4.3 %,0.0 %,-4342,0,-4.3 %,0.0 %,-2011,0,-2.0 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,60.0 %,100.0 %,460,2333,-1199,0,66.7 %,100.0 %
EWL,13d RSI EWL LT28 - L EWL,0.4 %,21.1 %,205,10499,63.6 %,5.1 %,0.6 %,408.6 %,0.0 %,-5.2 %,2,5,0.2,0.4,50.0 %,80.0 %,2.1,3.8,102,1980,0.2 %,4.0 %,2.5,1.6,1,1,1,4,1,1,1,3,1,0,1,2,1,4,1,4,2.1,15.4,0.5,2.5,-359,-688,-0.4 %,-1.4 %,-359,-688,-0.4 %,-1.4 %,-359,0,-0.4 %,0.0 %,50.0 %,80.0 %,50.0 %,80.0 %,50.0 %,75.0 %,384,2647,-179,-688,50.0 %,100.0 %
EWM,6d RSI EWM LT15 - L EWM,3.4 %,10.6 %,1680,5286,7.7 %,5.1 %,43.7 %,205.7 %,0.0 %,-0.3 %,3,5,0.2,0.4,100.0 %,100.0 %,,,560,1022,1.1 %,2.0 %,1.7,1.6,0,0,3,5,0,0,3,5,0,0,3,4,,,3,5,,,4,4.1,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,560,1022,0,0,100.0 %,100.0 %
EWP,4d RSI EWP LT11 - L EWP,-5.4 %,14.1 %,-2717,7024,16.8 %,5.5 %,-32.3 %,253.9 %,-6.3 %,-6.0 %,2,4,0.2,0.3,50.0 %,75.0 %,0.1,8.2,-1359,1705,-2.7 %,3.4 %,7,2.5,1,1,1,3,1,1,1,3,1,0,1,3,1,3,1,3,0.1,24.6,-1.1,2,-6305,-289,-6.3 %,-0.6 %,-6305,-289,-6.3 %,-0.6 %,-6305,0,-6.3 %,0.0 %,50.0 %,75.0 %,50.0 %,75.0 %,50.0 %,75.0 %,435,2370,-3153,-289,50.0 %,100.0 %
EWQ,4d RSI EWQ LT12 - L EWQ,-0.4 %,8.8 %,-189,4389,19.6 %,7.1 %,-1.9 %,123.4 %,-1.8 %,-8.1 %,2,5,0.2,0.4,50.0 %,80.0 %,0.8,0.9,-95,882,-0.2 %,1.8 %,4,2.6,1,1,1,3,1,1,1,3,1,0,1,4,1,4,1,4,0.8,3.4,-0.2,1.1,-1871,-1829,-1.9 %,-3.7 %,-1871,-1829,-1.9 %,-3.7 %,-1871,0,-1.9 %,0.0 %,50.0 %,80.0 %,50.0 %,80.0 %,50.0 %,80.0 %,746,1559,-935,-1829,50.0 %,100.0 %
EWS,3d RSI EWS LT10 - L EWS,1.5 %,21.4 %,773,10677,9.6 %,8.3 %,16.0 %,257.3 %,-1.9 %,-2.5 %,5,8,0.4,0.7,80.0 %,87.5 %,0.4,2.5,155,1245,0.3 %,2.5 %,2.2,1.6,1,1,3,7,1,1,3,7,1,1,3,5,4,7,4,7,1.8,17.8,0.6,2.7,-1968,-593,-2.0 %,-1.2 %,-1968,-593,-2.0 %,-1.2 %,-1336,-593,-1.3 %,-1.2 %,80.0 %,87.5 %,80.0 %,87.5 %,80.0 %,87.5 %,439,1508,-984,-593,75.0 %,83.3 %
EWT,3d RSI EWT LT17 - L EWT,4.7 %,15.3 %,2334,7623,13.7 %,8.7 %,34.1 %,175.3 %,-2.4 %,-5.6 %,9,8,0.8,0.7,55.6 %,100.0 %,2.1,,259,903,0.5 %,1.8 %,2.3,1.8,2,0,3,8,2,0,3,7,2,0,1,6,1.2,,5,8,2.7,,1.2,3.5,-2467,0,-2.5 %,0.0 %,-2467,0,-2.5 %,0.0 %,-2185,0,-2.2 %,0.0 %,55.6 %,100.0 %,55.6 %,100.0 %,55.6 %,100.0 %,748,903,-352,0,42.9 %,100.0 %
EWU,4d RSI EWU LT12 - L EWU,5.8 %,1.4 %,2923,685,8.5 %,5.5 %,68.4 %,24.8 %,0.0 %,-9.7 %,4,4,0.3,0.3,100.0 %,75.0 %,,0.4,731,207,1.5 %,0.4 %,1.5,2.5,0,1,4,2,0,1,4,1,0,1,3,1,,3,4,3,,1.3,3.7,0.2,0,-2953,0.0 %,-5.9 %,0,-934,0.0 %,-1.9 %,0,-934,0.0 %,-1.9 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,66.7 %,731,1261,0,-2953,100.0 %,66.7 %
EWW,3d RSI EWW LT13 - L EWW,-1.1 %,30.8 %,-534,15319,15.7 %,10.7 %,-6.8 %,287.1 %,-5.5 %,-13.1 %,7,8,0.6,0.7,71.4 %,87.5 %,0.3,1,-76,1765,-0.2 %,3.5 %,3.9,2.4,1,1,4,6,1,1,4,5,2,0,3,5,2.5,7,5,7,0.8,7.3,-0.2,2,-5633,-2256,-5.6 %,-4.5 %,-5633,-2256,-5.6 %,-4.5 %,-5769,0,-5.8 %,0.0 %,71.4 %,87.5 %,71.4 %,87.5 %,71.4 %,85.7 %,569,2340,-1688,-2256,60.0 %,100.0 %
EWY,5d RSI EWY LT21 - L EWY,9.8 %,14.1 %,4881,7005,11.6 %,6.3 %,84.5 %,221.5 %,-2.2 %,-4.9 %,8,5,0.7,0.4,87.5 %,80.0 %,0.8,2.8,610,1350,1.2 %,2.7 %,1.9,2.2,1,1,5,4,1,1,5,4,1,1,4,2,7,4,7,4,5.3,11.4,2.3,2.3,-2278,-651,-2.3 %,-1.3 %,-2278,-651,-2.3 %,-1.3 %,-1126,-651,-1.1 %,-1.3 %,87.5 %,80.0 %,87.5 %,80.0 %,87.5 %,80.0 %,860,1851,-1139,-651,85.7 %,66.7 %
EWZ,6d RSI EWZ LT16 - L EWZ,0.0 %,27.8 %,21,13841,100.0 %,5.9 %,0.0 %,466.9 %,0.0 %,-8.0 %,1,4,0.1,0.3,100.0 %,75.0 %,,9.5,21,3292,0.0 %,6.6 %,2,2.8,0,1,1,3,0,1,1,2,0,0,1,2,,3,1,3,,28.6,0,1.7,0,-477,0.0 %,-0.9 %,0,-477,0.0 %,-0.9 %,0,0,0.0 %,0.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,66.7 %,21,4548,0,-477,100.0 %,100.0 %
EWZS,3d RSI EWZS LT10 - L EWZS,2.9 %,22.9 %,1437,11389,8.4 %,11.9 %,34.2 %,192.1 %,-2.6 %,-10.5 %,4,6,0.3,0.5,75.0 %,66.7 %,0.7,2.8,359,1815,0.7 %,3.6 %,3.8,4,1,1,3,3,1,1,3,3,1,1,3,3,3,2,3,4,2,5.5,0.6,1.7,-2766,-1790,-2.8 %,-3.6 %,-2766,-1790,-2.8 %,-3.6 %,-2766,-609,-2.8 %,-1.2 %,75.0 %,66.7 %,75.0 %,66.7 %,75.0 %,66.7 %,940,3322,-1383,-1200,75.0 %,80.0 %
EZU,6d RSI EZU LT16 - L EZU,-1.0 %,7.7 %,-492,3835,19.6 %,5.1 %,-5.0 %,149.2 %,-2.2 %,-6.0 %,2,4,0.2,0.3,50.0 %,75.0 %,0.6,2,-246,956,-0.5 %,1.9 %,4,2.2,1,1,1,2,1,1,1,2,1,0,1,3,1,3,1,3,0.6,6.1,-0.4,1.3,-2244,-756,-2.2 %,-1.5 %,-2244,-756,-2.2 %,-1.5 %,-2244,0,-2.2 %,0.0 %,50.0 %,75.0 %,50.0 %,75.0 %,50.0 %,75.0 %,630,1527,-1122,-756,50.0 %,100.0 %
FAZ,18d RSI FAZ LT32 - L FAZ,1.5 %,19.4 %,752,9682,16.6 %,6.7 %,9.1 %,288.2 %,-3.5 %,-3.3 %,6,3,0.5,0.2,33.3 %,100.0 %,2.4,,125,3071,0.3 %,6.1 %,4.8,4.7,3,0,1,3,3,0,1,3,3,0,1,3,0.5,,2,3,1.2,,0.2,3.6,-3540,0,-3.5 %,0.0 %,-3540,0,-3.5 %,0.0 %,-3540,0,-3.5 %,0.0 %,33.3 %,100.0 %,33.3 %,100.0 %,33.3 %,100.0 %,2264,3071,-944,0,40.0 %,100.0 %
FBND,9d RSI FBND LT60 - L FBND,1.3 %,0.3 %,659,148,82.6 %,50.2 %,1.6 %,0.6 %,-2.4 %,-14.6 %,42,31,3.5,2.6,66.7 %,74.2 %,0.6,0.4,16,13,0.0 %,0.0 %,3.9,3.1,3,2,8,11,3,2,7,12,2,1,4,7,2,2.9,28,23,1.3,1.1,0.6,0.1,-2419,-238,-2.4 %,-0.5 %,-2166,-238,-2.2 %,-0.5 %,-2076,-3192,-2.1 %,-6.4 %,66.7 %,74.2 %,66.7 %,74.2 %,63.9 %,80.0 %,109,244,-170,-651,66.7 %,83.3 %
FBT,6d RSI FBT LT23 - L FBT,4.6 %,16.6 %,2312,8278,15.7 %,5.9 %,29.5 %,279.2 %,-0.2 %,-3.8 %,6,5,0.5,0.4,83.3 %,100.0 %,5.2,,385,1569,0.8 %,3.1 %,4.3,2,1,0,4,5,1,0,4,5,1,0,3,4,5,,5,5,26.2,,2.8,3.9,-183,0,-0.2 %,0.0 %,-183,0,-0.2 %,0.0 %,-183,0,-0.2 %,0.0 %,83.3 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,481,1569,-92,0,80.0 %,100.0 %
FCOM,3d RSI FCOM LT19 - L FCOM,5.3 %,31.6 %,2666,15716,24.9 %,14.6 %,21.4 %,214.9 %,-4.9 %,-10.1 %,12,12,1,1,83.3 %,91.7 %,0.3,0.8,222,1174,0.4 %,2.4 %,3.7,2.1,1,1,7,9,1,1,7,8,1,0,5,7,5,11,10,11,1.7,8.3,0.7,2.9,-5485,-1923,-5.5 %,-3.9 %,-5485,-1923,-5.5 %,-3.9 %,-5485,0,-5.5 %,0.0 %,83.3 %,91.7 %,83.3 %,91.7 %,83.3 %,90.9 %,645,1456,-1893,-1923,77.8 %,100.0 %
FDIS,4d RSI FDIS LT16 - L FDIS,11.3 %,6.5 %,5641,3244,8.5 %,5.9 %,132.4 %,109.4 %,0.0 %,-11.5 %,6,5,0.5,0.4,100.0 %,80.0 %,,0.6,940,670,1.9 %,1.3 %,2.2,2,0,1,6,3,0,1,6,3,0,1,5,2,,4,6,4,,2.2,4.2,0.8,0,-2785,0.0 %,-5.6 %,0,-2785,0.0 %,-5.6 %,0,-230,0.0 %,-0.5 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,80.0 %,940,1533,0,-2785,100.0 %,75.0 %
FDL,7d RSI FDL LT19 - L FDL,1.7 %,9.3 %,838,4617,100.0 %,5.1 %,1.7 %,179.7 %,0.0 %,-9.9 %,1,4,0.1,0.3,100.0 %,75.0 %,,1.6,838,1159,1.7 %,2.3 %,1,2.2,0,1,1,2,0,1,1,2,0,0,1,3,,3,1,3,,4.8,0,1.2,0,-1230,0.0 %,-2.5 %,0,-1230,0.0 %,-2.5 %,0,0,0.0 %,0.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,838,1956,0,-1230,100.0 %,100.0 %
FDN,7d RSI FDN LT27 - L FDN,12.5 %,19.1 %,6233,9518,16.2 %,5.1 %,77.1 %,370.5 %,-0.5 %,-7.4 %,8,4,0.7,0.3,75.0 %,75.0 %,7.7,8.8,779,2261,1.6 %,4.5 %,3.1,2.2,2,1,6,3,2,1,6,2,2,0,4,1,3,3,6,3,23.2,26.4,2.2,2.7,-561,-356,-0.6 %,-0.7 %,-561,-356,-0.6 %,-0.7 %,-561,0,-0.6 %,0.0 %,75.0 %,75.0 %,75.0 %,75.0 %,75.0 %,66.7 %,1086,3134,-140,-356,66.7 %,100.0 %
FDT,4d RSI FDT LT11 - L FDT,7.4 %,2.7 %,3697,1356,7.4 %,5.5 %,100.1 %,49.0 %,0.0 %,-7.4 %,4,4,0.3,0.3,100.0 %,75.0 %,,0.6,924,362,1.8 %,0.7 %,2.8,2.5,0,1,4,2,0,1,4,2,0,0,4,3,,3,4,3,,1.7,4.8,0.5,0,-1972,0.0 %,-3.9 %,0,-1972,0.0 %,-3.9 %,0,0,0.0 %,0.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,924,1140,0,-1972,100.0 %,100.0 %
